"documenttype","documentno","docdate","oderdate","duedate","postingdate","customercode","customername","yourreference","externaldocumentno","locationcode","paymentterms","postinggroup","currencycode","salespersoncode","printed","released","status","userid","period","entryno","vatinclusive","QtyDiscount","journal","shipping","packagescharge","picture"
"19","PL2775","2/22/2023 12:00:00 AM","","","","Dr511022","WALLMATT PAINTS LTD (20)","SO.3344","","          ","","General             ","KES       ","Sr1       ","","","1","Sarah               ","78","1576563","False","","","","",""
"19","PL2776","2/21/2023 12:00:00 AM","","","","Dr510956","JLIANCO(KENYA BRANCH)","SO.3346","","          ","","General             ","KES       ","Sr1       ","","","1","Sarah               ","78","1576190","False","","","","",""
"19","PL2777","2/23/2023 12:00:00 AM","","","","Dr511051","BEAMMS CITY MERCHANTS LTD(21)","SO.3347","","          ","","General             ","KES       ","Sr1       ","","","1","Sarah               ","78","1576804","False","","","","",""
"19","PL2778","2/24/2023 12:00:00 AM","","","","Dr510934","BOLT STORES AND MACHINERY","SO.3348","","          ","","General             ","KES       ","Sr7       ","","","1","Mary                ","78","1576914","False","","","","",""
"19","PL2780","2/22/2023 12:00:00 AM","","","","Dr510772","MPEKE HARDWARE","SO.3350","","          ","","no vat              ","KES       ","Sr1       ","","","1","Lucybriate          ","78","1576526","False","","","","",""
"19","PL2781","2/22/2023 12:00:00 AM","","","","Dr510771","NEW NILE IMPEX HANDWARE LTD","SO.3351","","          ","","no vat              ","KES       ","Sr1       ","","","1","Lucybriate          ","78","1576512","False","","","","",""
"19","PL2784","2/21/2023 12:00:00 AM","","","","Dr510794","ALEX MACHARIA","SO.3354","","          ","","General             ","KES       ","Sr5       ","","","1","Lucybriate          ","78","1576372","False","","","","",""
"19","PL2785","2/22/2023 12:00:00 AM","","","","Dr510780","NEW NILE IMPEX HANDWARE LTD(RO","SO.3355","","          ","","no vat              ","KES       ","Sr5       ","","","1","Lucybriate          ","78","1576491","False","","","","",""
"19","PL2786","2/21/2023 12:00:00 AM","","","","Dr510794","ALEX MACHARIA","SO.3356","","          ","","General             ","KES       ","Sr5       ","","","1","Lucybriate          ","78","1576381","False","","","","",""
"19","PL2787","2/27/2023 12:00:00 AM","","","","Dr511066","Chrispine Musungu","SO.3357","","          ","","General             ","KES       ","Sr2       ","","","1","Mary                ","78","1576962","False","","","","",""
"19","PL2788","2/21/2023 12:00:00 AM","","","","Dr510956","JLIANCO(KENYA BRANCH)","SO.3358","","          ","","General             ","KES       ","Sr1       ","","","1","Sarah               ","78","1576198","False","","","","",""
"19","PL2789","2/20/2023 12:00:00 AM","","","","Dr510815","MECTRO INDUSTRIAL SERVICES LTD","SO.3359","","          ","","General             ","KES       ","Sr5       ","","","1","Lucybriate          ","78","1576180","False","","","","",""
