"documenttype","documentno","docdate","oderdate","duedate","postingdate","customercode","customername","yourreference","externaldocumentno","locationcode","paymentterms","postinggroup","currencycode","salespersoncode","printed","released","status","userid","period","entryno","vatinclusive","QtyDiscount","journal","shipping","packagescharge","picture"
"10","INV1622","5/22/2021 12:00:00 AM","","5/23/2021 12:00:00 AM","5/22/2021 12:00:00 AM","Dr510784","LOKINZO ENTERPRISE","","SO2019","","","General             ","KES       ","          ","1","2","1","Mugure              ","57","1562383","False","","Jv24833","","",""
"10","INV1623","5/22/2021 12:00:00 AM","","5/23/2021 12:00:00 AM","5/22/2021 12:00:00 AM","Dr380","SAMAR CONTRUCTIONS","LPO.10234","SO2020","","","General             ","KES       ","Sr1       ","1","2","1","Mugure              ","57","1562385","False","","Jv24835","","",""
"10","INV1624","5/22/2021 12:00:00 AM","","5/23/2021 12:00:00 AM","5/22/2021 12:00:00 AM","Dr510716","CHINA HENAN KAMAGAMBO,KISII","CHICOK922021051802","SO2021","","","General             ","KES       ","          ","1","2","1","Mugure              ","57","1562387","False","","Jv24839","","",""
"10","INV1625","5/20/2021 12:00:00 AM","","5/25/2021 12:00:00 AM","5/24/2021 12:00:00 AM","Dr594","TINFRA ENGINEERING LIMITED","DLV3578","SO2022","","","General             ","KES       ","Sr1       ","1","2","1","Mary                ","57","1562389","False","","Jv24848","","",""
"10","INV1626","5/25/2021 12:00:00 AM","","5/26/2021 12:00:00 AM","5/25/2021 12:00:00 AM","Dr510819","CALE INFRASTRUCTURE CONSTRU.","","SO2024","","","General             ","KES       ","          ","1","3","1","Lucybriate          ","57","1562392","False","","Jv24864","","",""
"10","INV1627","5/23/2021 12:00:00 AM","","5/26/2021 12:00:00 AM","5/25/2021 12:00:00 AM","Dr510772","MPEKE HARDWARE","","SO2025","","","no vat              ","KES       ","          ","1","2","1","Lucybriate          ","57","1562394","False","","Jv24882","","",""
"10","INV1628","5/26/2021 12:00:00 AM","","5/27/2021 12:00:00 AM","5/26/2021 12:00:00 AM","Dr510840","BOLD INDUSTRIAL &amp; DOMESTIC","DLV.3520","SO2032","","","General             ","KES       ","          ","1","2","1","Mugure              ","57","1562399","False","","Jv25018","","",""
"10","INV1629","5/27/2021 12:00:00 AM","","5/28/2021 12:00:00 AM","5/27/2021 12:00:00 AM","Dr510841","DAKIMAH HARDWARE &amp; PAINTS","","SO2033","","","General             ","KES       ","          ","1","2","1","Mugure              ","57","1562401","False","","Jv25090","","",""
"10","INV163","1/25/2017 12:00:00 AM","1/25/2017 12:00:00 AM","1/26/2017 12:00:00 AM","1/25/2017 12:00:00 AM","Dr628","CHINA HENAN INTERNATIONAL COOP","","SO244","","","General             ","KES       ","Sr1       ","1","2","1","Mary Mugure         ","5","60147","False","","","","",""
"10","INV1630","5/28/2021 12:00:00 AM","","5/29/2021 12:00:00 AM","5/28/2021 12:00:00 AM","Dr510819","CALE INFRASTRUCTURE CONSTRU.","LPO 0202105-01","SO2037","","","General             ","KES       ","          ","1","3","1","Lucybriate          ","57","1562404","False","","Jv25129","","",""
"10","INV1631","5/28/2021 12:00:00 AM","","5/29/2021 12:00:00 AM","5/28/2021 12:00:00 AM","Dr510819","CALE INFRASTRUCTURE CONSTRU.","LPO 0202105-01","SO2038","","","General             ","KES       ","          ","1","3","1","Lucybriate          ","57","1562406","False","","Jv25131","","",""
"10","INV1632","5/28/2021 12:00:00 AM","","5/29/2021 12:00:00 AM","5/28/2021 12:00:00 AM","Dr510784","LOKINZO ENTERPRISE","","SO2039","","","General             ","KES       ","          ","1","2","1","Lucybriate          ","57","1562408","False","","Jv25133","","",""
"10","INV1633","5/28/2021 12:00:00 AM","","5/29/2021 12:00:00 AM","5/28/2021 12:00:00 AM","Dr510842","SKYLIM SOLUTION LIMITED","","SO2040","","","General             ","KES       ","          ","1","2","1","Mugure              ","57","1562410","False","","Jv25138","","",""
"10","INV1634","5/29/2021 12:00:00 AM","","5/30/2021 12:00:00 AM","5/29/2021 12:00:00 AM","Dr510843","ANTONY MUSEMBI","","SO2041","","","General             ","KES       ","          ","1","2","1","Mugure              ","57","1562412","False","","Jv25140","","",""
"10","INV1635","5/29/2021 12:00:00 AM","","5/30/2021 12:00:00 AM","5/29/2021 12:00:00 AM","Dr510713","ONE BY ONE CO. LTD","","SO2042","","","General             ","KES       ","          ","1","2","1","Mugure              ","57","1562414","False","","Jv25144","","",""
"10","INV1636","5/31/2021 12:00:00 AM","","6/1/2021 12:00:00 AM","5/31/2021 12:00:00 AM","Dr140670","Kansai Plascon Kenya Ltd","PO140021170","SO2044","","","General             ","KES       ","          ","1","2","1","Mugure              ","57","1562416","False","","Jv25147","","",""
"10","INV1637","5/31/2021 12:00:00 AM","","6/1/2021 12:00:00 AM","5/31/2021 12:00:00 AM","Dr510844","LAWRENCE NGATA","","SO2045","","","General             ","EUR       ","          ","1","2","1","Lucybriate          ","57","1562418","False","","Jv25149","","",""
"10","INV1638","5/31/2021 12:00:00 AM","","6/1/2021 12:00:00 AM","5/31/2021 12:00:00 AM","Dr369","JILK CONTSTRUCTION CO.","","SO2046","","","General             ","KES       ","Sr1       ","1","2","1","Lucybriate          ","57","1562420","False","","Jv25151","","",""
"10","INV1639","5/31/2021 12:00:00 AM","","6/1/2021 12:00:00 AM","5/31/2021 12:00:00 AM","Dr510815","MECTRO INDUSTRIAL SERVICES LTD","","SO2047","","","General             ","KES       ","          ","1","2","1","Mugure              ","57","1562422","False","","Jv25154","","",""
"10","INV164","1/25/2017 12:00:00 AM","1/25/2017 12:00:00 AM","1/26/2017 12:00:00 AM","1/25/2017 12:00:00 AM","Dr628","CHINA HENAN INTERNATIONAL COOP","","SO245","","","General             ","KES       ","Sr1       ","1","2","1","Mary Mugure         ","5","60149","False","","","","",""
"10","INV1640","5/31/2021 12:00:00 AM","","6/1/2021 12:00:00 AM","5/31/2021 12:00:00 AM","Dr510815","MECTRO INDUSTRIAL SERVICES LTD","","SO2048","","","General             ","KES       ","          ","1","2","1","Mugure              ","57","1562424","False","","Jv25156","","",""
"10","INV1641","5/31/2021 12:00:00 AM","","6/1/2021 12:00:00 AM","5/31/2021 12:00:00 AM","Dr510794","ALEX MACHARIA","","SO2051","","","General             ","KES       ","          ","1","2","1","Lucybriate          ","57","1562427","False","","Jv25160","","",""
"10","INV1642","5/31/2021 12:00:00 AM","","6/1/2021 12:00:00 AM","5/31/2021 12:00:00 AM","Dr510794","ALEX MACHARIA","","SO2049","","","General             ","KES       ","          ","1","3","1","Mugure              ","57","1562428","False","","Jv25161","","",""
"10","INV1643","6/1/2021 12:00:00 AM","","6/2/2021 12:00:00 AM","6/1/2021 12:00:00 AM","Dr510845","ELDAN CO LTD","","SO2053","","","General             ","KES       ","          ","1","2","1","Lucybriate          ","58","1562432","False","","Jv25166","","",""
"10","INV1644","6/2/2021 12:00:00 AM","","6/3/2021 12:00:00 AM","6/2/2021 12:00:00 AM","Dr510751","KADI PETROLEUM EAST AFRICA CO.","","SO2055","","","General             ","KES       ","          ","1","2","1","Mary                ","58","1562434","False","","Jv25171","","",""
"10","INV1645","5/24/2021 12:00:00 AM","","5/26/2021 12:00:00 AM","6/3/2021 12:00:00 AM","Dr510773","MWAU MULI","DLV 3588&amp;39","SO2030","","","General             ","KES       ","          ","1","2","1","Mugure              ","57","1562435","False","","Jv25199","","",""
"10","INV1646","5/25/2021 12:00:00 AM","","5/28/2021 12:00:00 AM","6/3/2021 12:00:00 AM","Dr510773","MWAU MULI","DLV 3590&amp;3591","SO2036","","","General             ","KES       ","          ","1","2","1","Lucybriate          ","57","1562437","False","","Jv25201","","",""
"10","INV1647","6/3/2021 12:00:00 AM","","6/4/2021 12:00:00 AM","6/3/2021 12:00:00 AM","Dr90670","CIVISCOPE LTD","","SO2059","","","General             ","KES       ","          ","1","2","1","Lucybriate          ","58","1562439","False","","Jv25239","","",""
"10","INV1648","6/4/2021 12:00:00 AM","","6/5/2021 12:00:00 AM","6/4/2021 12:00:00 AM","Dr510846","JAMES MAINA","","SO2061","","","General             ","KES       ","          ","1","2","1","Lucybriate          ","58","1562441","False","","Jv25256","","",""
"10","INV1649","6/4/2021 12:00:00 AM","","6/5/2021 12:00:00 AM","6/4/2021 12:00:00 AM","Dr510832","SUMP GUARD CENTRE LTD","","SO2062","","","General             ","KES       ","          ","1","2","1","Mugure              ","58","1562443","False","","Jv25259","","",""
"10","INV165","1/26/2017 12:00:00 AM","","1/27/2017 12:00:00 AM","1/26/2017 12:00:00 AM","Dr651","Gulsan Construction","","SO246","","","General             ","KES       ","Sr1       ","1","2","1","Mary Njeri          ","5","70126","False","","","","",""
"10","INV1650","6/5/2021 12:00:00 AM","","6/6/2021 12:00:00 AM","6/5/2021 12:00:00 AM","Dr510847","Moses Kivuva","","SO2063","","","General             ","KES       ","          ","1","2","1","Lucybriate          ","58","1562445","False","","Jv25267","","",""
"10","INV1651","6/7/2021 12:00:00 AM","","6/8/2021 12:00:00 AM","6/7/2021 12:00:00 AM","Dr561","DEEKS CONTRACTORS (K) LTD","","SO2070","","","General             ","KES       ","Sr1       ","1","2","1","Mary                ","58","1562448","False","","Jv25271","","",""
"10","INV1652","6/7/2021 12:00:00 AM","","6/8/2021 12:00:00 AM","6/7/2021 12:00:00 AM","Dr510848","FESTUS MUEMA NGUKU","","SO2071","","","General             ","KES       ","          ","1","2","1","Mugure              ","58","1562450","False","","Jv25274","","",""
"10","INV1653","6/7/2021 12:00:00 AM","","6/8/2021 12:00:00 AM","6/9/2021 12:00:00 AM","Dr510771","NEW NILE IMPEX HANDWARE LTD","DLV.3531","SO2072","","","no vat              ","KES       ","          ","1","2","1","Mugure              ","58","1562452","False","","Jv25280","","",""
"10","INV1654","6/7/2021 12:00:00 AM","","6/8/2021 12:00:00 AM","6/9/2021 12:00:00 AM","Dr510772","MPEKE HARDWARE","DLV.3532","SO2073","","","no vat              ","KES       ","          ","1","2","1","Mugure              ","58","1562454","False","","Jv25285","","",""
"10","INV1655","6/9/2021 12:00:00 AM","","6/10/2021 12:00:00 AM","6/9/2021 12:00:00 AM","Dr510758","TRANSLEE KENYA LIMITED","","SO2074","","","General             ","KES       ","          ","1","2","1","Mugure              ","58","1562456","False","","Jv25287","","",""
"10","INV1656","6/10/2021 12:00:00 AM","","6/11/2021 12:00:00 AM","6/10/2021 12:00:00 AM","Dr510791","JOSPHAT MUCHIRI","","SO2076","","","General             ","KES       ","          ","1","2","1","Mugure              ","58","1562458","False","","Jv25322","","",""
"10","INV1657","6/10/2021 12:00:00 AM","","6/11/2021 12:00:00 AM","6/10/2021 12:00:00 AM","Dr432","KAIGI GENERAL CONTRCTORS LTD","","SO2078","","","General             ","KES       ","Sr1       ","1","2","1","Mugure              ","58","1562461","False","","Jv25325","","",""
"10","INV1658","6/11/2021 12:00:00 AM","","6/12/2021 12:00:00 AM","6/11/2021 12:00:00 AM","Dr510849","JAMES NJOROGE","","SO2079","","","General             ","KES       ","          ","1","2","1","Mugure              ","58","1562463","False","","Jv25350","","",""
"10","INV1659","6/15/2021 12:00:00 AM","","","6/16/2021 12:00:00 AM","Dr380","SAMAR CONTRUCTIONS","","SO2080","","","General             ","KES       ","Sr1       ","1","2","1","Daniel              ","58","1562466","False","","Jv25358","","",""
"10","INV166","1/26/2017 12:00:00 AM","","1/27/2017 12:00:00 AM","1/26/2017 12:00:00 AM","Dr641","EAST AFRICA DEVELOPMENT ENG. &amp;","","SO249","","","General             ","KES       ","Sr1       ","1","2","1","Mary Njeri          ","5","70128","False","","","","",""
"10","INV1660","6/22/2021 12:00:00 AM","","","6/22/2021 12:00:00 AM","Dr510712","BENDE CONTRACTORS LTD","DLV.3624","SO2093","","","General             ","KES       ","Sr1       ","1","0","1","Mugure              ","58","1562481","False","","Jv25597","","",""
"10","INV1661","6/12/2021 12:00:00 AM","","","6/23/2021 12:00:00 AM","Dr510752","COLBIT TECHNICAL SERVICES LTD","DLV3538","SO2086","","","no vat              ","KES       ","Sr5       ","1","0","1","Mary                ","58","1562507","False","","Jv25611","","",""
"10","INV1662","6/16/2021 12:00:00 AM","","","6/23/2021 12:00:00 AM","Dr510752","COLBIT TECHNICAL SERVICES LTD","DLV 3548","SO2119","","","no vat              ","KES       ","Sr1       ","1","0","1","Mary                ","58","1562512","False","","Jv25614","","",""
"10","INV1663","6/19/2021 12:00:00 AM","","","6/23/2021 12:00:00 AM","Dr510752","COLBIT TECHNICAL SERVICES LTD","DLV 3608","SO2098","","","no vat              ","KES       ","Sr1       ","1","0","1","Mary                ","58","1562514","False","","Jv25616","","",""
"10","INV1664","6/19/2021 12:00:00 AM","","","6/23/2021 12:00:00 AM","Dr510752","COLBIT TECHNICAL SERVICES LTD","DLV 3610","SO2101","","","no vat              ","KES       ","Sr1       ","1","0","1","Mary                ","58","1562516","False","","Jv25618","","",""
"10","INV1665","6/23/2021 12:00:00 AM","","","6/23/2021 12:00:00 AM","Dr510766","CECYPO LTD","","SO2120","","","General             ","KES       ","Sr3       ","1","0","1","Mary                ","58","1562520","False","","Jv25622","","",""
"10","INV1666","6/21/2021 12:00:00 AM","","","6/23/2021 12:00:00 AM","Dr510752","COLBIT TECHNICAL SERVICES LTD","DLV 3617","SO2108","","","no vat              ","KES       ","Sr1       ","1","0","1","Mary                ","58","1562521","False","","Jv25623","","",""
"10","INV1667","6/23/2021 12:00:00 AM","","","6/23/2021 12:00:00 AM","Dr510851","ALBERT KARUBIU","","SO2121","","","General             ","KES       ","not       ","1","0","1","Lucybriate          ","58","1562525","False","","Jv25627","","",""
"10","INV1668","6/21/2021 12:00:00 AM","","","6/23/2021 12:00:00 AM","Dr510752","COLBIT TECHNICAL SERVICES LTD","DLV 3621","SO2111","","","no vat              ","KES       ","Sr5       ","1","0","1","Mary                ","58","1562526","False","","Jv25628","","",""
"10","INV1669","6/22/2021 12:00:00 AM","","","6/23/2021 12:00:00 AM","Dr510752","COLBIT TECHNICAL SERVICES LTD","DLV 3622","SO2112","","","no vat              ","KES       ","Sr1       ","1","0","1","Mary                ","58","1562528","False","","Jv25630","","",""
"10","INV167","1/24/2017 12:00:00 AM","1/24/2017 12:00:00 AM","1/27/2017 12:00:00 AM","1/26/2017 12:00:00 AM","Dr452","JIPSY CIVIL &amp; BUILDING CONTRAC","","SO250","","","General             ","KES       ","Sr1       ","1","2","1","Mary Mugure         ","5","70130","False","","","","",""
"10","INV1670","6/22/2021 12:00:00 AM","","","6/24/2021 12:00:00 AM","Dr510752","COLBIT TECHNICAL SERVICES LTD","DLV 3626","SO2116","","","no vat              ","KES       ","Sr1       ","1","0","1","Mary                ","58","1562535","False","","Jv25632","","",""
"10","INV1671","6/12/2021 12:00:00 AM","","","6/28/2021 12:00:00 AM","Dr510713","ONE BY ONE CO. LTD","DLV 3540","SO2087","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","58","1562569","False","","Jv25789","","",""
"10","INV1672","6/11/2021 12:00:00 AM","","","6/28/2021 12:00:00 AM","Dr510713","ONE BY ONE CO. LTD","DLV 3537","SO2085","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","58","1562570","False","","Jv25797","","",""
"10","INV1673","6/11/2021 12:00:00 AM","","","6/28/2021 12:00:00 AM","Dr510784","LOKINZO ENTERPRISE","","SO2083","","","General             ","KES       ","Sr5       ","1","0","1","Lucybriate          ","58","1562571","False","","Jv25805","","",""
"10","INV1674","6/22/2021 12:00:00 AM","","","6/28/2021 12:00:00 AM","Dr510784","LOKINZO ENTERPRISE","DLV 3625","SO2115","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","58","1562572","False","","Jv25812","","",""
"10","INV1675","6/11/2021 12:00:00 AM","","","6/28/2021 12:00:00 AM","Dr510815","MECTRO INDUSTRIAL SERVICES LTD","DLV 3536","SO2126","","","General             ","KES       ","Sr5       ","1","0","1","Lucybriate          ","58","1562573","False","","Jv25813","","",""
"10","INV1676","6/14/2021 12:00:00 AM","","","6/28/2021 12:00:00 AM","Dr510815","MECTRO INDUSTRIAL SERVICES LTD","DLV 3542","SO2089","","","General             ","KES       ","Sr5       ","1","0","1","Lucybriate          ","58","1562574","False","","Jv25815","","",""
"10","INV1677","6/21/2021 12:00:00 AM","","","6/28/2021 12:00:00 AM","Dr510815","MECTRO INDUSTRIAL SERVICES LTD","DLV 3614","SO2105","","","General             ","KES       ","Sr5       ","1","0","1","Lucybriate          ","58","1562575","False","","Jv25816","","",""
"10","INV1678","6/22/2021 12:00:00 AM","","","6/28/2021 12:00:00 AM","Dr510815","MECTRO INDUSTRIAL SERVICES LTD","DLV 3628","SO2118","","","General             ","KES       ","Sr5       ","1","0","1","Lucybriate          ","58","1562576","False","","Jv25821","","",""
"10","INV1679","6/9/2021 12:00:00 AM","","","6/28/2021 12:00:00 AM","Dr510805","ROYAL YARD TRADERS","","SO2075","","","General             ","KES       ","not       ","1","0","1","Lucybriate          ","58","1562577","False","","Jv25825","","",""
"10","INV168","1/27/2017 12:00:00 AM","","1/28/2017 12:00:00 AM","1/27/2017 12:00:00 AM","Dr40653","MAINA MUNGA","","SO252","","","General             ","KES       ","Sr1       ","1","2","1","Mary Njeri          ","5","70132","False","","","","",""
"10","INV1680","6/28/2021 12:00:00 AM","","","6/28/2021 12:00:00 AM","Dr510815","MECTRO INDUSTRIAL SERVICES LTD","","SO2128","","","General             ","KES       ","Sr5       ","1","0","1","Mugure              ","58","1562580","False","","Jv25831","","",""
"10","INV1681","6/21/2021 12:00:00 AM","","","6/28/2021 12:00:00 AM","Dr510805","ROYAL YARD TRADERS","DLV 3616","SO2107","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","58","1562581","False","","Jv25838","","",""
"10","INV1682","6/22/2021 12:00:00 AM","","","6/28/2021 12:00:00 AM","Dr510805","ROYAL YARD TRADERS","DLV 3627","SO2122","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","58","1562582","False","","Jv25844","","",""
"10","INV1683","6/19/2021 12:00:00 AM","","","6/28/2021 12:00:00 AM","Dr510850","LEACOM INTERGRATED SOLUTION KE","DLV 3605","SO2099","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","58","1562583","False","","Jv25847","","",""
"10","INV1684","6/19/2021 12:00:00 AM","","","6/28/2021 12:00:00 AM","Dr510850","LEACOM INTERGRATED SOLUTION KE","DLV 3606","SO2100","","","General             ","KES       ","not       ","1","0","1","Lucybriate          ","58","1562584","False","","Jv25848","","",""
"10","INV1685","6/21/2021 12:00:00 AM","","","6/28/2021 12:00:00 AM","Dr510773","MWAU MULI","DLV 3619","SO2109","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","58","1562585","False","","Jv25851","","",""
"10","INV1686","6/21/2021 12:00:00 AM","","","6/28/2021 12:00:00 AM","Dr510773","MWAU MULI","DLV 3620","SO2110","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","58","1562586","False","","Jv25852","","",""
"10","INV1687","5/24/2021 12:00:00 AM","","","6/28/2021 12:00:00 AM","Dr369","JILK CONTSTRUCTION CO.","DLV 3586","SO2123","","","General             ","KES       ","not       ","1","0","1","Lucybriate          ","57","1562587","False","","Jv25853","","",""
"10","INV1688","6/13/2021 12:00:00 AM","","","6/28/2021 12:00:00 AM","Dr510751","KADI PETROLEUM EAST AFRICA CO.","DLV 3541","SO2088","","","General             ","KES       ","Sr5       ","1","0","1","Lucybriate          ","58","1562588","False","","Jv25856","","",""
"10","INV1689","6/20/2021 12:00:00 AM","","","6/28/2021 12:00:00 AM","Dr510751","KADI PETROLEUM EAST AFRICA CO.","DLV 3612","SO2104","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","58","1562589","False","","Jv25857","","",""
"10","INV169","1/28/2017 12:00:00 AM","1/28/2017 12:00:00 AM","1/29/2017 12:00:00 AM","1/28/2017 12:00:00 AM","Dr469","EQUISTAR LIMITED","LD no.4019","SO253","","","General             ","KES       ","Sr1       ","1","2","1","Mary Mugure         ","5","70134","False","","","","",""
"10","INV1690","6/16/2021 12:00:00 AM","","","6/28/2021 12:00:00 AM","Dr510751","KADI PETROLEUM EAST AFRICA CO.","DLV 3547","SO2091","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","58","1562590","False","","Jv25858","","",""
"10","INV1691","6/17/2021 12:00:00 AM","","","6/28/2021 12:00:00 AM","Dr510741","COASTAL KENYA ENTERPRISES LTD","LPO 2443","SO2096","","","General             ","KES       ","Sr2       ","1","0","1","Mary                ","58","1562591","False","","Jv25877","","",""
"10","INV1692","6/28/2021 12:00:00 AM","","","6/28/2021 12:00:00 AM","Dr425","PETWA CONTRUCTIONS CO.LTD","DLV 3593","SO2124","","","General             ","KES       ","not       ","1","0","1","Lucybriate          ","58","1562592","False","","Jv25887","","",""
"10","INV1693","6/21/2021 12:00:00 AM","","","6/28/2021 12:00:00 AM","Dr510827","DAMILLA VENTURES LTD","DLV 3615","SO2106","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","58","1562593","False","","Jv25890","","",""
"10","INV1694","6/23/2021 12:00:00 AM","","","6/29/2021 12:00:00 AM","Dr628","CHINA HENAN INTERNATIONAL COOP","DLV 3609","SO2102","","","General             ","KES       ","not       ","1","0","1","Lucybriate          ","58","1562595","False","","Jv25916","","",""
"10","INV1695","6/19/2021 12:00:00 AM","","","6/29/2021 12:00:00 AM","Dr510713","ONE BY ONE CO. LTD","DLV 3611","SO2103","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","58","1562596","False","","Jv25917","","",""
"10","INV1696","6/29/2021 12:00:00 AM","","","6/29/2021 12:00:00 AM","Dr552","PINNIE AGENCY LIMITED","","SO2129","","","General             ","KES       ","Sr5       ","1","0","1","Mugure              ","58","1562599","False","","Jv25920","","",""
"10","INV1697","6/30/2021 12:00:00 AM","","","6/30/2021 12:00:00 AM","Dr369","JILK CONTSTRUCTION CO.","","SO2130","","","General             ","KES       ","Sr1       ","1","0","1","Mugure              ","58","1562602","False","","Jv25922","","",""
"10","INV1698","6/25/2021 12:00:00 AM","","","7/1/2021 12:00:00 AM","Dr510716","CHINA HENAN KAMAGAMBO,KISII","CHICOK922021061701","SO2127","","","General             ","KES       ","Sr1       ","1","0","1","Mugure              ","58","1562605","False","","Jv25954","","",""
"10","INV1699","7/6/2021 12:00:00 AM","","","7/6/2021 12:00:00 AM","Dr290678","IFATA ENGINEERING","","SO2134","","","General             ","KES       ","Sr2       ","1","0","1","Mugure              ","59","1562610","False","","Jv25975","","",""
"10","INV170","1/28/2017 12:00:00 AM","","1/29/2017 12:00:00 AM","1/28/2017 12:00:00 AM","Dr639","ROSAKI DESIGNS LIMITED","","SO254","","","General             ","KES       ","Sr1       ","1","2","1","Mary Njeri          ","5","70136","False","","","","",""
"10","INV1700","7/2/2021 12:00:00 AM","","","7/7/2021 12:00:00 AM","Dr471","JAMES FINLAY KENYA LIMITED -L1","LPO0250252113841","SO2133","","","General             ","KES       ","Sr1       ","1","0","1","Mary                ","59","1562612","False","","Jv25979","","",""
"10","INV1701","7/1/2021 12:00:00 AM","","","7/7/2021 12:00:00 AM","Dr369","JILK CONTSTRUCTION CO.","DLV.3640","SO2131","","","General             ","KES       ","Sr1       ","1","0","1","Mugure              ","59","1562614","False","","Jv25982","","",""
"10","INV1702","6/21/2021 12:00:00 AM","","","7/7/2021 12:00:00 AM","Dr510815","MECTRO INDUSTRIAL SERVICES LTD","Dlv.3536/3542/3614","SO2094","","","General             ","KES       ","Sr5       ","1","0","1","Mugure              ","58","1562616","False","","Jv25984","","",""
"10","INV1703","7/7/2021 12:00:00 AM","","","7/7/2021 12:00:00 AM","Dr510850","LEACOM INTERGRATED SOLUTION KE","","SO2135","","","General             ","KES       ","Sr2       ","1","0","1","Mugure              ","59","1562619","False","","Jv25987","","",""
"10","INV1704","6/21/2021 12:00:00 AM","","","7/7/2021 12:00:00 AM","Dr369","JILK CONTSTRUCTION CO.","DLV 3613","SO2114","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","58","1562620","False","","Jv25998","","",""
"10","INV1705","7/5/2021 12:00:00 AM","","","7/7/2021 12:00:00 AM","Dr384","POLICAL INTERNATIONAL","DLV.3652","SO2136","","","General             ","KES       ","Sr1       ","1","0","1","Mugure              ","59","1562625","False","","Jv26002","","",""
"10","INV1706","7/2/2021 12:00:00 AM","","","7/7/2021 12:00:00 AM","Dr471","JAMES FINLAY KENYA LIMITED -L1","LPO0250252110814","SO2132","","","General             ","KES       ","not       ","1","0","1","Mary                ","59","1562627","False","","Jv26004","","",""
"10","INV1707","6/22/2021 12:00:00 AM","","","7/7/2021 12:00:00 AM","Dr369","JILK CONTSTRUCTION CO.","DLV 3623","SO2113","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","58","1562628","False","","Jv26005","","",""
"10","INV1708","7/6/2021 12:00:00 AM","","","7/7/2021 12:00:00 AM","Dr510842","SKYLIM SOLUTION LIMITED","DLV.3654","SO2137","","","General             ","KES       ","Sr5       ","1","0","1","Mugure              ","59","1562631","False","","Jv26009","","",""
"10","INV1709","6/15/2021 12:00:00 AM","","","7/7/2021 12:00:00 AM","Dr510805","ROYAL YARD TRADERS","DLV 3545","SO2090","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","58","1562632","False","","Jv26010","","",""
"10","INV171","1/30/2017 12:00:00 AM","1/23/2017 12:00:00 AM","1/31/2017 12:00:00 AM","1/30/2017 12:00:00 AM","Dr30654","TARINA COMPANY","","SO259","","","General             ","KES       ","Sr1       ","1","2","1","Mary Njeri          ","5","70148","False","","","","",""
"10","INV1710","7/7/2021 12:00:00 AM","","","7/7/2021 12:00:00 AM","Dr594","TINFRA ENGINEERING LIMITED","100002016","SO2138","","","General             ","KES       ","Sr1       ","1","0","1","Mugure              ","59","1562635","False","","Jv26019","","",""
"10","INV1711","6/18/2021 12:00:00 AM","","","7/7/2021 12:00:00 AM","Dr380","SAMAR CONTRUCTIONS","","SO2084","","","General             ","KES       ","not       ","1","0","1","Lucybriate          ","58","1562637","False","","Jv26022","","",""
"10","INV1712","7/8/2021 12:00:00 AM","","","7/8/2021 12:00:00 AM","Dr510850","LEACOM INTERGRATED SOLUTION KE","","SO2140","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","59","1562641","False","","Jv26026","","",""
"10","INV1713","7/3/2021 12:00:00 AM","","","7/8/2021 12:00:00 AM","Dr594","TINFRA ENGINEERING LIMITED","DLV.3651","SO2139","","","General             ","KES       ","Sr1       ","1","0","1","Mugure              ","59","1562643","False","","Jv26029","","",""
"10","INV1714","6/21/2021 12:00:00 AM","","","7/8/2021 12:00:00 AM","Dr510805","ROYAL YARD TRADERS","DLV 3616","SO2141","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","58","1562646","False","","Jv26031","","",""
"10","INV1715","7/9/2021 12:00:00 AM","","","7/9/2021 12:00:00 AM","Dr510853","LEE CONSTRUCTION","","SO2143","","","General             ","KES       ","Sr5       ","1","0","1","Mugure              ","59","1562650","False","","Jv26039","","",""
"10","INV1716","7/9/2021 12:00:00 AM","","","7/9/2021 12:00:00 AM","Dr510783","CRYSTAL ADHESIVES LTD","DLV.3660","SO2144","","","General             ","KES       ","Sr5       ","1","0","1","Mugure              ","59","1562653","False","","Jv26041","","",""
"10","INV1717","6/5/2021 12:00:00 AM","","","7/9/2021 12:00:00 AM","Dr510821","CHINA HENAN INTERNATIONAL CO.","DLV 3598","SO2145","","","General             ","KES       ","Sr1       ","1","0","1","Lucybriate          ","58","1562656","False","","Jv26043","","",""
