"tankname","units","uom","date","batchno","variance","doctype","itemcode","index","BQitemcode"
"Tank 10/1                     ","-10600","          ","3/17/2017 12:00:00 AM","B/No107   ","","28","S.8       ","243",""
"K10/1                         ","-250","          ","3/17/2017 12:00:00 AM","B/No107   ","","28","S.13                ","244",""
"Tank E 30/2                   ","-5000","loosqty   ","3/20/2017 12:00:00 AM","REQ152    ","0","40","S.7       ","245",""
"Tank 10/1                     ","46","fulqty    ","3/18/2017 12:00:00 AM","WRK124    ","0","26","S.8       ","246",""
"Tank 10/1                     ","48","fulqty    ","3/20/2017 12:00:00 AM","WRK125    ","0","26","S.8       ","247",""
"Tank CB                       ","21800","          ","3/20/2017 12:00:00 AM","B/No108   ","","28","S.9       ","248",""
"Tank 10/1                     ","-12500","          ","3/20/2017 12:00:00 AM","B/No108   ","","28","S.8       ","249",""
"K10/2                         ","-9200","          ","3/20/2017 12:00:00 AM","B/No108   ","","28","S.13                ","250",""
"Tank CB                       ","-21800","loosqty   ","3/21/2017 12:00:00 AM","REQ153    ","0","40","S.9       ","251",""
"Tank 30/1                     ","46","fulqty    ","3/16/2017 12:00:00 AM","WRK126    ","0","26","S.8       ","252",""
"Tank 30/1                     ","46","fulqty    ","3/17/2017 12:00:00 AM","WRK127    ","0","26","S.8       ","253",""
"K10/1                         ","19700","loosqty   ","3/22/2017 12:00:00 AM","WRK128    ","0","26","S.13","254",""
"Tank E 30/1                   ","13300","          ","3/21/2017 12:00:00 AM","B/No109   ","","28","S.6       ","255",""
"Tank 30/1                     ","-9000","          ","3/21/2017 12:00:00 AM","B/No109   ","","28","S.8       ","256",""
"K10/1                         ","-500","          ","3/21/2017 12:00:00 AM","B/No109   ","","28","S.13                ","257",""
"Tank E 30/2                   ","5000","          ","3/21/2017 12:00:00 AM","B/No110   ","","28","S.7       ","258",""
"Tank 30/1                     ","-5900","          ","3/21/2017 12:00:00 AM","B/No110   ","","28","S.8       ","259",""
"K10/1                         ","-200","          ","3/21/2017 12:00:00 AM","B/No110   ","","28","S.13                ","260",""
"Tank E 30/1                   ","-13300","loosqty   ","3/22/2017 12:00:00 AM","REQ156    ","0","40","S.6       ","261",""
"Tank E 30/2                   ","-5000","loosqty   ","3/22/2017 12:00:00 AM","REQ157    ","0","40","S.7       ","262",""
"Tank E 30/1                   ","46","fulqty    ","3/22/2017 12:00:00 AM","WRK129    ","0","26","S.6       ","263",""
"Tank E 30/1                   ","46","fulqty    ","3/23/2017 12:00:00 AM","WRK130    ","0","26","S.6       ","264",""
"Tank E 30/1                   ","200","          ","3/28/2017 12:00:00 AM","B/No111   ","","28","S.6       ","265",""
"Tank E 30/1                   ","-100","          ","3/28/2017 12:00:00 AM","B/No111   ","","28","S.6       ","266",""
"K10/1                         ","-50","          ","3/28/2017 12:00:00 AM","B/No111   ","","28","S.13                ","267",""
"Tank E 30/1                   ","-1","fulqty    ","3/28/2017 12:00:00 AM","REQ158    ","0","40","S.6       ","268",""
"Tank E 30/1                   ","11600","          ","3/24/2017 12:00:00 AM","B/No112   ","","28","S.6       ","269",""
"Tank E 30/1                   ","-7600","          ","3/24/2017 12:00:00 AM","B/No112   ","","28","S.6       ","270",""
"K10/1                         ","-400","          ","3/24/2017 12:00:00 AM","B/No112   ","","28","S.13                ","271",""
"Tank E 30/1                   ","-11600","loosqty   ","3/29/2017 12:00:00 AM","REQ159    ","0","40","S.6       ","272",""
"Tank E 30/1                   ","46","fulqty    ","3/27/2017 12:00:00 AM","WRK132    ","0","26","S.6       ","273",""
"Tank E 30/1                   ","46","fulqty    ","3/28/2017 12:00:00 AM","WRK133    ","0","26","S.6       ","274",""
"Tank CB                       ","21100","          ","3/29/2017 12:00:00 AM","B/No113   ","","28","S.9       ","275",""
"Tank E 30/1                   ","-12500","          ","3/29/2017 12:00:00 AM","B/No113   ","","28","S.6       ","276",""
"K10/1                         ","-8600","          ","3/29/2017 12:00:00 AM","B/No113   ","","28","S.13                ","277",""
"Tank CB                       ","-21100","loosqty   ","3/29/2017 12:00:00 AM","REQ160    ","0","40","S.9       ","278",""
"Tank E 30/1                   ","46","fulqty    ","3/28/2017 12:00:00 AM","WRK135    ","0","26","S.6       ","279",""
"Tank E 30/1                   ","-26907","loosqty   ","3/29/2017 12:00:00 AM","REQ161    ","0","40","S.6       ","280",""
"Tank E 30/1                   ","10000","loosqty   ","4/3/2017 12:00:00 AM","WRK136    ","0","26","S.6       ","281",""
"Tank E 30/1                   ","12800","          ","3/30/2017 12:00:00 AM","B/No114   ","","28","S.6       ","282",""
"Tank E 30/1                   ","-8000","          ","3/30/2017 12:00:00 AM","B/No114   ","","28","S.6       ","283",""
"K10/1                         ","-600","          ","3/30/2017 12:00:00 AM","B/No114   ","","28","S.13                ","284",""
"Tank E 30/1                   ","-12700","loosqty   ","3/30/2017 12:00:00 AM","REQ162    ","0","40","S.6       ","285",""
"Tank CB                       ","15500","          ","4/1/2017 12:00:00 AM","B/No115   ","","28","S.9       ","286",""
"Tank 10/1                     ","-7400","          ","4/1/2017 12:00:00 AM","B/No115   ","","28","S.8       ","287",""
"K10/1                         ","-6150","          ","4/1/2017 12:00:00 AM","B/No115   ","","28","S.13                ","288",""
"Tank CB                       ","-15500","loosqty   ","4/1/2017 12:00:00 AM","REQ163    ","0","40","S.9       ","289",""
"Tank 10/1                     ","46","fulqty    ","4/11/2017 12:00:00 AM","WRK137    ","0","26","S.8       ","290",""
"Tank CB                       ","12000","          ","4/12/2017 12:00:00 AM","B/No116   ","","28","S.9       ","291",""
"Tank 10/1                     ","-8355","          ","4/12/2017 12:00:00 AM","B/No116   ","","28","S.8       ","292",""
"K10/2                         ","-4400","          ","4/12/2017 12:00:00 AM","B/No116   ","","28","S.13                ","293",""
"Tank CB                       ","-7400","loosqty   ","4/12/2017 12:00:00 AM","REQ164    ","0","40","S.9       ","294",""
"K10/1                         ","16500","loosqty   ","4/17/2017 12:00:00 AM","WRK138    ","0","26","S.13","295",""
"K10/2                         ","4300","loosqty   ","4/17/2017 12:00:00 AM","WRK139    ","0","26","S.13","296",""
"Allumin paint                 ","890","          ","4/15/2017 12:00:00 AM","B/No117   ","","28","S.95","297",""
"Allumin paint                 ","-45","fulqty    ","4/14/2017 12:00:00 AM","REQ168    ","0","40","S.95                ","298",""
"Tank 10/1                     ","47","fulqty    ","5/10/2017 12:00:00 AM","WRK143    ","0","26","S.8       ","299",""
"Tank CB                       ","8400","          ","5/11/2017 12:00:00 AM","B/No121   ","","28","S.9       ","300",""
"Tank 10/1                     ","-5400","          ","5/11/2017 12:00:00 AM","B/No121   ","","28","S.8       ","301",""
"K10/1                         ","-3000","          ","5/11/2017 12:00:00 AM","B/No121   ","","28","S.13                ","302",""
"Tank 10/1                     ","43","fulqty    ","5/11/2017 12:00:00 AM","WRK144    ","0","26","S.8       ","303",""
"Tank CB                       ","13000","          ","5/12/2017 12:00:00 AM","B/No122   ","","28","S.9       ","304",""
"Tank 10/1                     ","-7800","          ","5/12/2017 12:00:00 AM","B/No122   ","","28","S.8       ","305",""
"K10/1                         ","-4800","          ","5/12/2017 12:00:00 AM","B/No122   ","","28","S.13                ","306",""
"Tank E 30/1                   ","-2000","loosqty   ","5/15/2017 12:00:00 AM","22        ","0","40","S.6       ","307",""
"Tank 30/1                     ","-863","loosqty   ","5/15/2017 12:00:00 AM","REQ173    ","0","40","S.8       ","308",""
"Tank 10/1                     ","2863","loosqty   ","5/11/2017 12:00:00 AM","WRK145    ","0","26","S.8       ","309",""
"Tank E 30/2                   ","11600","          ","5/14/2017 12:00:00 AM","B/No123   ","","28","S.7       ","310",""
"Tank 10/1                     ","10337","          ","5/14/2017 12:00:00 AM","B/No123   ","","28","S.8       ","311",""
"K10/1                         ","0","          ","5/14/2017 12:00:00 AM","B/No123   ","","28","S.13                ","312",""
"Tank CB                       ","-13000","loosqty   ","5/12/2017 12:00:00 AM","REQ174    ","0","40","S.9       ","313",""
"Tank CB                       ","-8400","loosqty   ","5/11/2017 12:00:00 AM","REQ175    ","0","40","S.9       ","314",""
"Tank E 30/2                   ","-11600","loosqty   ","5/15/2017 12:00:00 AM","REQ176    ","0","40","S.7       ","315",""
"Tank 30/1                     ","50","fulqty    ","5/20/2017 12:00:00 AM","WRK146    ","0","26","S.8       ","316",""
"Tank E 30/1                   ","11000","          ","5/22/2017 12:00:00 AM","B/No124   ","","28","S.6       ","317",""
"Tank 30/1                     ","-6400","          ","5/22/2017 12:00:00 AM","B/No124   ","","28","S.8       ","318",""
"K10/1                         ","-600","          ","5/22/2017 12:00:00 AM","B/No124   ","","28","S.13                ","319",""
"Tank E 30/1                   ","-11000","loosqty   ","5/22/2017 12:00:00 AM","REQ177    ","0","40","S.6       ","320",""
"Tank 30/1                     ","10","fulqty    ","5/22/2017 12:00:00 AM","WRK147    ","0","26","S.8       ","321",""
"Tank E 30/1                   ","5000","          ","5/24/2017 12:00:00 AM","B/No125   ","","28","S.6       ","322",""
"Tank 30/1                     ","-3000","          ","5/24/2017 12:00:00 AM","B/No125   ","","28","S.8       ","323",""
"K10/1                         ","0","          ","5/24/2017 12:00:00 AM","B/No125   ","","28","S.13                ","324",""
"Tank 30/1                     ","5387","loosqty   ","5/2/2017 12:00:00 AM","WRK142    ","0","26","S.8       ","325",""
"Tank CB                       ","8800","          ","4/29/2017 12:00:00 AM","B/No118   ","","28","S.9       ","326",""
"Tank 30/1                     ","-5500","          ","4/29/2017 12:00:00 AM","B/No118   ","","28","S.8       ","327",""
"K10/1                         ","-3500","          ","4/29/2017 12:00:00 AM","B/No118   ","","28","S.13                ","328",""
"Tank CB                       ","-8800","loosqty   ","4/29/2017 12:00:00 AM","REQ169    ","0","40","S.9       ","329",""
"K3 tank                       ","8000","          ","4/29/2017 12:00:00 AM","B/No119   ","","28","S.156","330",""
"Tank 30/1                     ","-5000","          ","4/29/2017 12:00:00 AM","B/No119   ","","28","S.8       ","331",""
"Tank E 30/1                   ","7000","          ","3/28/2017 12:00:00 AM","B/No120   ","","28","S.6       ","332",""
"Tank E 30/1                   ","-3300","          ","3/28/2017 12:00:00 AM","B/No120   ","","28","S.6       ","333",""
"K10/1                         ","-850","          ","3/28/2017 12:00:00 AM","B/No120   ","","28","S.13                ","334",""
"Tank E 30/1                   ","-35","fulqty    ","3/28/2017 12:00:00 AM","REQ172    ","0","40","S.6       ","335",""
"Tank E 30/1                   ","-5000","loosqty   ","5/24/2017 12:00:00 AM","REQ178    ","0","40","S.6       ","336",""
"Tank 30/1                     ","9150","loosqty   ","5/30/2017 12:00:00 AM","WRK149    ","0","26","S.8       ","337",""
"Tank E 30/1                   ","9000","loosqty   ","5/30/2017 12:00:00 AM","B/No126   ","","28","S.6       ","338",""
"Tank 30/1                     ","-7000","loosqty   ","5/30/2017 12:00:00 AM","B/No126   ","","28","S.8       ","339",""
"K10/1                         ","-400","loosqty   ","5/30/2017 12:00:00 AM","B/No126   ","","28","S.13                ","340",""
"Tank E 30/1                   ","-45","fulqty    ","5/30/2017 12:00:00 AM","REQ181    ","0","40","S.6       ","341",""
"Tank 30/1                     ","7503","loosqty   ","5/30/2017 12:00:00 AM","WRK150    ","0","26","S.8       ","342",""
"Tank CB                       ","11000","loosqty   ","5/30/2017 12:00:00 AM","B/No127   ","","28","S.9       ","343",""
"Tank 30/1                     ","-6800","loosqty   ","5/30/2017 12:00:00 AM","B/No127   ","","28","S.8       ","344",""
"K10/1                         ","-4500","loosqty   ","5/30/2017 12:00:00 AM","B/No127   ","","28","S.13                ","345",""
"Tank CB                       ","-55","fulqty    ","5/30/2017 12:00:00 AM","REQ182    ","0","40","S.9       ","346",""
"Tank 30/1                     ","21420","loosqty   ","5/30/2017 12:00:00 AM","WRK151    ","0","26","S.8       ","347",""
"Tank E 30/1                   ","9000","loosqty   ","6/7/2017 12:00:00 AM","B/No130   ","","28","S.6       ","348",""
"Tank 30/1                     ","-5800","loosqty   ","6/7/2017 12:00:00 AM","B/No130   ","","28","S.8       ","349",""
"K10/1                         ","0","loosqty   ","6/7/2017 12:00:00 AM","B/No130   ","","28","S.13                ","350",""
"K10/1                         ","11000","loosqty   ","6/2/2017 12:00:00 AM","WRK153    ","0","26","S.13","351",""
"Tank CB                       ","-23","fulqty    ","6/7/2017 12:00:00 AM","REQ184    ","0","40","S.9       ","352",""
"Tank CB                       ","28400","loosqty   ","6/3/2017 12:00:00 AM","B/No131   ","","28","S.9       ","353",""
"Tank 30/1                     ","-17000","loosqty   ","6/3/2017 12:00:00 AM","B/No131   ","","28","S.8       ","354",""
"K10/1                         ","-11000","loosqty   ","6/3/2017 12:00:00 AM","B/No131   ","","28","S.13                ","355",""
"Tank E 30/1                   ","11000","loosqty   ","6/7/2017 12:00:00 AM","B/No132   ","","28","S.6       ","356",""
"Tank 30/1                     ","-7400","loosqty   ","6/7/2017 12:00:00 AM","B/No132   ","","28","S.8       ","357",""
"K10/1                         ","0","loosqty   ","6/7/2017 12:00:00 AM","B/No132   ","","28","S.13                ","358",""
"Tank CB                       ","-142","fulqty    ","6/7/2017 12:00:00 AM","REQ186    ","0","40","S.9       ","361",""
"Tank E 30/1                   ","7300","loosqty   ","6/13/2017 12:00:00 AM","WRK156    ","0","26","S.6       ","362",""
"Tank E 30/1                   ","7241","loosqty   ","6/16/2017 12:00:00 AM","WRK157    ","0","26","S.6       ","363",""
"Tank E 30/1                   ","16600","          ","6/14/2017 12:00:00 AM","B/No133   ","","28","S.6       ","364",""
"Tank E 30/1                   ","-12000","          ","6/14/2017 12:00:00 AM","B/No133   ","","28","S.6       ","365",""
"K10/1                         ","0","          ","6/14/2017 12:00:00 AM","B/No133   ","","28","S.13                ","366",""
"Tank E 30/1                   ","-83","fulqty    ","6/14/2017 12:00:00 AM","REQ187    ","0","40","S.6       ","367",""
"Tank 10/1                     ","48","fulqty    ","6/27/2017 12:00:00 AM","WRK158    ","0","26","S.8       ","368",""
"Tank 30/1                     ","47","fulqty    ","6/7/2017 12:00:00 AM","WRK154    ","0","26","S.8       ","359",""
"Tank E 30/1                   ","-20000","loosqty   ","6/7/2017 12:00:00 AM","REQ185    ","0","40","S.6       ","360",""
"Tank 10/1                     ","96","fulqty    ","6/29/2017 12:00:00 AM","WRK159    ","0","26","S.8       ","369",""
"Tank E 30/1                   ","11500","          ","6/28/2017 12:00:00 AM","B/No134   ","","28","S.6       ","370",""
