"tankname","units","uom","date","batchno","variance","doctype","itemcode","index","BQitemcode"
"Tank E 30/2                   ","2000","loosqty   ","3/30/2021 12:00:00 AM","CN69      ","","11","S.7       ","571853",""
"Tank E 30/2                   ","10000","loosqty   ","5/25/2021 12:00:00 AM","CN70      ","","11","S.7       ","571854",""
"Tank E 30/2                   ","-11000","loosqty   ","7/21/2021 12:00:00 AM","PL1787    ","","19","S.7       ","571855",""
"Tank E 30/2                   ","2000","loosqty   ","5/28/2021 12:00:00 AM","CN71      ","","11","S.7       ","571856",""
"Tank E 30/2                   ","-11000","loosqty   ","7/21/2021 12:00:00 AM","PL1788    ","","19","S.7       ","571857",""
"Tank E 30/2                   ","2000","loosqty   ","5/28/2021 12:00:00 AM","CN72      ","","11","S.7       ","571858",""
"Tank E 30/2                   ","11064.4","          ","7/21/2021 12:00:00 AM","B/No849   ","","28","S.7       ","571859",""
"Tank E 30/1                   ","540","          ","7/22/2021 12:00:00 AM","B/No851   ","","28","S.6       ","571860",""
"Tank E 30/2                   ","-540","loosqty   ","7/22/2021 12:00:00 AM","B/No851   ","","28","S.7       ","571861",""
"Tank E 30/2                   ","-2000","loosqty   ","7/22/2021 12:00:00 AM","PL1789    ","","19","S.7       ","571862",""
"Allumin paint                 ","-100","loosqty   ","7/22/2021 12:00:00 AM","PL1791    ","","19","S.95","571863",""
"Allumin paint                 ","-260","loosqty   ","7/22/2021 12:00:00 AM","PL1792    ","","19","S.95","571864",""
"Tank E 30/2                   ","-2000","loosqty   ","7/22/2021 12:00:00 AM","PL1793    ","","19","S.7       ","571865",""
"Tank E 30/2                   ","-2000","loosqty   ","7/22/2021 12:00:00 AM","PL1794    ","","19","S.7       ","571866",""
"Tank E 30/2                   ","-10000","loosqty   ","7/22/2021 12:00:00 AM","PL1795    ","","19","S.7       ","571867",""
"Tank E 30/2                   ","-2000","loosqty   ","7/22/2021 12:00:00 AM","PL1796    ","","19","S.7       ","571868",""
"Tank E 30/2                   ","-2000","loosqty   ","7/22/2021 12:00:00 AM","PL1797    ","","19","S.7       ","571869",""
"Tank E 30/1                   ","-200","loosqty   ","7/26/2021 12:00:00 AM","PL1798    ","","19","S.6       ","571870",""
"Tank E 30/1                   ","10460","          ","7/24/2021 12:00:00 AM","B/No854   ","","28","S.6       ","571871",""
"Tank E 30/1                   ","-4000","loosqty   ","7/26/2021 12:00:00 AM","PL1801    ","","19","S.6       ","571872",""
"Tank E 30/1                   ","-1000","loosqty   ","7/26/2021 12:00:00 AM","PL1802    ","","19","S.6       ","571873",""
"Tank CB                       ","-1000","loosqty   ","7/26/2021 12:00:00 AM","PL1802    ","","19","S.9       ","571874",""
"Tank E 30/2                   ","-2000","loosqty   ","7/29/2021 12:00:00 AM","PL1805    ","","19","S.7       ","571875",""
"Tank E 30/2                   ","12138","          ","7/24/2021 12:00:00 AM","B/No856   ","","28","S.7       ","571876",""
"Tank E 30/2                   ","11231.5","          ","7/25/2021 12:00:00 AM","B/No857   ","","28","S.7       ","571877",""
"Tank E 30/2                   ","-6000","loosqty   ","7/30/2021 12:00:00 AM","PL1807    ","","19","S.7       ","571878",""
"Tank E 30/2                   ","-2000","loosqty   ","7/30/2021 12:00:00 AM","PL1808    ","","19","S.7       ","571879",""
"Tank E 30/2                   ","-2800","loosqty   ","7/30/2021 12:00:00 AM","PL1810    ","","19","S.7       ","571880",""
"Tank E 30/2                   ","-11000","loosqty   ","7/30/2021 12:00:00 AM","PL1811    ","","19","S.7       ","571881",""
"Tank E 30/1                   ","1400","          ","7/30/2021 12:00:00 AM","B/No859   ","","28","S.6       ","571882",""
"Tank E 30/2                   ","-1260","loosqty   ","7/30/2021 12:00:00 AM","B/No859   ","","28","S.7       ","571883",""
"Tank E 30/1                   ","-10000","loosqty   ","7/30/2021 12:00:00 AM","PL1812    ","","19","S.6       ","571884",""
"Tank E 30/1                   ","8663.8","          ","7/31/2021 12:00:00 AM","B/No865   ","","28","S.6       ","571885",""
"Tank E 30/2                   ","6634.9","          ","7/31/2021 12:00:00 AM","B/No866   ","","28","S.7       ","571886",""
"Tank E 30/1                   ","-200","loosqty   ","8/4/2021 12:00:00 AM","PL1818    ","","19","S.6       ","571887",""
"Tank E 30/2                   ","-5600","loosqty   ","8/4/2021 12:00:00 AM","PL1819    ","","19","S.7       ","571888",""
"Tank E 30/1                   ","600","          ","8/5/2021 12:00:00 AM","B/No867   ","","28","S.6       ","571889",""
"Tank E 30/2                   ","-540","loosqty   ","8/5/2021 12:00:00 AM","B/No867   ","","28","S.7       ","571890",""
"Tank E 30/1                   ","-9000","loosqty   ","8/5/2021 12:00:00 AM","PL1821    ","","19","S.6       ","571891",""
"Allumin paint                 ","-200","loosqty   ","8/5/2021 12:00:00 AM","PL1825    ","","19","S.95","571892",""
"Tank E 30/2                   ","-2000","loosqty   ","8/5/2021 12:00:00 AM","PL1826    ","","19","S.7       ","571893",""
"Allumin paint                 ","59","          ","8/5/2021 12:00:00 AM","B/No871   ","","28","S.95","571894",""
"Tank E 30/2                   ","4533","          ","8/5/2021 12:00:00 AM","B/No872   ","","28","S.7       ","571895",""
"Tank E 30/1                   ","8711","          ","8/7/2021 12:00:00 AM","B/No873   ","","28","S.6       ","571896",""
"Tank E 30/2                   ","6447","          ","8/7/2021 12:00:00 AM","B/No874   ","","28","S.7       ","571897",""
"Tank E 30/1                   ","-400","loosqty   ","8/11/2021 12:00:00 AM","PL1830    ","","19","S.6       ","571898",""
"Tank E 30/2                   ","-3200","loosqty   ","8/11/2021 12:00:00 AM","PL1831    ","","19","S.7       ","571899",""
"Tank E 30/1                   ","-6000","loosqty   ","8/11/2021 12:00:00 AM","PL1832    ","","19","S.6       ","571900",""
"Tank E 30/2                   ","-5000","loosqty   ","8/12/2021 12:00:00 AM","PL1833    ","","19","S.7       ","571901",""
"Tank E 30/2                   ","13872.2","          ","8/11/2021 12:00:00 AM","B/No876   ","","28","S.7       ","571902",""
"Tank E 30/2                   ","12342.2","          ","8/12/2021 12:00:00 AM","B/No877   ","","28","S.7       ","571903",""
"Tank E 30/1                   ","7800","          ","8/12/2021 12:00:00 AM","B/No878   ","","28","S.6       ","571904",""
"Tank E 30/2                   ","-7020","loosqty   ","8/12/2021 12:00:00 AM","B/No878   ","","28","S.7       ","571905",""
"Tank E 30/2                   ","-4400","loosqty   ","8/13/2021 12:00:00 AM","PL1837    ","","19","S.7       ","571906",""
"Tank E 30/1                   ","-10000","loosqty   ","8/13/2021 12:00:00 AM","PL1838    ","","19","S.6       ","571907",""
"Tank E 30/2                   ","-11000","loosqty   ","8/13/2021 12:00:00 AM","PL1839    ","","19","S.7       ","571908",""
"Tank CB                       ","-400","loosqty   ","8/17/2021 12:00:00 AM","PL1845    ","","19","S.9       ","571909",""
"Tank E 30/1                   ","10860","          ","8/13/2021 12:00:00 AM","B/No883   ","","28","S.6       ","571910",""
"Tank E 30/2                   ","-2000","loosqty   ","8/19/2021 12:00:00 AM","PL1846    ","","19","S.7       ","571911",""
"Tank E 30/1                   ","-10000","loosqty   ","8/19/2021 12:00:00 AM","PL1848    ","","19","S.6       ","571912",""
"Tank E 30/1                   ","-400","loosqty   ","8/23/2021 12:00:00 AM","PL1851    ","","19","S.6       ","571913",""
"Tank E 30/1                   ","10460","          ","8/23/2021 12:00:00 AM","B/No885   ","","28","S.6       ","571914",""
"Tank E 30/1                   ","-4000","loosqty   ","8/23/2021 12:00:00 AM","PL1852    ","","19","S.6       ","571915",""
"Tank E 30/2                   ","12462","          ","8/21/2021 12:00:00 AM","B/No886   ","","28","S.7       ","571916",""
"Tank E 30/2                   ","-8000","loosqty   ","8/23/2021 12:00:00 AM","PL1853    ","","19","S.7       ","571917",""
"Tank E 30/1                   ","8164","          ","8/23/2021 12:00:00 AM","B/No887   ","","28","S.6       ","571918",""
"Tank CB                       ","-1600","loosqty   ","8/25/2021 12:00:00 AM","PL1856    ","","19","S.9       ","571919",""
"Tank E 30/1                   ","-10000","loosqty   ","8/25/2021 12:00:00 AM","PL1857    ","","19","S.6       ","571920",""
"Tank E 30/2                   ","6000","          ","8/23/2021 12:00:00 AM","B/No888   ","","28","S.7       ","571921",""
"Tank E 30/1                   ","-1000","loosqty   ","8/25/2021 12:00:00 AM","PL1858    ","","19","S.6       ","571922",""
"Tank K-65                     ","6585","          ","8/24/2021 12:00:00 AM","B/No889   ","","28","S.150     ","571923",""
"Tank E 30/2                   ","12862","          ","8/22/2021 12:00:00 AM","B/No891   ","","28","S.7       ","571924",""
"Tank K-65                     ","-6600","loosqty   ","8/25/2021 12:00:00 AM","PL1859    ","","19","S.150     ","571925",""
"Tank E 30/2                   ","-11000","loosqty   ","8/25/2021 12:00:00 AM","PL1860    ","","19","S.7       ","571926",""
"Tank E 30/1                   ","15600","          ","8/25/2021 12:00:00 AM","B/No892   ","","28","S.6       ","571927",""
"Tank E 30/2                   ","-14040","loosqty   ","8/25/2021 12:00:00 AM","B/No892   ","","28","S.7       ","571928",""
"Tank E 30/1                   ","-10000","loosqty   ","8/25/2021 12:00:00 AM","PL1861    ","","19","S.6       ","571929",""
"Tank E 30/1                   ","-10000","loosqty   ","8/25/2021 12:00:00 AM","PL1862    ","","19","S.6       ","571930",""
"Tank E 30/1                   ","11063","          ","8/27/2021 12:00:00 AM","B/No894   ","","28","S.6       ","571931",""
"Tank E 30/1                   ","-10000","loosqty   ","8/28/2021 12:00:00 AM","PL1868    ","","19","S.6       ","571932",""
"Tank E 30/1                   ","-1000","loosqty   ","8/30/2021 12:00:00 AM","PL1869    ","","19","S.6       ","571933",""
"Tank E 30/1                   ","400","          ","8/31/2021 12:00:00 AM","B/No899   ","","28","S.6       ","571934",""
"Tank E 30/2                   ","-360","loosqty   ","8/31/2021 12:00:00 AM","B/No899   ","","28","S.7       ","571935",""
"Tank E 30/1                   ","-400","loosqty   ","8/31/2021 12:00:00 AM","PL1870    ","","19","S.6       ","571936",""
"Tank E 30/2                   ","13462.8","          ","8/29/2021 12:00:00 AM","B/No901   ","","28","S.7       ","571937",""
"Tank E 30/2                   ","-10000","loosqty   ","9/1/2021 12:00:00 AM","PL1871    ","","19","S.7       ","571938",""
"Tank E 30/2                   ","-3600","loosqty   ","9/1/2021 12:00:00 AM","PL1873    ","","19","S.7       ","571939",""
"Tank E 30/2                   ","11063.8","          ","8/29/2021 12:00:00 AM","B/No902   ","","28","S.7       ","571940",""
"Tank E 30/2                   ","-4000","loosqty   ","9/1/2021 12:00:00 AM","PL1874    ","","19","S.7       ","571941",""
"Tank E 30/2                   ","-6000","loosqty   ","9/1/2021 12:00:00 AM","PL1875    ","","19","S.7       ","571942",""
"Tank E 30/1                   ","10460","          ","9/2/2021 12:00:00 AM","B/No903   ","","28","S.6       ","571943",""
"Tank E 30/2                   ","13462","          ","8/31/2021 12:00:00 AM","B/No904   ","","28","S.7       ","571944",""
"Tank E 30/1                   ","-6000","loosqty   ","9/2/2021 12:00:00 AM","PL1877    ","","19","S.6       ","571945",""
"Tank E 30/2                   ","13461","          ","9/1/2021 12:00:00 AM","B/No905   ","","28","S.7       ","571946",""
"Tank K-65                     ","6087","          ","9/1/2021 12:00:00 AM","B/No906   ","","28","S.150     ","571947",""
"Tank E 30/1                   ","1000","loosqty   ","7/14/2021 12:00:00 AM","CN73      ","","11","S.6       ","571948",""
"Tank E 30/2                   ","-10000","loosqty   ","9/3/2021 12:00:00 AM","PL1881    ","","19","S.7       ","571949",""
"Tank E 30/2                   ","-10000","loosqty   ","9/3/2021 12:00:00 AM","PL1882    ","","19","S.7       ","571950",""
"Tank E 30/1                   ","10850","          ","9/2/2021 12:00:00 AM","B/No908   ","","28","S.6       ","571951",""
"Tank CB                       ","-800","loosqty   ","9/3/2021 12:00:00 AM","PL1886    ","","19","S.9       ","571952",""
"Tank E 30/1                   ","-1600","loosqty   ","9/3/2021 12:00:00 AM","PL1888    ","","19","S.6       ","571953",""
"Tank E 30/1                   ","-1800","loosqty   ","9/3/2021 12:00:00 AM","PL1889    ","","19","S.6       ","571954",""
"Tank E 30/1                   ","-2800","loosqty   ","9/6/2021 12:00:00 AM","PL1890    ","","19","S.6       ","571955",""
"Tank E 30/2                   ","-10000","loosqty   ","9/7/2021 12:00:00 AM","PL1899    ","","19","S.7       ","571956",""
"Tank E 30/1                   ","-2400","loosqty   ","9/7/2021 12:00:00 AM","PL1901    ","","19","S.6       ","571957",""
"Tank E 30/2                   ","12862","          ","9/5/2021 12:00:00 AM","B/No910   ","","28","S.7       ","571958",""
"Tank E 30/1                   ","13069","          ","9/5/2021 12:00:00 AM","B/No911   ","","28","S.6       ","571959",""
"Tank E 30/2                   ","13062","          ","9/7/2021 12:00:00 AM","B/No912   ","","28","S.7       ","571960",""
"Tank E 30/2                   ","-10000","loosqty   ","9/8/2021 12:00:00 AM","PL1902    ","","19","S.7       ","571961",""
"Tank E 30/1                   ","-600","loosqty   ","9/8/2021 12:00:00 AM","PL1903    ","","19","S.6       ","571962",""
"Tank E 30/2                   ","-7000","loosqty   ","9/8/2021 12:00:00 AM","PL1905    ","","19","S.7       ","571963",""
"Tank K-65                     ","-800","loosqty   ","9/9/2021 12:00:00 AM","PL1906    ","","19","S.150     ","571964",""
"Tank E 30/1                   ","-1000","loosqty   ","9/10/2021 12:00:00 AM","PL1909    ","","19","S.6       ","571965",""
"Tank E 30/2                   ","12960","          ","9/7/2021 12:00:00 AM","B/No919   ","","28","S.7       ","571966",""
"Tank E 30/2                   ","12960","          ","9/8/2021 12:00:00 AM","B/No920   ","","28","S.7       ","571967",""
"Tank E 30/2                   ","-10000","loosqty   ","9/13/2021 12:00:00 AM","PL1911    ","","19","S.7       ","571968",""
"Tank E 30/2                   ","-10000","loosqty   ","9/13/2021 12:00:00 AM","PL1915    ","","19","S.7       ","571969",""
"Tank E 30/1                   ","-600","loosqty   ","9/15/2021 12:00:00 AM","PL1917    ","","19","S.6       ","571970",""
"Tank E 30/1                   ","-10000","loosqty   ","9/16/2021 12:00:00 AM","PL1924    ","","19","S.6       ","571971",""
"Tank E 30/1                   ","-600","loosqty   ","9/17/2021 12:00:00 AM","PL1928    ","","19","S.6       ","571972",""
"Tank E 30/1                   ","-22900","loosqty   ","9/12/2021 12:00:00 AM","REQ655    ","","40","S.6       ","571973",""
"Tank E 30/1                   ","-3800","loosqty   ","9/17/2021 12:00:00 AM","PL1930    ","","19","S.6       ","571974",""
"Tank E 30/1                   ","-21910","loosqty   ","9/12/2021 12:00:00 AM","REQ656    ","","40","S.6       ","571975",""
"Tank E 30/2                   ","-10000","loosqty   ","9/20/2021 12:00:00 AM","PL1932    ","","19","S.7       ","571976",""
"Tank E 30/1                   ","-21880","loosqty   ","9/10/2021 12:00:00 AM","REQ657    ","","40","S.6       ","571977",""
"Tank E 30/1                   ","-22300","loosqty   ","9/10/2021 12:00:00 AM","REQ658    ","","40","S.6       ","571978",""
"Tank E 30/1                   ","10000","loosqty   ","8/27/2021 12:00:00 AM","CN74      ","","11","S.6       ","571979",""
"Tank E 30/1                   ","-19060","loosqty   ","9/13/2021 12:00:00 AM","REQ659    ","","40","S.6       ","571980",""
"Tank E 30/1                   ","-22040","loosqty   ","9/15/2021 12:00:00 AM","REQ660    ","","40","S.6       ","571981",""
"Tank K-65                     ","-800","loosqty   ","9/21/2021 12:00:00 AM","PL1938    ","","19","S.150     ","571982",""
"Tank E 30/1                   ","-22810","loosqty   ","9/16/2021 12:00:00 AM","REQ661    ","","40","S.6       ","571983",""
"Tank E 30/1                   ","-2200","loosqty   ","9/21/2021 12:00:00 AM","PL1939    ","","19","S.6       ","571984",""
"Tank CB                       ","-400","loosqty   ","9/21/2021 12:00:00 AM","PL1939    ","","19","S.9       ","571985",""
"Tank K-65                     ","5767.8","          ","9/10/2021 12:00:00 AM","B/No930   ","","28","S.150","571993",""
"Tank 30/1                     ","140780","loosqty   ","9/22/2021 10:03:00 AM","381       ","","17","S.8       ","571986",""
"Tank 10/1                     ","314203","loosqty   ","9/22/2021 10:04:00 AM","382       ","","17","S.8       ","571987",""
"Tank 10/1                     ","152900","loosqty   ","9/22/2021 10:10:00 AM","383       ","","17","S.8       ","571988",""
"Tank 10/1                     ","-14000","loosqty   ","9/18/2021 12:00:00 AM","B/No941   ","","28","S.8","572028",""
"Tank 10/1                     ","-7000","loosqty   ","9/11/2021 12:00:00 AM","B/No942   ","","28","S.8","572035",""
"Tank K-65                     ","12566","          ","9/15/2021 12:00:00 AM","B/No943   ","","28","S.150","572037",""
"Tank 10/1                     ","-8400","loosqty   ","9/15/2021 12:00:00 AM","B/No943   ","","28","S.8","572038",""
"Tank E 30/2                   ","-10000","loosqty   ","9/23/2021 12:00:00 AM","PL1949    ","","19","S.7","572039",""
"Tank E 30/2                   ","-11000","loosqty   ","9/23/2021 12:00:00 AM","PL1950    ","","19","S.7","572040",""
"Tank K-65                     ","-10000","loosqty   ","9/21/2021 12:00:00 AM","SO.2374   ","","40","S.150","572041",""
"Tank E 30/2                   ","11000","loosqty   ","9/21/2021 12:00:00 AM","CN76      ","","11","S.7","572042",""
"Tank E 30/2                   ","-22000","loosqty   ","9/23/2021 12:00:00 AM","PL1951    ","","19","S.7","572043",""
"Tank K-65                     ","-66","          ","9/15/2021 12:00:00 AM","B/No943   ","","28","S.150","572044",""
"Tank CB                       ","0","          ","9/18/2021 12:00:00 AM","B/No941   ","","28","S.9","572045",""
"Tank E 30/1                   ","243","          ","9/20/2021 12:00:00 AM","B/No938   ","","28","S.6","572046",""
"Tank E 30/1                   ","11257","          ","9/21/2021 12:00:00 AM","B/No946   ","","28","S.6","572047",""
"Tank 10/1                     ","-7000","loosqty   ","9/21/2021 12:00:00 AM","B/No946   ","","28","S.8","572048",""
"Tank E 30/1                   ","-257","          ","9/21/2021 12:00:00 AM","B/No946   ","","28","S.6","572049",""
"Tank K-65                     ","1415","          ","8/24/2021 12:00:00 AM","B/No889   ","","28","S.150","572050",""
"Tank K-65                     ","513","          ","9/24/2021 12:00:00 AM","B/No906   ","","28","S.150","572051",""
"Tank CB                       ","-200","          ","6/30/2021 12:00:00 AM","B/No804   ","","28","S.9","572052",""
"Tank CB                       ","300","          ","7/8/2021 12:00:00 AM","B/No844   ","","28","S.9","572053",""
"Tank E 30/1                   ","-600","loosqty   ","9/25/2021 12:00:00 AM","PL1957    ","","19","S.6","572054",""
"Tank E 30/1                   ","-200","loosqty   ","9/25/2021 12:00:00 AM","PL1958    ","","19","S.6","572055",""
"Tank CB                       ","-200","loosqty   ","9/25/2021 12:00:00 AM","PL1958    ","","19","S.9","572056",""
"Tank E 30/1                   ","-8400","loosqty   ","9/27/2021 12:00:00 AM","PL1960    ","","19","S.6","572057",""
"Tank E 30/2                   ","-10000","loosqty   ","9/28/2021 12:00:00 AM","PL1967    ","","19","S.7","572058",""
"Tank E 30/2                   ","-62","          ","9/22/2021 12:00:00 AM","B/No912   ","","28","S.7","572001",""
"Tank E 30/2                   ","-27000","loosqty   ","9/22/2021 12:00:00 AM","PL1942    ","","19","S.7","572002",""
"Tank E 30/2                   ","-262","          ","9/22/2021 12:00:00 AM","B/No910   ","","28","S.7","572003",""
"Tank E 30/2                   ","12960","          ","9/10/2021 12:00:00 AM","B/No932   ","","28","S.7","572004",""
"Tank 10/1                     ","-8700","loosqty   ","9/10/2021 12:00:00 AM","B/No932   ","","28","S.8","572005",""
"Tank E 30/2                   ","40","          ","9/10/2021 12:00:00 AM","B/No932   ","","28","S.7","572006",""
"Tank E 30/2                   ","13060","          ","9/13/2021 12:00:00 AM","B/No933   ","","28","S.7","572007",""
"Tank 10/1                     ","-8800","loosqty   ","9/13/2021 12:00:00 AM","B/No933   ","","28","S.8","572008",""
"Tank E 30/2                   ","-60","          ","9/13/2021 12:00:00 AM","B/No933   ","","28","S.7","572009",""
"Tank E 30/2                   ","16764","          ","9/13/2021 12:00:00 AM","B/No934   ","","28","S.7","572010",""
"Tank 10/1                     ","-12200","loosqty   ","9/13/2021 12:00:00 AM","B/No934   ","","28","S.8","572011",""
"Tank E 30/2                   ","0","          ","9/13/2021 12:00:00 AM","B/No934   ","","28","S.7","572012",""
"Tank K-65                     ","-10000","loosqty   ","9/14/2021 12:00:00 AM","SO.2364   ","","40","S.150","572013",""
"Tank E 30/1                   ","9158","          ","9/14/2021 12:00:00 AM","B/No935   ","","28","S.6","572014",""
"Tank 10/1                     ","-5000","loosqty   ","9/14/2021 12:00:00 AM","B/No935   ","","28","S.8","572015",""
"Tank E 30/1                   ","-758","          ","9/14/2021 12:00:00 AM","B/No935   ","","28","S.6","572016",""
"Tank E 30/1                   ","10308","          ","9/16/2021 12:00:00 AM","B/No936   ","","28","S.6","572017",""
"Tank 10/1                     ","-6000","loosqty   ","9/16/2021 12:00:00 AM","B/No936   ","","28","S.8","572018",""
"Tank E 30/1                   ","192","          ","9/16/2021 12:00:00 AM","B/No936   ","","28","S.6","572019",""
"Tank 10/1                     ","-6000","loosqty   ","9/16/2021 12:00:00 AM","B/No937   ","","28","S.8","572020",""
"Tank E 30/1                   ","10257","          ","9/20/2021 12:00:00 AM","B/No938   ","","28","S.6","572021",""
"Tank 10/1                     ","-6000","loosqty   ","9/20/2021 12:00:00 AM","B/No938   ","","28","S.8","572022",""
"Tank E 30/2                   ","13057","          ","9/21/2021 12:00:00 AM","B/No939   ","","28","S.7","572023",""
"Tank 10/1                     ","-8800","loosqty   ","9/21/2021 12:00:00 AM","B/No939   ","","28","S.8","572024",""
"Tank E 30/2                   ","-57","          ","9/21/2021 12:00:00 AM","B/No939   ","","28","S.7","572025",""
"Tank E 30/1                   ","-4000","loosqty   ","9/22/2021 12:00:00 AM","PL1947    ","","19","S.6","572029",""
"Tank E 30/1                   ","-400","loosqty   ","9/30/2021 12:00:00 AM","PL1977    ","","19","S.6","572059",""
"Tank E 30/2                   ","-461","          ","9/1/2021 12:00:00 AM","B/No905   ","","28","S.7","572060",""
"Tank E 30/2                   ","-462","          ","8/31/2021 12:00:00 AM","B/No904   ","","28","S.7","572061",""
"Tank E 30/2                   ","-3462.8","          ","8/28/2021 12:00:00 AM","B/No901   ","","28","S.7","572062",""
"Tank E 30/2                   ","0","          ","8/23/2021 12:00:00 AM","B/No888   ","","28","S.7","572063",""
"Tank E 30/2                   ","538","          ","8/22/2021 12:00:00 AM","B/No891   ","","28","S.7","572064",""
"Tank E 30/2                   ","1757.8","          ","8/7/2021 12:00:00 AM","B/No877   ","","28","S.7","572065",""
"Tank E 30/2                   ","12260","          ","9/27/2021 12:00:00 AM","B/No949   ","","28","S.7","572066",""
"Tank 10/1                     ","-7800","loosqty   ","9/27/2021 12:00:00 AM","B/No949   ","","28","S.8","572067",""
"Tank E 30/2                   ","-10","          ","9/30/2021 12:00:00 AM","B/No949   ","","28","S.7","572068",""
"Tank E 30/2                   ","-10000","loosqty   ","9/30/2021 12:00:00 AM","PL1978    ","","19","S.7","572069",""
"Tank E 30/2                   ","12460","          ","10/1/2021 12:00:00 AM","B/No951   ","","28","S.7","572070",""
"Tank 10/1                     ","-8000","loosqty   ","10/1/2021 12:00:00 AM","B/No951   ","","28","S.8","572071",""
"Tank E 30/2                   ","-10000","loosqty   ","10/1/2021 12:00:00 AM","PL1979    ","","19","S.7","572072",""
"Tank E 30/1                   ","-400","loosqty   ","10/2/2021 12:00:00 AM","PL1982    ","","19","S.6","572073",""
"Tank E 30/2                   ","40","          ","10/1/2021 12:00:00 AM","B/No951   ","","28","S.7","572074",""
"Tank CB                       ","10600","          ","9/24/2021 12:00:00 AM","B/No953   ","","28","S.9","572075",""
"Tank 10/1                     ","-6400","loosqty   ","9/24/2021 12:00:00 AM","B/No953   ","","28","S.8","572076",""
"Tank CB                       ","200","          ","9/24/2021 12:00:00 AM","B/No953   ","","28","S.9","572077",""
"Tank E 30/1                   ","10258","          ","9/26/2021 12:00:00 AM","B/No954   ","","28","S.6","572078",""
"Tank 10/1                     ","-5800","loosqty   ","9/26/2021 12:00:00 AM","B/No954   ","","28","S.8","572079",""
"Tank E 30/1                   ","10457","          ","9/28/2021 12:00:00 AM","B/No955   ","","28","S.6","572080",""
"Tank 10/1                     ","-6000","loosqty   ","9/28/2021 12:00:00 AM","B/No955   ","","28","S.8","572081",""
"Tank E 30/2                   ","13060","          ","9/30/2021 12:00:00 AM","B/No958   ","","28","S.7","572082",""
"Tank E 30/2                   ","-60","          ","9/30/2021 12:00:00 AM","B/No958   ","","28","S.7","572083",""
"Tank E 30/1                   ","-9000","loosqty   ","10/4/2021 12:00:00 AM","PL1985    ","","19","S.6","572084",""
"Tank CB                       ","-11000","loosqty   ","10/4/2021 12:00:00 AM","PL1985    ","","19","S.9","572085",""
"Tank E 30/2                   ","-10000","loosqty   ","10/6/2021 12:00:00 AM","PL1995    ","","19","S.7","572086",""
"Tank K-65                     ","12166","          ","9/16/2021 12:00:00 AM","B/No962   ","","28","S.150","572087",""
"Tank K-65                     ","-3600","loosqty   ","10/6/2021 12:00:00 AM","SO.2421   ","","40","S.150","572088",""
"Tank E 30/2                   ","-400","loosqty   ","10/6/2021 12:00:00 AM","PL1997    ","","19","S.7","572089",""
"Tank E 30/2                   ","-1063.8","          ","8/29/2021 12:00:00 AM","B/No902   ","","28","S.7","572090",""
"Tank E 30/2                   ","538","          ","8/21/2021 12:00:00 AM","B/No886   ","","28","S.7","572091",""
"Tank E 30/2                   ","866","          ","6/26/2021 12:00:00 AM","B/No809   ","","28","S.7","572092",""
"Tank E 30/2                   ","553","          ","8/7/2021 12:00:00 AM","B/No874   ","","28","S.7","572095",""
"Tank E 30/2                   ","-33","          ","8/5/2021 12:00:00 AM","B/No872   ","","28","S.7","572096",""
"Tank E 30/2                   ","-834.9","          ","7/31/2021 12:00:00 AM","B/No866   ","","28","S.7","572097",""
"Tank E 30/2                   ","1553","          ","7/10/2021 12:00:00 AM","B/No828   ","","28","S.7","572098",""
"Tank E 30/2                   ","33.3","          ","7/21/2021 12:00:00 AM","B/No848   ","","28","S.7","572099",""
"Tank E 30/2                   ","-138","          ","7/24/2021 12:00:00 AM","B/No856   ","","28","S.7","572100",""
"Tank E 30/2                   ","234","          ","6/30/2021 12:00:00 AM","B/No807   ","","28","S.7","572101",""
"Tank E 30/2                   ","-31.5","          ","7/25/2021 12:00:00 AM","B/No857   ","","28","S.7","572102",""
"Tank E 30/2                   ","-1462","          ","10/6/2021 12:00:00 AM","B/No823   ","","28","S.7","572103",""
"Tank E 30/2                   ","131","          ","7/12/2021 12:00:00 AM","B/No832   ","","28","S.7","572104",""
"Tank E 30/2                   ","-0.4","          ","7/21/2021 12:00:00 AM","B/No849   ","","28","S.7","572105",""
"Tank E 30/2                   ","10024","          ","7/8/2021 12:00:00 AM","B/No813   ","","28","S.7","572106",""
"Tank E 30/2                   ","8538","          ","6/26/2021 12:00:00 AM","B/No796   ","","28","S.7","572107",""
"Tank E 30/2                   ","12566","          ","6/25/2021 12:00:00 AM","B/No795   ","","28","S.7","572108",""
"Tank E 30/2                   ","168","          ","6/26/2021 12:00:00 AM","B/No786   ","","28","S.7","572109",""
"Tank E 30/1                   ","-1200","loosqty   ","10/6/2021 12:00:00 AM","PL1998    ","","19","S.6","572110",""
"Tank E 30/2                   ","-25200","loosqty   ","10/6/2021 12:00:00 AM","PL1998    ","","19","S.7","572111",""
"Tank E 30/2                   ","13460","          ","10/6/2021 12:00:00 AM","B/No967   ","","28","S.7","572112",""
"Tank E 30/2                   ","40","          ","10/6/2021 12:00:00 AM","B/No967   ","","28","S.7","572113",""
"Tank E 30/2                   ","-10000","loosqty   ","10/8/2021 12:00:00 AM","PL2002    ","","19","S.7","572114",""
"Tank E 30/1                   ","-7000","loosqty   ","10/8/2021 12:00:00 AM","PL2004    ","","19","S.6","572115",""
