"entryno","documenttype","docdate","documentno","locationcode","stocktype","code","description","unitofmeasure","Quantity","Quantity_toinvoice","Qunatity_delivered","UnitPrice","vatamount","invoiceamount","completed","printed","containerprice","containersunits","totalchargedcontainers","containercode","vatrate","inclusive","UOM","shipping","PriceInPricelist","Increase","PartPerUnit","modified","Qunatity_replaced","packagescharge"
"110","1","12/1/2016 12:00:00 AM","SO163","","","S.9                 ","MC-30 CutBack                                     ","Drums     ","5.00","","5.00","16380.00","13103.44","94999.94","True","","0.00","5","0.00","","16.00","False","fulqty","","","","200","","",""
"111","10","12/1/2016 12:00:00 AM","INV99","          ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","5.00","","","16380.00","13103.44","94999.94","","","","","","","16.00","False","fulqty","0","","","200","","",""
"112","1","12/1/2016 12:00:00 AM","SO164","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","50.00","","10.00","9938.73","79509.84","576446.34","True","","0.00","0","0.00","","16.00","False","fulqty","","","","183","","",""
"113","1","12/1/2016 12:00:00 AM","SO164","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","1.00","","1.00","13794.00","2206.91","16000.11","True","","0.00","1","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"10108","1","12/7/2016 12:00:00 AM","SO175","","","S.9                 ","MC-30 CutBack                                     ","Drums     ","1.00","","1.00","16400.00","2624.00","19024.00","True","","0.00","0","0.00","","16.00","False","fulqty","","","","200","","",""
"10109","10","12/7/2016 12:00:00 AM","INV110","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","1.00","","","13000.00","2080.00","15080.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"10110","10","12/7/2016 12:00:00 AM","INV110","          ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","1.00","","","16400.00","2624.00","19024.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"10111","1","12/8/2016 12:00:00 AM","SO176","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","50.00","","50.00","13300.00","106400.00","771400.00","True","","0.00","0","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"10112","10","12/8/2016 12:00:00 AM","INV111","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","50.00","","","13300.00","106400.00","771400.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"10113","1","12/14/2016 12:00:00 AM","SO177","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","2.00","14900.00","4768.00","34568.00","True","","0.00","2","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"10114","1","12/14/2016 12:00:00 AM","SO177","","","S.9                 ","MC-30 CutBack                                     ","Drums     ","2.00","","2.00","20800.00","6656.00","48256.00","True","","0.00","2","0.00","","16.00","False","fulqty","","","","200","","",""
"10115","10","12/14/2016 12:00:00 AM","INV112","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","","14900.00","4768.00","34568.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"10116","10","12/14/2016 12:00:00 AM","INV112","          ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","2.00","","","20800.00","6656.00","48256.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"10117","1","12/14/2016 12:00:00 AM","SO178","","","S.9                 ","MC-30 CutBack                                     ","Drums     ","20.00","","20.00","14656.00","46896.55","339999.99","True","","0.00","20","0.00","","16.00","False","fulqty","","","","200","","",""
"10118","10","12/14/2016 12:00:00 AM","INV113","          ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","20.00","","","14656.00","46896.55","339999.99","","","","","","","16.00","False","fulqty","0","","","200","","",""
"10119","1","12/14/2016 12:00:00 AM","SO179","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","50.00","","50.00","13300.00","106400.00","771400.00","True","","0.00","50","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"10120","10","12/14/2016 12:00:00 AM","INV114","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","50.00","","","13300.00","106400.00","771400.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"10121","1","12/5/2016 12:00:00 AM","SO180","","","S.9                 ","MC-30 CutBack                                     ","Drums     ","2.00","","2.00","16380.00","5241.38","38000.00","True","","0.00","2","0.00","","16.00","False","fulqty","","","","200","","",""
"10122","10","12/5/2016 12:00:00 AM","INV115","          ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","2.00","","","16380.00","5241.38","38000.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"10123","1","12/15/2016 12:00:00 AM","SO181","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","1.00","","1.00","13362.00","2137.93","15500.00","True","","0.00","1","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"10124","10","12/15/2016 12:00:00 AM","INV116","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","1.00","","","13362.00","2137.93","15500.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"10125","1","12/15/2016 12:00:00 AM","SO182","","","S.9                 ","MC-30 CutBack                                     ","Drums     ","1.00","","1.00","16400.00","2624.00","19024.00","True","","0.00","1","0.00","","16.00","False","fulqty","","","","200","","",""
"10126","10","12/15/2016 12:00:00 AM","INV117","          ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","1.00","","","16400.00","2624.00","19024.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"10127","1","12/16/2016 12:00:00 AM","SO183","","","S.9                 ","MC-30 CutBack                                     ","Drums     ","2.00","","2.00","18104.00","5793.10","42000.00","True","","0.00","2","0.00","","16.00","False","fulqty","","","","200","","",""
"10128","10","12/16/2016 12:00:00 AM","INV118","          ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","2.00","","","18104.00","5793.10","42000.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"10129","1","12/16/2016 12:00:00 AM","SO184","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","2.00","13000.00","4160.00","30160.00","True","","0.00","0","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"10130","1","12/16/2016 12:00:00 AM","SO184","","","S.9                 ","MC-30 CutBack                                     ","Drums     ","1.00","","1.00","16400.00","2624.00","19024.00","True","","0.00","1","0.00","","16.00","False","fulqty","","","","200","","",""
"10131","10","12/16/2016 12:00:00 AM","INV119","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","","13000.00","4160.00","30160.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"10132","10","12/16/2016 12:00:00 AM","INV119","          ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","1.00","","","16400.00","2624.00","19024.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"10133","1","12/16/2016 12:00:00 AM","SO185","","","S.9                 ","MC-30 CutBack                                     ","Drums     ","30.00","","30.00","14656.00","70344.83","510000.00","True","","0.00","30","0.00","","16.00","False","fulqty","","","","200","","",""
"10134","10","12/16/2016 12:00:00 AM","INV120","          ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","30.00","","","14656.00","70344.83","510000.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"10135","1","12/17/2016 12:00:00 AM","SO186","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","4.00","","4.00","9938.73","6360.83","46116.00","True","","0.00","4","0.00","","16.00","False","fulqty","","","","183","","",""
"10136","10","12/17/2016 12:00:00 AM","INV121","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","4.00","","","9938.73","6360.83","46116.00","","","","","","","16.00","False","fulqty","0","","","183","","",""
"10139","1","12/19/2016 12:00:00 AM","SO188","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","3.00","","3.00","10253.49","4922.07","35685.00","True","","0.00","0","0.00","","16.00","False","fulqty","","","","183","","",""
"10140","10","12/19/2016 12:00:00 AM","INV122","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","3.00","","","10253.49","4922.07","35685.00","","","","","","","16.00","False","fulqty","0","","","183","","",""
"10141","10","12/19/2016 12:00:00 AM","INV123","          ","","S.154               ","Tego Addibit L 300(sale)                          ","Drums     ","2.00","","-2.00","83885.40","26843.59","194616.00","","","","0","","","16.00","False","fulqty","0","","","180","","",""
"10142","10","12/19/2016 12:00:00 AM","INV123","          ","","S.36                ","Transport Charges                                 ","Units     ","1.00","","-1.00","8793.10","1406.90","10200.00","","","","0","","","16.00","False","fulqty","0","","","1","","",""
"10153","1","12/22/2016 12:00:00 AM","SO197","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","1.00","","1.00","13794.00","2206.90","16000.00","True","","0.00","1","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"10154","10","12/22/2016 12:00:00 AM","INV129","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","1.00","","","13794.00","2206.90","16000.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"10155","1","12/22/2016 12:00:00 AM","SO198","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","25.00","","25.00","11206.00","44827.58","324999.98","True","","0.00","25","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"10137","1","12/19/2016 12:00:00 AM","SO187","","","S.154               ","Tego Addibit L 300(sale)                          ","Drums     ","2.00","","2.00","83885.40","26843.59","194616.00","True","","0.00","0","0.00","","16.00","False","fulqty","","","","180","","",""
"10138","1","12/19/2016 12:00:00 AM","SO187","","","S.36                ","Transport Charges                                 ","Units     ","1.00","","1.00","8793.10","1406.90","10200.00","True","","0.00","0","0.00","","16.00","False","fulqty","","","","1","","",""
"10143","1","12/19/2016 12:00:00 AM","SO190","","","S.7                 ","K1-70  Emulsion (70% bidder content)              ","Drums     ","25.00","","25.00","16000.00","64000.00","464000.00","True","","0.00","25","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"10144","10","12/19/2016 12:00:00 AM","INV124","          ","","S.7                 ","K1-70  Emulsion (70% bidder content)              ","Drums     ","25.00","","","16000.00","64000.00","464000.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"10145","1","12/19/2016 12:00:00 AM","SO191","","","S.95                ","ALUMINIUM PAINT                                   ","bucket    ","1.00","","1.00","11600.00","1856.00","13456.00","True","","0.00","1","0.00","","16.00","False","fulqty","","","","20","","",""
"10146","10","12/19/2016 12:00:00 AM","INV125","          ","","S.95                ","ALUMINIUM PAINT                                   ","bucket    ","1.00","","","11600.00","1856.00","13456.00","","","","","","","16.00","False","fulqty","0","","","20","","",""
"10147","1","12/21/2016 12:00:00 AM","SO192","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","40.00","","40.00","14000.00","89600.00","649600.00","True","","0.00","40","0.00","S.15","16.00","False","fulqty","","","","200","","",""
