"entryno","documenttype","docdate","documentno","locationcode","stocktype","code","description","unitofmeasure","Quantity","Quantity_toinvoice","Qunatity_delivered","UnitPrice","vatamount","invoiceamount","completed","printed","containerprice","containersunits","totalchargedcontainers","containercode","vatrate","inclusive","UOM","shipping","PriceInPricelist","Increase","PartPerUnit","modified","Qunatity_replaced","packagescharge"
"1577539","19","6/9/2022 12:00:00 AM","PL2484","","","S.35","Black Bituminous Paint  PF4                       ","Tins      ","15.00","","","1034.48","2482.76","18000.00","","","0.00","15","0.00","S.93","16.00","False","","","1200","-165.52","4","","",""
"1577540","10","6/9/2022 12:00:00 AM","INV.2465","","","S.35","Black Bituminous Paint  PF4                       ","Tins      ","15.00","","","1034.48","2483.00","18000.00","","","","","0.00","S.93","16.00","False","","0","1200","-165.52","4","","",""
"1577541","1","6/9/2022 12:00:00 AM","SO.3022","","","S.60185","BITUSHIELD TYPE 7                                 ","Tins      ","1.00","","1.00","1465.52","234.48","1700.00","","","0.00","1","0.00","S.93","16.00","False","","","1293.1034","172.4166","4","1","",""
"1577542","1","6/9/2022 12:00:00 AM","SO.3022","","","S.103","BITUSHIELD TYPE 5                                 ","Tins      ","1.00","","1.00","1293.10","206.90","1500.00","","","0.00","1","0.00","S.93","16.00","False","","","1500","-206.9","4","1","",""
"1577543","1","6/9/2022 12:00:00 AM","SO.3022","","","S.60166","BITUSHIELD TYPE. 3                                ","Tins      ","1.00","","1.00","1034.48","165.52","1200.00","","","0.00","1","0.00","S.60207","16.00","False","","","936","98.48","4","1","",""
"1577544","16","6/9/2022 12:00:00 AM","SL734","","","S.103","BITUSHIELD TYPE 5                                 ","Tins      ","1.00","","","1293.10","206.90","1500.00","","","0.00","1","0.00","S.93","16.00","False","","","1500","-206.9","4","","",""
"1577545","16","6/9/2022 12:00:00 AM","SL734","","","S.60166","BITUSHIELD TYPE. 3                                ","Tins      ","1.00","","","1034.48","165.52","1200.00","","","0.00","1","0.00","S.60207","16.00","False","","","936","98.48","4","","",""
"1577546","16","6/9/2022 12:00:00 AM","SL734","","","S.60185","BITUSHIELD TYPE 7                                 ","Tins      ","1.00","","","1465.52","234.48","1700.00","","","0.00","1","0.00","S.93","16.00","False","","","1293.1034","172.4166","4","","",""
"1577547","19","6/9/2022 12:00:00 AM","PL2485","","","S.103","BITUSHIELD TYPE 5                                 ","Tins      ","1.00","","","1293.10","206.90","1500.00","","","0.00","1","0.00","S.93","16.00","False","","","1500","-206.9","4","","",""
"1577548","19","6/9/2022 12:00:00 AM","PL2485","","","S.60166","BITUSHIELD TYPE. 3                                ","Tins      ","1.00","","","1034.48","165.52","1200.00","","","0.00","1","0.00","S.60207","16.00","False","","","936","98.48","4","","",""
"1577549","19","6/9/2022 12:00:00 AM","PL2485","","","S.60185","BITUSHIELD TYPE 7                                 ","Tins      ","1.00","","","1465.52","234.48","1700.00","","","0.00","1","0.00","S.93","16.00","False","","","1293.1034","172.4166","4","","",""
"1577550","10","6/9/2022 12:00:00 AM","INV.2466","","","S.60185","BITUSHIELD TYPE 7                                 ","Tins      ","1.00","","","1465.52","234.00","1700.00","","","","","0.00","S.93","16.00","False","","0","1293.1034","172.4166","4","","",""
"1577551","10","6/9/2022 12:00:00 AM","INV.2466","","","S.103","BITUSHIELD TYPE 5                                 ","Tins      ","1.00","","","1293.10","207.00","1500.00","","","","","0.00","S.93","16.00","False","","0","1500","-206.9","4","","",""
"1577552","10","6/9/2022 12:00:00 AM","INV.2466","","","S.60166","BITUSHIELD TYPE. 3                                ","Tins      ","1.00","","","1034.48","166.00","1200.00","","","","","0.00","S.60207","16.00","False","","0","936","98.48","4","","",""
"1577553","1","6/10/2022 12:00:00 AM","SO.3023","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","2.00","17241.38","5517.24","40000.00","","","0.00","2","0.00","S.15","16.00","False","","","14000","3241.38","200","2","",""
"1577554","16","6/10/2022 12:00:00 AM","SL735","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","","17241.38","5517.24","40000.00","","","0.00","2","0.00","S.15","16.00","False","","","14000","3241.38","200","","",""
"1577555","19","6/10/2022 12:00:00 AM","PL2486","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","","17241.38","5517.24","40000.00","","","0.00","2","0.00","S.15","16.00","False","","","14000","3241.38","200","","",""
"1577556","10","6/10/2022 12:00:00 AM","INV.2467","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","","17241.38","5517.00","40000.00","","","","","0.00","S.15","16.00","False","","0","14000","3241.38","200","","",""
"1577557","1","6/11/2022 12:00:00 AM","SO.3024","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","2.00","17241.38","5517.24","40000.00","","","0.00","2","0.00","S.15","16.00","False","","","14000","3241.38","200","2","",""
"1577558","16","6/11/2022 12:00:00 AM","SL736","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","","17241.38","5517.24","40000.00","","","0.00","2","0.00","S.15","16.00","False","","","14000","3241.38","200","","",""
"1577559","19","6/11/2022 12:00:00 AM","PL2487","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","","17241.38","5517.24","40000.00","","","0.00","2","0.00","S.15","16.00","False","","","14000","3241.38","200","","",""
"1577560","10","6/11/2022 12:00:00 AM","INV.2468","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","","17241.38","5517.00","40000.00","","","","","0.00","S.15","16.00","False","","0","14000","3241.38","200","","",""
"1577561","1","6/11/2022 12:00:00 AM","SO.3025","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","55.00","","55.00","16500.00","0.00","907500.00","","","0.00","55","0.00","S.15","16.00","False","","","14000","2500","200","55","",""
"1577562","16","6/11/2022 12:00:00 AM","SL737","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","55.00","","","16500.00","0.00","907500.00","","","0.00","55","0.00","S.15","16.00","False","","","14000","2500","200","","",""
"1577563","19","6/11/2022 12:00:00 AM","PL2488","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","55.00","","","16500.00","0.00","907500.00","","","0.00","55","0.00","S.15","16.00","False","","","14000","2500","200","","",""
"1577564","10","6/11/2022 12:00:00 AM","INV.2469","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","55.00","","","16500.00","0.00","907500.00","","","","","0.00","S.15","16.00","False","","0","14000","2500","200","","",""
"1577565","1","6/11/2022 12:00:00 AM","SO.3026","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","5.00","","5.00","18103.45","14482.76","105000.00","","","0.00","5","0.00","S.15","16.00","False","","","14000","4103.45","200","5","",""
"1577566","16","6/11/2022 12:00:00 AM","SL738","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","5.00","","","18103.45","14482.76","105000.00","","","0.00","5","0.00","S.15","16.00","False","","","14000","4103.45","200","","",""
"1577567","19","6/11/2022 12:00:00 AM","PL2489","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","5.00","","","18103.45","14482.76","105000.00","","","0.00","5","0.00","S.15","16.00","False","","","14000","4103.45","200","","",""
"1577568","10","6/11/2022 12:00:00 AM","INV.2470","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","5.00","","","18103.45","14483.00","105000.00","","","","","0.00","S.15","16.00","False","","0","14000","4103.45","200","","",""
"1577569","1","6/13/2022 12:00:00 AM","SO.3027","","","S.6","K1-60 Emulsion (60% bidder content)               ","litres    ","100.00","","100.00","103.45","1655.17","12000.00","","","0.00","100","0.00","","16.00","False","","","103.44827","0.00173000000000911","1","100","",""
"1577570","16","6/13/2022 12:00:00 AM","SL739","","","S.6","K1-60 Emulsion (60% bidder content)               ","litres    ","100.00","","","103.45","1655.17","12000.00","","","0.00","100","0.00","","16.00","False","","","103.44827","0.00173000000000911","1","","",""
"1577571","19","6/13/2022 12:00:00 AM","PL2490","","","S.6","K1-60 Emulsion (60% bidder content)               ","litres    ","100.00","","","103.45","1655.17","12000.00","","","0.00","100","0.00","","16.00","False","","","103.44827","0.00173000000000911","1","","",""
"1577572","10","6/13/2022 12:00:00 AM","INV.2471","","","S.6","K1-60 Emulsion (60% bidder content)               ","litres    ","100.00","","","103.45","1655.00","12000.00","","","","","0.00","","16.00","False","","0","103.44827","0.00173000000000911","1","","",""
"1577573","54","6/14/2022 12:00:00 AM","QBPL-85","","","S.99","A4-60(ANIONIC EMULSION)","litres    ","2000.00","","","105.00","33600.00","243600.00","True","","0.00","0","0.00","0","16.00","False","","","","","1","","",""
"1577574","54","6/14/2022 12:00:00 AM","QBPL-86","","","S.99","A4-60(ANIONIC EMULSION)","litres    ","2000.00","","","105.00","33600.00","243600.00","True","","0.00","0","0.00","0","16.00","False","","","","","1","","",""
"1577575","54","6/14/2022 12:00:00 AM","QBPL-87","","","S.99","A4-60(ANIONIC EMULSION)","litres    ","20000.00","","","105.00","336000.00","2436000.00","True","","0.00","0","0.00","0","16.00","False","","","","","1","","",""
"1577576","1","6/14/2022 12:00:00 AM","SO.3028","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","100.00","50.00","100.00","18362.07","293793.09","2129999.89","","","0.00","100","0.00","S.15","16.00","False","","","14000","4362.07","200","100","",""
"1577577","16","6/14/2022 12:00:00 AM","SL740","","","S.6","K1-60 Emulsion (60% bidder content)               ","Drums     ","100.00","","","18362.07","293793.09","2129999.89","","","0.00","100","0.00","S.15","16.00","False","","","14000","4362.07","200","","",""
"510474","1","1/5/2018 12:00:00 AM","SO595","","","S.9                 ","MC-30 CutBack                                     ","Drums     ","1.00","","1.00","15948.00","2551.72","18500.00","True","","0.00","1","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"510475","1","1/5/2018 12:00:00 AM","SO595","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","2.00","13362.00","4275.86","31000.00","True","","0.00","2","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"510476","10","1/5/2018 12:00:00 AM","INV424","          ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","1.00","","","15948.00","2551.72","18500.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"510477","10","1/5/2018 12:00:00 AM","INV424","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","","13362.00","4275.86","31000.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"510478","1","1/9/2018 12:00:00 AM","SO597","","","S.9                 ","MC-30 CutBack                                     ","Drums     ","50.00","","50.00","15948.00","127586.21","925000.00","True","","0.00","50","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"510479","10","1/9/2018 12:00:00 AM","INV425","          ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","50.00","","","15948.00","127586.21","925000.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"510480","54","1/9/2018 12:00:00 AM","Quo2","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","1.00","","","3000000.00","0.00","3000000.00","True","","0.00","0","0.00","0","16.00","False","fulqty","","","","200","","",""
"520480","1","1/10/2018 12:00:00 AM","SO598","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","50.00","","50.00","10570.08","84558.62","613050.00","True","","0.00","50","0.00","","16.00","False","fulqty","","","","183","","",""
"520481","10","1/10/2018 12:00:00 AM","INV426","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","50.00","","","10570.08","84558.62","613050.00","","","","","","","16.00","False","fulqty","0","","","183","","",""
"530480","1","1/11/2018 12:00:00 AM","SO599","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","2.00","15000.00","4800.00","34800.00","True","","0.00","2","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"530481","1","1/11/2018 12:00:00 AM","SO599","","","S.9                 ","MC-30 CutBack                                     ","Drums     ","1.00","","1.00","16380.00","2620.69","19000.01","True","","0.00","1","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"530482","10","1/11/2018 12:00:00 AM","INV427","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","","15000.00","4800.00","34800.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"530483","10","1/11/2018 12:00:00 AM","INV427","          ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","1.00","","","16380.00","2620.69","19000.01","","","","","","","16.00","False","fulqty","0","","","200","","",""
"530484","1","1/11/2018 12:00:00 AM","SO601","","","S.9                 ","MC-30 CutBack                                     ","Drums     ","20.00","","20.00","16810.00","53793.10","390000.00","True","","0.00","20","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"530485","1","1/11/2018 12:00:00 AM","SO601","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","10.00","","10.00","13362.00","21379.31","155000.00","True","","0.00","10","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"530486","10","1/11/2018 12:00:00 AM","INV428","          ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","20.00","","","16810.00","53793.10","390000.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"530487","10","1/11/2018 12:00:00 AM","INV428","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","10.00","","","13362.00","21379.31","155000.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"530488","13","8/18/2017 12:00:00 AM","Rvs20","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","15.00","","","12068.00","28965.52","210000.00","","","","","","","16.00","False","fulqty","","","","200","","",""
"530489","1","1/11/2018 12:00:00 AM","SO604","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","40.00","","40.00","13276.00","84965.52","616000.00","True","","0.00","40","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"530490","10","1/11/2018 12:00:00 AM","INV429","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","40.00","","","13276.00","84965.52","616000.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"530492","1","1/12/2018 12:00:00 AM","SO605","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","50.00","","50.00","10253.49","82034.48","594750.00","True","","0.00","50","0.00","","16.00","False","fulqty","","","","183","","",""
"530493","10","1/12/2018 12:00:00 AM","INV430","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","50.00","","","10253.49","82034.48","594750.00","","","","","","","16.00","False","fulqty","0","","","183","","",""
"530491","11","8/18/2017 12:00:00 AM","CN16","1         ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","15.00","","","0.00","0.00","0.00","","","","","","","16.00","False","fulqty","","","","200","","",""
"530494","1","1/12/2018 12:00:00 AM","SO606","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","45.00","","45.00","10253.49","73831.03","535275.00","True","","0.00","45","0.00","","16.00","False","fulqty","","","","183","","",""
"530495","10","1/12/2018 12:00:00 AM","INV431","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","45.00","","","10253.49","73831.03","535275.00","","","","","","","16.00","False","fulqty","0","","","183","","",""
"530496","1","1/12/2018 12:00:00 AM","SO607","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","2.00","13362.00","4275.86","31000.00","True","","0.00","2","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"530497","10","1/12/2018 12:00:00 AM","INV432","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","","13362.00","4275.86","31000.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"530498","1","1/13/2018 12:00:00 AM","SO608","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","1.00","","1.00","13362.00","2137.93","15500.00","True","","0.00","1","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"530499","10","1/13/2018 12:00:00 AM","INV433","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","1.00","","","13362.00","2137.93","15500.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"540484","1","1/15/2018 12:00:00 AM","SO609","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","15.00","","15.00","13362.00","32068.97","232500.00","True","","0.00","15","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"540485","10","1/15/2018 12:00:00 AM","INV434","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","15.00","","-15.00","13362.00","32068.97","232500.00","","","","15","","","16.00","False","fulqty","0","","","200","","",""
"540486","11","1/15/2018 12:00:00 AM","CN17","1         ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","15.00","","","0.00","0.00","0.00","","","","","","","16.00","False","fulqty","","","","200","","",""
"540487","13","1/15/2018 12:00:00 AM","Rvs21","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","15.00","","","13362.00","32068.97","232500.00","","","","","","","16.00","False","fulqty","","","","200","","",""
"540488","1","8/18/2017 12:00:00 AM","SO610","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","15.00","","15.00","13362.00","32068.97","232500.00","True","","0.00","15","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"540489","10","8/18/2017 12:00:00 AM","INV435","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","15.00","","","13362.00","32068.97","232500.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"550484","1","11/30/2017 12:00:00 AM","SO611","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","1.00","","1.00","11042.22","1766.90","12810.00","True","","0.00","0","0.00","","16.00","False","fulqty","","","","183","","",""
"550485","10","11/30/2017 12:00:00 AM","INV436","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","1.00","","","11042.22","1766.90","12810.00","","","","","","","16.00","False","fulqty","0","","","183","","",""
"550486","1","10/4/2017 12:00:00 AM","SO612","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","15.00","","15.00","9938.73","23853.10","172935.00","True","","0.00","0","0.00","","16.00","False","fulqty","","","","183","","",""
"1563180","10","6/21/2021 12:00:00 AM","INV1668","","","S.7","K1-70  Emulsion (70% bidder content)              ","Drums     ","55.00","","","13000.00","0.00","715000.00","","","","","0.00","S.15                ","16.00","False","","0","15000","-2000","200","","",""
"550489","1","11/21/2017 12:00:00 AM","SO615","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","1.00","","1.00","13794.00","2206.90","16000.00","True","","0.00","1","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"550490","10","11/21/2017 12:00:00 AM","INV438","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","1.00","","","13794.00","2206.90","16000.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"550491","1","1/17/2018 12:00:00 AM","SO617","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","2.00","13794.00","4413.79","32000.00","True","","0.00","2","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"550492","10","1/17/2018 12:00:00 AM","INV439","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","","13794.00","4413.79","32000.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"550493","1","1/18/2018 12:00:00 AM","SO618","","","S.10162             ","APP bituminous Roof                               ","Units     ","1.00","","1.00","3448.28","551.72","4000.00","True","","0.00","1","0.00","","16.00","False","fulqty","","","","1","","",""
"550487","10","10/4/2017 12:00:00 AM","INV437","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","15.00","","","9938.73","23853.10","172935.00","","","","","","","16.00","False","fulqty","0","","","183","","",""
"550494","10","1/18/2018 12:00:00 AM","INV440","          ","","S.10162             ","APP bituminous Roof                               ","Units     ","1.00","","","3448.28","551.72","4000.00","","","","","","","16.00","False","fulqty","0","","","1","","",""
"550495","1","1/19/2018 12:00:00 AM","SO619","","","S.9                 ","MC-30 CutBack                                     ","Drums     ","1.00","","1.00","16380.00","2620.69","19000.00","True","","0.00","1","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"550496","10","1/19/2018 12:00:00 AM","INV441","          ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","1.00","","","16380.00","2620.69","19000.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"550497","1","1/22/2018 12:00:00 AM","SO620","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","55.00","","55.00","10253.49","90237.93","654225.00","True","","0.00","55","0.00","","16.00","False","fulqty","","","","183","","",""
"550498","10","1/22/2018 12:00:00 AM","INV442","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","55.00","","","10253.49","90237.93","654225.00","","","","","","","16.00","False","fulqty","0","","","183","","",""
"550499","1","1/23/2018 12:00:00 AM","SO621","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","1.00","","1.00","13414.00","2146.21","15560.00","True","","0.00","1","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"550500","10","1/23/2018 12:00:00 AM","INV443","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","1.00","","","13414.00","2146.21","15560.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"550501","1","1/24/2018 12:00:00 AM","SO622","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","1.00","","1.00","15000.00","2400.00","17400.00","True","","0.00","1","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"550502","10","1/24/2018 12:00:00 AM","INV444","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","1.00","","","15000.00","2400.00","17400.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"550503","1","1/24/2018 12:00:00 AM","SO623","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","6.00","","6.00","13966.00","13407.36","97203.36","True","","0.00","6","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"550504","1","1/24/2018 12:00:00 AM","SO623","","","S.9                 ","MC-30 CutBack                                     ","Drums     ","9.00","","9.00","16380.00","23587.20","171007.20","True","","0.00","9","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"550505","10","1/24/2018 12:00:00 AM","INV445","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","6.00","","-6.00","13966.00","13407.36","97203.36","","","","6","","","16.00","False","fulqty","0","","","200","","",""
"550506","10","1/24/2018 12:00:00 AM","INV445","          ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","9.00","","-9.00","16380.00","23587.20","171007.20","","","","9","","","16.00","False","fulqty","0","","","200","","",""
"550508","1","1/24/2018 12:00:00 AM","SO626","","","S.9                 ","MC-30 CutBack                                     ","Drums     ","50.00","","50.00","15948.00","127586.21","925000.00","True","","0.00","50","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"550509","10","1/24/2018 12:00:00 AM","INV446","          ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","50.00","","","15948.00","127586.21","925000.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"550510","1","1/24/2018 12:00:00 AM","SO627","","","S.9                 ","MC-30 CutBack                                     ","Drums     ","50.00","","50.00","15344.00","122758.62","890000.00","True","","0.00","50","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"550511","10","1/24/2018 12:00:00 AM","INV447","          ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","50.00","","-50.00","15344.00","122758.62","890000.00","","","","50","","","16.00","False","fulqty","0","","","200","","",""
"550512","1","1/25/2018 12:00:00 AM","SO628","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","5.00","","5.00","13362.00","10689.66","77500.00","True","","0.00","5","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"550513","10","1/25/2018 12:00:00 AM","INV448","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","5.00","","","13362.00","10689.66","77500.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"550514","11","1/24/2018 12:00:00 AM","CN18","1         ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","50.00","","","0.00","0.00","0.00","","","","","","","16.00","False","fulqty","","","","200","","",""
"550515","13","1/24/2018 12:00:00 AM","Rvs22","          ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","50.00","","","15344.00","122758.62","890000.00","","","","","","","16.00","False","fulqty","","","","200","","",""
"550516","1","1/26/2018 12:00:00 AM","SO629","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","11.00","","11.00","13966.00","24580.16","178206.16","True","","0.00","11","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"550517","10","1/26/2018 12:00:00 AM","INV449","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","11.00","","","13966.00","24580.16","178206.16","","","","","","","16.00","False","fulqty","0","","","200","","",""
"550518","1","1/26/2018 12:00:00 AM","SO630","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","2.00","13362.00","4275.86","31000.00","True","","0.00","2","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"550519","10","1/26/2018 12:00:00 AM","INV450","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","2.00","","","13362.00","4275.86","31000.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"550520","11","1/24/2018 12:00:00 AM","CN19","1         ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","6.00","","","0.00","0.00","0.00","","","","","","","16.00","False","fulqty","","","","200","","",""
"550521","11","1/24/2018 12:00:00 AM","CN19","1         ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","9.00","","","0.00","0.00","0.00","","","","","","","16.00","False","fulqty","","","","200","","",""
"550522","13","1/24/2018 12:00:00 AM","Rvs23","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","6.00","","","13966.00","13407.36","97203.36","","","","","","","16.00","False","fulqty","","","","200","","",""
"550523","13","1/24/2018 12:00:00 AM","Rvs23","          ","","S.9                 ","MC-30 CutBack                                     ","Drums     ","9.00","","","16380.00","23587.20","171007.20","","","","","","","16.00","False","fulqty","","","","200","","",""
"550524","1","1/27/2018 12:00:00 AM","SO631","","","S.9                 ","MC-30 CutBack                                     ","litres    ","20.00","","20.00","105.00","336.00","2436.00","True","","0.00","20","0.00","S.15","16.00","False","loosqty","","","","1","","",""
"550525","10","1/27/2018 12:00:00 AM","INV451","          ","","S.9                 ","MC-30 CutBack                                     ","litres    ","20.00","","","21000.00","336.00","2436.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"550526","1","1/27/2018 12:00:00 AM","SO632","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","1.00","","1.00","13794.00","2206.90","16000.00","True","","0.00","1","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"550527","10","1/27/2018 12:00:00 AM","INV452","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","1.00","","","13794.00","2206.90","16000.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
"550528","1","1/27/2018 12:00:00 AM","SO633","","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","1.00","","1.00","15000.00","2400.00","17400.00","True","","0.00","1","0.00","S.15","16.00","False","fulqty","","","","200","","",""
"550529","10","1/27/2018 12:00:00 AM","INV453","          ","","S.6                 ","K1-60 Emulsion (60% bidder content)               ","Drums     ","1.00","","","15000.00","2400.00","17400.00","","","","","","","16.00","False","fulqty","0","","","200","","",""
