"date","details","cleared","flag","invref","acctfolio","allocat","amount","pamount","module","type","cash","del","curr_cod","curr_rat","id","i_n_t","period","journal","typ","sns","vatamt","vatc","pkey","systypes_1","ledger"
"1/30/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1622             ","Dr476               ","","120640","0","","T","True","CR","kes       ","1","","I","-19","J.12463             ","r ","1         ","16640","","3672","","02Ac00126           "
"1/31/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1623             ","Dr375               ","","490000","0","","T","True","CR","kes       ","1","","I","-19","J.12468             ","r ","1         ","0","","3673","","02Tr00127           "
"1/29/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1624             ","Dr558               ","","254601.85","254601.85","","T","True","CR","kes       ","1","","I","-19","J.12469             ","r ","1         ","35118","","3674","","02Ac00126           "
"2/27/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1625             ","Dr395               ","","256128","0","","T","True","CR","kes       ","1","","I","-18","J.12470             ","r ","1         ","35328","","3675","","02Tr00127           "
"1/30/2015 12:00:00 AM","Payment:chq no.7273 for inv1625                                                                     ","","DR    ","RC1022              ","Dr395               ","0","-230260","-230260","","T","True","CR","kes       ","1","","R","-19","J.12471             ","_W","1         ","","","3676","","02Tr00127           "
"2/2/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1626             ","Dr461               ","","3324374","0","","T","True","CR","kes       ","1","","I","-18","J.12476             ","r ","1         ","0","","3677","","02Ac00126           "
"2/2/2015 12:00:00 AM","Payment:chq no. 005162                                                                              ","","DR    ","RC1023              ","Dr490               ","0","-420000","-420000","","T","True","CR","kes       ","1","","R","-18","J.12477             ","_W","1         ","","","3678","","02Tr00127           "
"2/2/2015 12:00:00 AM","Payment:chq no. 000544 for inv1622                                                                  ","","DR    ","RC1024              ","Dr476               ","0","-120640","-120640","","T","True","CR","kes       ","1","","R","-18","J.12478             ","_W","1         ","","","3679","","02Ac00126           "
"1/31/2015 12:00:00 AM","Payment:Cash deposit for inv1623                                                                    ","","DR    ","RC1025              ","Dr375               ","0","-490000","-490000","","T","True","CR","kes       ","1","","R","-19","J.12479             ","_W","1         ","","","3680","","02Tr00127           "
"1/13/2015 12:00:00 AM","Payment:chq  no.5156  for inv1616                                                                   ","","DR    ","RC1026              ","Dr490               ","0","-531960","-531960","","T","True","CR","kes       ","1","","R","-19","J.12484             ","_W","1         ","","","3681","","02Tr00127           "
"1/16/2015 12:00:00 AM","Payment:chq no5161 for inv1616                                                                      ","","DR    ","RC1027              ","Dr490               ","0","-420000","-420000","","T","True","CR","kes       ","1","","R","-19","J.12485             ","_W","1         ","","","3682","","02Tr00127           "
"2/4/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1627             ","Dr380               ","","48798.88","-0.12","","T","True","CR","kes       ","1","","I","-18","J.12491             ","r ","1         ","6731","","3683","","02Tr00127           "
"2/5/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1628             ","Dr558               ","","34568","34568","","T","True","CR","kes       ","1","","I","-18","J.12492             ","r ","1         ","4768","","3684","","02Ac00126           "
"2/5/2015 12:00:00 AM","Payment:chq no. 408906                                                                              ","","DR    ","RC1028              ","Dr380               ","0","-400000","-400000","","T","True","CR","kes       ","1","","R","-18","J.12493             ","_W","1         ","","","3685","","02Tr00127           "
"2/3/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1629             ","Dr414               ","","1296300","0","","T","True","CR","kes       ","1","","I","-18","J.12558             ","r ","1         ","178800","","3686","","02Tr00127           "
"1/27/2015 12:00:00 AM","The invoice for deliver no.2595 ( dated 23/1/2015) and delivery no.2461(dated 27/1/2015)            ","","DR    ","INV1630             ","Dr538               ","","371200","0","","T","True","CR","kes       ","1","","I","-19","J.12559             ","r ","1         ","51200","","3687","","02Tr00127           "
"2/5/2015 12:00:00 AM","Payment:TRF  for inv1601                                                                            ","","DR    ","RC1029              ","Dr471               ","0","-1031950","-1031950","","T","True","CR","kes       ","1","","R","-18","J.12568             ","_W","1         ","","","3688","","02Tr00127           "
"2/9/2015 12:00:00 AM","Payment:chq no.007351                                                                               ","","DR    ","RC1030              ","Dr395               ","0","-502560","-502560","","T","True","CR","kes       ","1","","R","-18","J.12569             ","_W","1         ","","","3689","","02Tr00127           "
"2/9/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1631             ","Dr457               ","","1213302","0","","T","True","CR","kes       ","1","","I","-18","J.12579             ","r ","1         ","167352","","3690","","02Ac00126           "
"2/10/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1632             ","Dr457               ","","878047.5","-0.5","","T","True","CR","kes       ","1","","I","-18","J.12582             ","r ","1         ","121110","","3691","","02Ac00126           "
"2/10/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1633             ","Dr457               ","","878047.5","34130.5","","T","True","CR","kes       ","1","","I","-18","J.12583             ","r ","1         ","121110","","3692","","02Ac00126           "
"2/10/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1634             ","Dr395               ","","502560","0","","T","True","CR","kes       ","1","","I","-18","J.12584             ","r ","1         ","66560","","3693","","02Tr00127           "
"2/11/2015 12:00:00 AM","Please note that, all yours drums were damaged, please make arrangement to replace them in the next ","","DR    ","INV1635             ","Dr367               ","","890000","0","","T","True","CR","kes       ","1","","I","-18","J.12589             ","r ","1         ","0","","3694","","02Tr00127           "
"2/12/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1636             ","Dr461               ","","967800","0","","T","True","CR","kes       ","1","","I","-18","J.12590             ","r ","1         ","0","","3695","","02Ac00126           "
"2/11/2015 12:00:00 AM","Payment:chq no.360 for inv1596                                                                      ","","DR    ","RC1031              ","Dr435               ","0","-487800","-487800","","T","True","CR","kes       ","1","","R","-18","J.12591             ","_W","1         ","","","3696","","02Tr00127           "
"2/12/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1637             ","Dr461               ","","978120","0","","T","True","CR","kes       ","1","","I","-18","J.12592             ","r ","1         ","0","","3697","","02Ac00126           "
"2/13/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1638             ","Dr461               ","","1018900","0","","T","True","CR","kes       ","1","","I","-18","J.12624             ","r ","1         ","0","","3698","","02Ac00126           "
"5/12/2015 12:00:00 AM","Payment:CHQ NO.5921 for inv1742                                                                     ","","DR    ","RC1144              ","Dr457               ","0","-800000","-800000","","T","True","CR","kes       ","1","","R","-15","J.13677             ","_W","1         ","","","3994","","02Ac00126           "
"2/14/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1639             ","Dr375               ","","40400","1000","","T","True","CR","kes       ","1","","I","-18","J.12630             ","r ","1         ","0","","3699","","02Tr00127           "
"2/12/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1640             ","Dr383               ","","211159.9","-0.1","","T","True","CR","kes       ","1","","I","-18","J.12635             ","r ","1         ","29126","","3700","","02Tr00127           "
"2/13/2015 12:00:00 AM","Payment:Cash deposit for inv1640                                                                    ","","DR    ","RC1032              ","Dr383               ","0","-211200","-211200","","T","True","CR","kes       ","1","","R","-18","J.12636             ","_W","1         ","","","3701","","02Tr00127           "
"2/13/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1641             ","Dr503               ","","313200","313200","","T","True","CR","kes       ","1","","I","-18","J.12637             ","r ","1         ","43200","","3702","","02Ac00126           "
"2/13/2015 12:00:00 AM","Payment:Cash deposit for inv1641                                                                    ","","DR    ","RC1033              ","Dr503               ","0","-313200","-313200","","T","True","CR","kes       ","1","","R","-18","J.12638             ","_W","1         ","","","3703","","02Ac00126           "
"2/5/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1642             ","Dr563               ","","338599.87","-0.13","","T","True","CR","kes       ","1","","I","-18","J.12647             ","r ","1         ","44634","","3704","","02Tr00127           "
"2/10/2015 12:00:00 AM","Payment:cash deposit for inv1642                                                                    ","","DR    ","RC1034              ","Dr563               ","0","-338600","-338600","","T","True","CR","kes       ","1","","R","-18","J.12648             ","_W","1         ","","","3705","","02Tr00127           "
"2/3/2015 12:00:00 AM","Payment:Payment for invoices 1582, 1583,1591, 1613                                                  ","","DR    ","RC1036              ","Dr461               ","0","-8695066","-8695066","","T","True","CR","kes       ","1","","R","-18","J.12665             ","_W","1         ","","","3706","","02Ac00126           "
"2/17/2015 12:00:00 AM","Payment:chq no. 5163 for inv1616                                                                    ","","DR    ","RC1037              ","Dr490               ","0","-401240","-401240","","T","True","CR","kes       ","1","","R","-18","J.12670             ","_W","1         ","","","3707","","02Tr00127           "
"2/17/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1643             ","Dr498               ","","770000","0","","T","True","CR","kes       ","1","","I","-18","J.12671             ","r ","1         ","0","","3708","","02Tr00127           "
"2/7/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1644             ","Dr498               ","","1078000","0","","T","True","CR","kes       ","1","","I","-18","J.12672             ","r ","1         ","0","","3709","","02Tr00127           "
"2/18/2015 12:00:00 AM","Payment:chq no.546                                                                                  ","","DR    ","RC1038              ","Dr476               ","0","-250000","-250000","","T","True","CR","kes       ","1","","R","-18","J.12673             ","_W","1         ","","","3710","","02Ac00126           "
"2/17/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1645             ","Dr375               ","","238000","0","","T","True","CR","kes       ","1","","I","-18","J.12674             ","r ","1         ","0","","3711","","02Tr00127           "
"2/17/2015 12:00:00 AM","Payment:cash deposit for inv 1645                                                                   ","","DR    ","RC1039              ","Dr375               ","0","-247500","-247500","","T","True","CR","kes       ","1","","R","-18","J.12675             ","_W","1         ","","","3712","","02Tr00127           "
"2/24/2015 12:00:00 AM","Payment:cash payment for inv1639                                                                    ","","DR    ","RC1040              ","Dr375               ","0","-39400","-39400","","T","True","CR","kes       ","1","","R","-18","J.12676             ","_W","1         ","","","3761","","02Tr00127           "
"11/25/2014 12:00:00 AM","sold twice                                                                                          ","","DR    ","INV1542             ","Dr538               ","","-148480","-148480","","T","True","CR","kes       ","1","","I","-21","J.12767             ","R ","1         ","","","3737","","02Tr00127           "
"2/18/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1646             ","Dr471               ","","686140","0","","T","True","CR","kes       ","1","","I","-18","J.12683             ","r ","1         ","94640","","3715","","02Tr00127           "
"2/20/2015 12:00:00 AM","Payment:chq no. 5425                                                                                ","","DR    ","RC1041              ","Dr457               ","0","-867955","-867955","","T","True","CR","kes       ","1","","R","-18","J.12684             ","_W","1         ","","","3716","","02Ac00126           "
"2/20/2015 12:00:00 AM","Payment:chq no.5426                                                                                 ","","DR    ","RC1042              ","Dr457               ","0","-867955","-867955","","T","True","CR","kes       ","1","","R","-18","J.12685             ","_W","1         ","","","3717","","02Ac00126           "
"2/21/2015 12:00:00 AM","NB: There are 50drums on loan to be collected on next delivery                                      ","","DR    ","INV1647             ","Dr469               ","","914999.88","-0.12","","T","True","CR","kes       ","1","","I","-18","J.12686             ","r ","1         ","126207","","3718","","02Ac00126           "
"2/20/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1648             ","Dr545               ","","431056","231056","","T","True","CR","kes       ","1","","I","-18","J.12688             ","r ","1         ","59456","","3719","","02Ac00126           "
"2/21/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1649             ","Dr380               ","","48720","0","","T","True","CR","kes       ","1","","I","-18","J.12689             ","r ","1         ","6720","","3720","","02Tr00127           "
"2/23/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1650             ","Dr380               ","","73158.88","-0.12","","T","True","CR","kes       ","1","","I","-18","J.12690             ","r ","1         ","10091","","3721","","02Tr00127           "
"2/23/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1651             ","Dr370               ","","846800","720800","","T","True","CR","kes       ","1","","I","-18","J.12691             ","r ","1         ","116800","","3722","","02Tr00127           "
"2/23/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1652             ","Dr547               ","","193488","0","","T","True","CR","kes       ","1","","I","-18","J.12692             ","r ","1         ","26688","","3723","","02Tr00127           "
"2/23/2015 12:00:00 AM","Payment:cash deposit for inv1648                                                                    ","","DR    ","RC1043              ","Dr370               ","0","-200000","-200000","","T","True","CR","kes       ","1","","R","-18","J.12726             ","_W","1         ","","","4387","","02Tr00127           "
"2/21/2015 12:00:00 AM","Payment:TRF ON 21/2/2015                                                                            ","","DR    ","RC1044              ","Dr558               ","0","-2500000","-2500000","","T","True","CR","kes       ","1","","R","-18","J.12749             ","_W","1         ","","","3725","","02Ac00126           "
"2/9/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1653             ","Dr564               ","","225000","0","","T","True","CR","kes       ","1","","I","-18","J.12751             ","r ","1         ","0","","3726","","02Tr00127           "
"2/14/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1654             ","Dr564               ","","185400","0","","T","True","CR","kes       ","1","","I","-18","J.12753             ","r ","1         ","0","","3727","","02Tr00127           "
"2/23/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1655             ","Dr564               ","","23400","0","","T","True","CR","kes       ","1","","I","-18","J.12755             ","r ","1         ","0","","3728","","02Tr00127           "
"2/23/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1656             ","Dr564               ","","227700","11500","","T","True","CR","kes       ","1","","I","-18","J.12756             ","r ","1         ","0","","3729","","02Tr00127           "
"2/6/2015 12:00:00 AM","Payment:Cash deposit for inv1653                                                                    ","","DR    ","RC1045              ","Dr564               ","0","-225000","-225000","","T","True","CR","kes       ","1","","R","-18","J.12757             ","_W","1         ","","","3730","","02Tr00127           "
"2/11/2015 12:00:00 AM","Payment:Cash deposit for inv1654, 1655                                                              ","","DR    ","RC1046              ","Dr564               ","0","-225000","-225000","","T","True","CR","kes       ","1","","R","-18","J.12758             ","_W","1         ","","","3731","","02Tr00127           "
"2/21/2015 12:00:00 AM","Payment:Cash deposit for inv1656                                                                    ","","DR    ","RC1047              ","Dr564               ","0","-200000","-200000","","T","True","CR","kes       ","1","","R","-18","J.12759             ","_W","1         ","","","3732","","02Tr00127           "
"2/24/2015 12:00:00 AM","Payment:chq no.208 for inv1652                                                                      ","","DR    ","RC1048              ","Dr547               ","0","-193488","-193488","","T","True","CR","kes       ","1","","R","-18","J.12760             ","_W","1         ","","","3733","","02Tr00127           "
"2/24/2015 12:00:00 AM","Payment:chq no.026812 for inv1605                                                                   ","","DR    ","RC1049              ","Dr434               ","0","-178640","-178640","","T","True","CR","kes       ","1","","R","-18","J.12761             ","_W","1         ","","","3734","","02Tr00127           "
"2/24/2015 12:00:00 AM","Payment:chq no.560                                                                                  ","","DR    ","RC1050              ","Dr476               ","0","-250000","-250000","","T","True","CR","kes       ","1","","R","-18","J.12762             ","_W","1         ","","","3735","","02Ac00126           "
"2/24/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1657             ","Dr503               ","","16881.99","16881.99","","T","True","CR","kes       ","1","","I","-18","J.12763             ","r ","1         ","2329","","3736","","02Ac00126           "
"2/24/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1658             ","Dr538               ","","185600","0","","T","True","CR","kes       ","1","","I","-18","J.12768             ","r ","1         ","25600","","3738","","02Tr00127           "
"2/25/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1659             ","Dr502               ","","464720","0","","T","True","CR","kes       ","1","","I","-18","J.12770             ","r ","1         ","64099","","3739","","02Ac00126           "
"2/24/2015 12:00:00 AM","for dlivery no. 2616 and 2619                                                                       ","","DR    ","INV1660             ","Dr558               ","","848672.82","848672.82","","T","True","CR","kes       ","1","","I","-18","J.12773             ","r ","1         ","117058","","3740","","02Ac00126           "
"2/26/2015 12:00:00 AM","for delivery no. 2617, 2620 and 2626                                                                ","","DR    ","INV1661             ","Dr558               ","","345680","345680","","T","True","CR","kes       ","1","","I","-18","J.12774             ","r ","1         ","47680","","3741","","02Ac00126           "
"2/26/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1662             ","Dr565               ","","601879.53","1879.53","","T","True","CR","kes       ","1","","I","-18","J.12775             ","r ","1         ","83018","","3742","","02Tr00127           "
"2/24/2015 12:00:00 AM","Payment:chq no. 2807 for inv 1662                                                                   ","","DR    ","RC1051              ","Dr565               ","0","-600000","-600000","","T","True","CR","kes       ","1","","R","-18","J.12776             ","_W","1         ","","","3743","","02Tr00127           "
"2/26/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1663             ","Dr457               ","","870000","0","","T","True","CR","kes       ","1","","I","-18","J.12777             ","r ","1         ","120000","","3744","","02Ac00126           "
"2/18/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1664             ","Dr375               ","","210000","0","","T","True","CR","kes       ","1","","I","-18","J.12778             ","r ","1         ","0","","3745","","02Tr00127           "
"2/19/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1665             ","Dr375               ","","238000","0","","T","True","CR","kes       ","1","","I","-18","J.12779             ","r ","1         ","0","","3746","","02Tr00127           "
"2/26/2015 12:00:00 AM","Payment:cash deposit for invs1664, 1665                                                             ","","DR    ","RC1052              ","Dr375               ","0","-452500","-452500","","T","True","CR","kes       ","1","","R","-18","J.12780             ","_W","1         ","","","3747","","02Tr00127           "
"2/25/2015 12:00:00 AM","Payment:chq no. 023149                                                                              ","","DR    ","RC1053              ","Dr538               ","0","-371200","-371200","","T","True","CR","kes       ","1","","R","-18","J.12781             ","_W","1         ","","","3748","","02Tr00127           "
"2/25/2015 12:00:00 AM","Payment:chq no. 501765 for inv1659                                                                  ","","DR    ","RC1054              ","Dr502               ","0","-464720","-464720","","T","True","CR","kes       ","1","","R","-18","J.12782             ","_W","1         ","","","3749","","02Ac00126           "
"2/25/2015 12:00:00 AM","Payment:chq no.5432                                                                                 ","","DR    ","RC1055              ","Dr457               ","0","-900000","-900000","","T","True","CR","kes       ","1","","R","-18","J.12783             ","_W","1         ","","","3750","","02Ac00126           "
"2/25/2015 12:00:00 AM","Payment:chq no.5433                                                                                 ","","DR    ","RC1056              ","Dr457               ","0","-299356","-299356","","T","True","CR","kes       ","1","","R","-18","J.12784             ","_W","1         ","","","3751","","02Ac00126           "
"2/26/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1666             ","Dr440               ","","1044000","0","","T","True","CR","kes       ","1","","I","-18","J.12785             ","r ","1         ","144000","","3752","","02Tr00127           "
"3/2/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1667             ","Dr538               ","","185600","-185600","","T","True","CR","kes       ","1","","I","-17","J.12788             ","r ","1         ","25600","","3753","","02Tr00127           "
"3/2/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1668             ","Dr461               ","","972960","0","","T","True","CR","kes       ","1","","I","-17","J.12827             ","r ","1         ","0","","3754","","02Ac00126           "
"2/26/2015 12:00:00 AM","Payment:chq no. 349 for inv 1476                                                                    ","","DR    ","RC1057              ","Dr535               ","0","-864200","-864200","","T","True","CR","kes       ","1","","R","-18","J.12841             ","_W","1         ","","","3755","","02Tr00127           "
"2/26/2015 12:00:00 AM","Payment:chq no. 348 for inv 1520                                                                    ","","DR    ","RC1058              ","Dr535               ","0","-864200","-864200","","T","True","CR","kes       ","1","","R","-18","J.12842             ","_W","1         ","","","3756","","02Tr00127           "
"2/26/2015 12:00:00 AM","Payment:Chq no. 350 for inv 1552                                                                    ","","DR    ","RC1059              ","Dr535               ","0","-864200","-864200","","T","True","CR","kes       ","1","","R","-18","J.12843             ","_W","1         ","","","3757","","02Tr00127           "
"2/23/2015 12:00:00 AM","Payment:RTG/RMT for inv                                                                             ","","DR    ","RC1060              ","Dr469               ","0","-915000","-915000","","T","True","CR","kes       ","1","","R","-18","J.12844             ","_W","1         ","","","3758","","02Ac00126           "
"2/24/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1669             ","Dr566               ","","120000","0","","T","True","CR","kes       ","1","","I","-18","J.12845             ","r ","1         ","16552","","3759","","02Tr00127           "
"2/24/2015 12:00:00 AM","Payment:Cash deposit  for inv 1669                                                                  ","","DR    ","RC1061              ","Dr566               ","0","-120000","-120000","","T","True","CR","kes       ","1","","R","-18","J.12846             ","_W","1         ","","","3760","","02Tr00127           "
"12/10/2014 12:00:00 AM","transport charges                                                                                   ","","DR    ","INV1607             ","Dr490               ","","-24360","-24360","","T","True","CR","kes       ","1","","I","-20","J.12849             ","R ","1         ","","","3762","","02Tr00127           "
"2/27/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1670             ","Dr375               ","","215600","0","","T","True","CR","kes       ","1","","I","-18","J.12852             ","r ","1         ","0","","3763","","02Tr00127           "
"2/28/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1671             ","Dr471               ","","483952","0","","T","True","CR","kes       ","1","","I","-18","J.12854             ","r ","1         ","66752","","3764","","02Tr00127           "
"6/24/2021 12:00:00 AM","Receipt  TRF                                                                                        ","","DR    ","Rct1344             ","Dr510716            ","","-2149293","0","","","","","KES       ","","","R","58","Jv26093             ","_W","","0","","755001","12","02Ac00126           "
"3/4/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1673             ","Dr380               ","","73080","0","","T","True","CR","kes       ","1","","I","-17","J.12856             ","r ","1         ","10080","","3766","","02Tr00127           "
"3/4/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1674             ","Dr461               ","","985000","0","","T","True","CR","kes       ","1","","I","-17","J.12858             ","r ","1         ","0","","3767","","02Ac00126           "
"2/28/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1675             ","Dr367               ","","890000","0","","T","True","CR","kes       ","1","","I","-18","J.12867             ","r ","1         ","0","","3768","","02Tr00127           "
"2/28/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1676             ","Dr370               ","","287912","287912","","T","True","CR","kes       ","1","","I","-18","J.12868             ","r ","1         ","39712","","3769","","02Tr00127           "
"2/28/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1677             ","Dr440               ","","754000","0","","T","True","CR","kes       ","1","","I","-18","J.12869             ","r ","1         ","104000","","3770","","02Tr00127           "
"2/28/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1678             ","Dr567               ","","927000","927000","","T","True","CR","kes       ","1","","I","-18","J.12876             ","r ","1         ","0","","3771","","02Ac00126           "
"2/18/2015 12:00:00 AM","Payment:Cash deposit for inv1678                                                                    ","","DR    ","RC1062              ","Dr567               ","0","-900000","-900000","","T","True","CR","kes       ","1","","R","-18","J.12877             ","_W","1         ","","","3772","","02Ac00126           "
"3/5/2015 12:00:00 AM","Payment:Chq no.561                                                                                  ","","DR    ","RC1063              ","Dr476               ","0","-250000","-250000","","T","True","CR","kes       ","1","","R","-17","J.12879             ","_W","1         ","","","3773","","02Ac00126           "
"3/5/2015 12:00:00 AM","Payment:Cash deposit                                                                                ","","DR    ","RC1064              ","Dr375               ","0","-635600","-635600","","T","True","CR","kes       ","1","","R","-17","J.12902             ","_W","1         ","","","3774","","02Tr00127           "
"3/6/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1679             ","Dr535               ","","864200","0","","T","True","CR","kes       ","1","","I","-17","J.12924             ","r ","1         ","119200","","3775","","02Tr00127           "
"3/6/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1680             ","Dr471               ","","307980","0","","T","True","CR","kes       ","1","","I","-17","J.12925             ","r ","1         ","42480","","3776","","02Tr00127           "
"3/9/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1682             ","Dr547               ","","770699.01","0.01","","T","True","CR","kes       ","1","","I","-17","J.12927             ","r ","1         ","106303","","3778","","02Tr00127           "
"3/7/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1683             ","Dr380               ","","34800","0","","T","True","CR","kes       ","1","","I","-17","J.12930             ","r ","1         ","4800","","3779","","02Tr00127           "
"3/6/2015 12:00:00 AM","Payment:RTGS/RMT                                                                                    ","","DR    ","RC1065              ","Dr498               ","0","-3696000","-3696000","","T","True","CR","kes       ","1","","R","-17","J.12931             ","_W","1         ","","","3780","","02Tr00127           "
"3/9/2015 12:00:00 AM","Payment:Chq no. 256 for inv1682                                                                     ","","DR    ","RC1066              ","Dr547               ","0","-770699","-770699","","T","True","CR","kes       ","1","","R","-17","J.12932             ","_W","1         ","","","3781","","02Tr00127           "
"3/10/2015 12:00:00 AM","Payment:chq no 23225 for inv 1571,1572                                                              ","","DR    ","RC1067              ","Dr538               ","0","-334080","-334080","","T","True","CR","kes       ","1","","R","-17","J.12935             ","_W","1         ","","","3782","","02Tr00127           "
"3/10/2015 12:00:00 AM","Payment:Chq no.815864 for inv 1629                                                                  ","","DR    ","RC1068              ","Dr414               ","0","-900000","-900000","","T","True","CR","kes       ","1","","R","-17","J.12937             ","_W","1         ","","","3783","","02Tr00127           "
"3/10/2015 12:00:00 AM","Payment:chq no. 562                                                                                 ","","DR    ","RC1069              ","Dr476               ","0","-250000","-250000","","T","True","CR","kes       ","1","","R","-17","J.12938             ","_W","1         ","","","3784","","02Ac00126           "
"3/10/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1684             ","Dr461               ","","985000","0","","T","True","CR","kes       ","1","","I","-17","J.12947             ","r ","1         ","0","","3785","","02Ac00126           "
"3/11/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1685             ","Dr380               ","","73119.44","0.44","","T","True","CR","kes       ","1","","I","-17","J.12948             ","r ","1         ","10085","","3786","","02Tr00127           "
"3/12/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1686             ","Dr461               ","","978120","0","","T","True","CR","kes       ","1","","I","-17","J.12962             ","r ","1         ","0","","3787","","02Ac00126           "
"3/5/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1687             ","Dr568               ","","111360","0","","T","True","CR","kes       ","1","","I","-17","J.12963             ","r ","1         ","15360","","3788","","02Tr00127           "
"3/6/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1688             ","Dr558               ","","69136","69136","","T","True","CR","kes       ","1","","I","-17","J.12964             ","r ","1         ","9536","","3789","","02Ac00126           "
"3/11/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1689             ","Dr375               ","","360000","0","","T","True","CR","kes       ","1","","I","-17","J.12965             ","r ","1         ","0","","3790","","02Tr00127           "
"3/6/2015 12:00:00 AM","Payment:CASH DEPOSIT FOR INV1687                                                                    ","","DR    ","RC1070              ","Dr568               ","0","-111350","-111350","","T","True","CR","kes       ","1","","R","-17","J.12966             ","_W","1         ","","","3791","","02Tr00127           "
"3/11/2015 12:00:00 AM","Payment:Cash deposit for inv1689                                                                    ","","DR    ","RC1071              ","Dr375               ","0","-360000","-360000","","T","True","CR","kes       ","1","","R","-17","J.12967             ","_W","1         ","","","3792","","02Tr00127           "
"3/4/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1690             ","Dr503               ","","174000","14000","","T","True","CR","kes       ","1","","I","-17","J.12968             ","r ","1         ","24000","","3793","","02Ac00126           "
"3/4/2015 12:00:00 AM","Payment:Cash deposit for invoice 1690                                                               ","","DR    ","RC1072              ","Dr503               ","0","-160000","-160000","","T","True","CR","kes       ","1","","R","-17","J.12969             ","_W","1         ","","","3794","","02Ac00126           "
"3/6/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1691             ","Dr395               ","","1026600","0","","T","True","CR","kes       ","1","","I","-17","J.12970             ","r ","1         ","141600","","3795","","02Tr00127           "
"3/5/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1692             ","Dr375               ","","420000","420000","","T","True","CR","kes       ","1","","I","-17","J.12971             ","r ","1         ","0","","3796","","02Tr00127           "
"3/13/2015 12:00:00 AM","                                                                                                    ","","DR    ","INV1693             ","Dr538               ","","148480","-148480","","T","True","CR","kes       ","1","","I","-17","J.12975             ","r ","1         ","20480","","3797","","02Tr00127           "
