"docno","date","itemcode","externalref","narrative","amount","printed","journal","currency"
"Rct1190             ","11/19/2020 12:00:00 AM","Dr510775            ","cash","Paid in KES","1600.00","","Jv23200","KES       "
"Rct1191             ","2/12/2021 12:00:00 AM","Dr510784            ","Mpesa","Paid in KES","51600.00","","Jv23201","KES       "
"Rct1192             ","2/24/2021 12:00:00 AM","Dr90670             ","","Paid in KES","0.00","","Jv23283","KES       "
"Rct1193             ","2/24/2021 12:00:00 AM","Dr90670             ","Mpesa","Paid in KES","32000.00","","Jv23284","KES       "
"Rct1194             ","2/25/2021 12:00:00 AM","Dr90670             ","Mpesa","Paid in KES","43920.00","True","Jv23300","KES       "
"Rct1195             ","2/26/2021 12:00:00 AM","Dr392               ","Mpesa","Paid in KES","24420.00","","Jv23323","KES       "
"Rct1196             ","2/8/2021 12:00:00 AM","Dr392               ","Mpesa","Paid in KES","24420.00","","Jv23324","KES       "
"Rct1197             ","11/16/2020 12:00:00 AM","Dr471               ","TRF","Paid in KES","750400.00","","Jv23367","KES       "
"Rct1198             ","3/2/2021 12:00:00 AM","Dr510809            ","CASH","Paid in KES","143000.00","True","Jv23374","KES       "
"Rct1199             ","3/4/2021 12:00:00 AM","Dr510810            ","CHQ.001643","Paid in KES","761638.00","True","Jv23398","KES       "
"Rct1200             ","2/26/2021 12:00:00 AM","Dr510766            ","chq","Paid in KES","98020.00","True","Jv23407","KES       "
"Rct1201             ","3/3/2021 12:00:00 AM","Dr561               ","chq","Paid in KES","17094.69","True","Jv23409","KES       "
"Rct1202             ","3/9/2021 12:00:00 AM","Dr90670             ","Mpesa","Paid in KES","73200.00","True","Jv23466","KES       "
"Rct1203             ","3/2/2021 12:00:00 AM","Dr510741            ","TRF","Paid in KES","3000000.00","","Jv23479","KES       "
"Rct1204             ","3/4/2021 12:00:00 AM","Dr510805            ","Mpesa","Paid in KES","56840.00","","Jv23520","KES       "
"Rct1205             ","3/15/2021 12:00:00 AM","Dr510797            ","MPESA","Paid in KES","49500.00","True","Jv23523","KES       "
"Rct1206             ","3/15/2021 12:00:00 AM","Dr510751            ","chq000059","Paid in KES","773372.00","True","Jv23533","KES       "
"Rct1207             ","3/8/2021 12:00:00 AM","Dr510784            ","Mpesa","Paid in KES","72000.00","","Jv23544","KES       "
"Rct1208             ","11/19/2020 12:00:00 AM","Dr510716            ","TRF","Paid in KES","4244211.00","","Jv23546","KES       "
"Rct1209             ","12/8/2020 12:00:00 AM","Dr510688            ","chq","Paid in KES","984421.00","","Jv23558","KES       "
"Rct1210             ","11/6/2020 12:00:00 AM","Dr510688            ","chq","Paid in KES","984421.00","","Jv23561","KES       "
"Rct1211             ","1/14/2020 12:00:00 AM","Dr510688            ","chq4378","Paid in KES","984724.00","","Jv23562","KES       "
"Rct1212             ","3/11/2021 12:00:00 AM","Dr510751            ","TRF","Paid in KES","773333.00","","Jv23564","KES       "
"Rct1213             ","1/27/2021 12:00:00 AM","Dr510751            ","chq023","Paid in KES","773334.00","","Jv23565","KES       "
"Rct1214             ","3/22/2021 12:00:00 AM","Dr649               ","CHQ.013862","Paid in KES","511034.45","True","Jv23665","KES       "
"Rct1215             ","3/23/2021 12:00:00 AM","Dr510798            ","CASH","Paid in KES","32400.00","True","Jv23691","KES       "
"Rct1216             ","3/23/2021 12:00:00 AM","Dr510762            ","CHQ.039023","Paid in KES","10000.00","True","Jv23692","KES       "
"Rct1217             ","3/23/2021 12:00:00 AM","Dr649               ","Chq013863","Paid in KES","511034.45","True","Jv23693","KES       "
"Rct1218             ","3/22/2021 12:00:00 AM","Dr90670             ","Chq000099","Paid in KES","200000.00","True","Jv23708","KES       "
"Rct1219             ","3/24/2021 12:00:00 AM","Dr649               ","chq013864","Paid in KES","511034.55","True","Jv23721","KES       "
"Rct1220             ","3/23/2021 12:00:00 AM","Dr510818            ","CASH","Paid in KES","8800.00","True","Jv23726","KES       "
"Rct1221             ","3/8/2021 12:00:00 AM","Dr510805            ","Mpesa","Paid in KES","37600.00","","Jv23727","KES       "
"Rct1222             ","3/11/2021 12:00:00 AM","Dr510784            ","Mpesa","Paid in KES","54440.00","","Jv23734","KES       "
"Rct1223             ","3/11/2021 12:00:00 AM","Dr510784            ","Mpesa","Paid in KES","55440.00","","Jv23735","KES       "
"Rct1224             ","3/9/2021 12:00:00 AM","Dr510784            ","Mpesa","Paid in KES","67200.00","","Jv23736","KES       "
"Rct1225             ","3/3/2021 12:00:00 AM","Dr510784            ","Mpesa","Paid in KES","78960.00","","Jv23737","KES       "
"Rct1227             ","3/9/2021 12:00:00 AM","Dr510784            ","Mpesa","Paid in KES","67200.00","","Jv23738","KES       "
"Rct1228             ","2/24/2021 12:00:00 AM","Dr510784            ","Mpesa","Paid in KES","12480.00","","Jv23739","KES       "
"Rct1229             ","3/24/2021 12:00:00 AM","Dr510817            ","CHQ.003738","Paid in KES","705586.00","True","Jv23749","KES       "
"Rct1230             ","3/26/2021 12:00:00 AM","Dr510751            ","Chq000032","Paid in KES","773372.00","True","Jv23767","KES       "
"Rct1231             ","3/26/2021 12:00:00 AM","Dr510751            ","chq00033","Paid in KES","232012.00","True","Jv23768","KES       "
"Rct1232             ","3/31/2021 12:00:00 AM","Dr371               ","Mpesa","Paid in KES","32000.00","","Jv23803","KES       "
"Rct1233             ","3/24/2021 12:00:00 AM","Dr510789            ","INV.1526","Paid in KES","23000.00","True","Jv23818","KES       "
"Rct1234             ","3/10/2021 12:00:00 AM","Dr510812            ","Mpesa","Paid in KES","17400.00","True","Jv23929","KES       "
"Rct1235             ","4/21/2021 12:00:00 AM","Dr593               ","Mpesa","Paid in KES","9000.00","True","Jv24056","KES       "
"Rct1236             ","4/8/2021 12:00:00 AM","Dr510766            ","chq","Paid in KES","55376.15","True","Jv24061","KES       "
"Rct1237             ","5/4/2021 12:00:00 AM","Dr605               ","CHQ 000320","Paid in KES","279000.00","True","Jv24252","KES       "
"Rct1238             ","3/17/2021 12:00:00 AM","Dr510813            ","Mpesa","Paid in KES","24000.00","","Jv24262","KES       "
"Rct1239             ","3/20/2021 12:00:00 AM","Dr510815            ","Mpesa","Paid in KES","4500.00","","Jv24264","KES       "
"Rct1240             ","3/24/2021 12:00:00 AM","Dr510784            ","Mpesa","Paid in KES","97100.00","","Jv24353","KES       "
"Rct1241             ","3/27/2021 12:00:00 AM","Dr510773            ","Mpesa","Paid in KES","52200.00","","Jv24356","KES       "
"Rct1242             ","3/29/2021 12:00:00 AM","Dr510797            ","Mpesa","Paid in KES","99000.00","","Jv24358","KES       "
"Rct1243             ","5/7/2021 12:00:00 AM","Dr369               ","Mpesa","Paid in KES","16000.00","","Jv24360","KES       "
"Rct1244             ","3/29/2021 12:00:00 AM","Dr547               ","Mpesa","Paid in KES","29000.00","","Jv24362","KES       "
"Rct1245             ","3/2/2021 12:00:00 AM","Dr471               ","","Paid in KES","717060.00","True","Jv24434","KES       "
"Rct1246             ","5/11/2021 12:00:00 AM","Dr510798            ","MPESA","Paid in KES","37200.00","True","Jv24478","KES       "
"Rct1247             ","4/27/2021 12:00:00 AM","Dr510810            ","","Paid in KES","761638.00","True","Jv24501","KES       "
"Rct1248             ","4/30/2021 12:00:00 AM","Dr510815            ","MPESA","Paid in KES","9400.00","True","Jv24511","KES       "
"Rct1249             ","4/2/2021 12:00:00 AM","Dr510815            ","MPESA","Paid in KES","18000.00","True","Jv24592","KES       "
"Rct1250             ","5/17/2021 12:00:00 AM","Dr510751            ","Chq000041","Paid in KES","773372.00","True","Jv24595","KES       "
"Rct1251             ","5/17/2021 12:00:00 AM","Dr510751            ","chq000040","Paid in KES","773372.00","True","Jv24596","KES       "
"Rct1252             ","5/10/2021 12:00:00 AM","Dr471               ","RTGS","Paid in KES","830779.90","True","Jv24600","KES       "
"Rct1253             ","5/18/2021 12:00:00 AM","Dr510833            ","MPESA","Paid in KES","3800.00","True","Jv24612","KES       "
"Rct1254             ","5/18/2021 12:00:00 AM","Dr510832            ","MPESA","Paid in KES","6000.00","True","Jv24613","KES       "
"Rct1255             ","5/15/2021 12:00:00 AM","Dr510831            ","CASH","Paid in KES","4200.00","True","Jv24614","KES       "
"Rct1256             ","5/17/2021 12:00:00 AM","Dr510831            ","CASH","Paid in KES","4200.00","True","Jv24615","KES       "
"Rct1258             ","5/18/2021 12:00:00 AM","Dr510784            ","Mpesa","Paid in KES","51000.00","True","Jv24616","KES       "
"Rct1259             ","5/17/2021 12:00:00 AM","Dr510805            ","Mpesa","Paid in KES","19800.00","True","Jv24617","KES       "
"Rct1260             ","4/23/2021 12:00:00 AM","Dr510716            ","TRF","Paid in KES","4298586.00","","Jv24618","KES       "
"Rct1261             ","3/19/2021 12:00:00 AM","Dr510716            ","TRF","Paid in KES","4298586.00","","Jv24620","KES       "
"Rct1262             ","5/18/2021 12:00:00 AM","Dr369               ","Mpesa","Paid in KES","16000.00","True","Jv24624","KES       "
"Rct1263             ","5/19/2021 12:00:00 AM","Dr510805            ","Mpesa","Paid in KES","33600.00","True","Jv24627","KES       "
"Rct1264             ","4/1/2021 12:00:00 AM","Dr510784            ","Mpesa","Paid in KES","32000.00","","Jv24631","KES       "
"Rct1265             ","4/1/2021 12:00:00 AM","Dr510784            ","Mpesa","Paid in KES","32000.00","","Jv24632","KES       "
"Rct1266             ","5/20/2021 12:00:00 AM","Dr510822            ","Chq0024494","Paid in KES","312910.00","True","Jv24777","KES       "
"Rct1267             ","4/19/2021 12:00:00 AM","Dr510822            ","TRF","Paid in KES","312910.00","","Jv24778","KES       "
"Rct1269             ","5/20/2021 12:00:00 AM","Dr510820            ","Mpesa","Paid in KES","80000.00","True","Jv24787","KES       "
"Rct1270             ","5/18/2021 12:00:00 AM","Dr510766            ","chq006381","Paid in KES","60363.00","True","Jv24790","KES       "
"Rct1271             ","5/21/2021 12:00:00 AM","Dr510834            ","CASH","Paid in KES","53000.00","True","Jv24810","KES       "
"Rct1273             ","1/8/2021 12:00:00 AM","Dr510766            ","chq107186","Paid in KES","86730.80","","Jv24811","KES       "
"Rct1274             ","1/8/2021 12:00:00 AM","Dr510790            ","Mpesa","Paid in KES","160200.00","","Jv24813","KES       "
"Rct1275             ","1/11/2021 12:00:00 AM","Dr510790            ","Mpesa","Paid in KES","293400.00","","Jv24814","KES       "
"Rct1276             ","5/12/2021 12:00:00 AM","Dr369               ","Mpesa","Paid in KES","16000.00","","Jv24849","KES       "
"Rct1277             ","4/29/2021 12:00:00 AM","Dr369               ","Mpesa","Paid in KES","32000.00","","Jv24850","KES       "
"Rct1278             ","4/23/2021 12:00:00 AM","Dr369               ","Mpesa","Paid in KES","80000.00","","Jv24851","KES       "
"Rct1279             ","3/2/2021 12:00:00 AM","Dr510712            ","cash","Paid in KES","800000.00","","Jv24854","KES       "
"Rct1280             ","3/2/2021 12:00:00 AM","Dr510712            ","cash","Paid in KES","800000.00","","Jv24855","KES       "
"Rct1282             ","4/12/2021 12:00:00 AM","Dr70670             ","chq000353","Paid in KES","410000.00","","Jv24865","KES       "
"Rct1283             ","5/12/2021 12:00:00 AM","Dr594               ","TRF","Paid in KES","2345000.00","","Jv24866","KES       "
"Rct1284             ","4/15/2021 12:00:00 AM","Dr140670            ","TRF","Paid in KES","684000.00","","Jv24867","KES       "
"Rct1285             ","4/15/2021 12:00:00 AM","Dr510780            ","TRF","Paid in KES","364000.00","","Jv24868","KES       "
"Rct1286             ","4/16/2021 12:00:00 AM","Dr510772            ","TRF","Paid in KES","107200.00","","Jv24869","KES       "
"Rct1287             ","4/20/2021 12:00:00 AM","Dr380               ","chq416218","Paid in KES","225017.00","","Jv24870","KES       "
"Rct1288             ","4/23/2021 12:00:00 AM","Dr369               ","Mpesa","Paid in KES","80000.00","","Jv24871","KES       "
"Rct1289             ","4/26/2021 12:00:00 AM","Dr510821            ","TRF","Paid in KES","896275.85","","Jv24872","KES       "
"Rct1290             ","5/26/2021 12:00:00 AM","Dr510824            ","TRF","Paid in KES","997540.00","","Jv24874","KES       "
"Rct1291             ","4/29/2021 12:00:00 AM","Dr510780            ","TRF","Paid in KES","300000.00","","Jv24876","KES       "
"Rct1292             ","4/12/2021 12:00:00 AM","Dr594               ","TRF","Paid in KES","2345000.00","","Jv24877","KES       "
"Rct1293             ","4/26/2021 12:00:00 AM","Dr510824            ","TRF","Paid in KES","997540.00","","Jv24878","KES       "
"Rct1294             ","4/14/2021 12:00:00 AM","Dr510784            ","Mpesa","Paid in KES","69000.00","","Jv24885","KES       "
"Rct1295             ","4/17/2021 12:00:00 AM","Dr510820            ","Mpesa","Paid in KES","70000.00","","Jv24891","KES       "
"Rct1296             ","4/20/2021 12:00:00 AM","Dr510784            ","Mpesa","Paid in KES","66500.00","","Jv24893","KES       "
"Rct1297             ","4/26/2021 12:00:00 AM","Dr510805            ","Mpesa","Paid in KES","18720.00","","Jv24904","KES       "
"Rct1298             ","5/26/2021 12:00:00 AM","Dr510840            ","CASH","Paid in KES","16000.00","True","Jv25019","KES       "
"Rct1299             ","5/28/2021 12:00:00 AM","Dr510843            ","MPESA","Paid in KES","5000.00","True","Jv25145","KES       "
"Rct1300             ","5/31/2021 12:00:00 AM","Dr369               ","Mpesa","Paid in KES","16000.00","True","Jv25152","KES       "
"Rct1301             ","6/1/2021 12:00:00 AM","Dr510845            ","Mpesa","Paid in KES","264000.00","True","Jv25167","KES       "
"Rct1303             ","6/3/2021 12:00:00 AM","Dr90670             ","","Paid in KES","22000.00","True","Jv25240","KES       "
"Rct1304             ","6/4/2021 12:00:00 AM","Dr510846            ","Mpesa","Paid in KES","3500.00","True","Jv25257","KES       "
"Rct1305             ","6/4/2021 12:00:00 AM","Dr510832            ","MPESA","Paid in KES","6000.00","True","Jv25260","KES       "
"Rct1306             ","6/5/2021 12:00:00 AM","Dr510847            ","CASH","Paid in KES","900.00","True","Jv25272","KES       "
"Rct1307             ","5/31/2021 12:00:00 AM","Dr510815            ","MPESA","Paid in KES","18800.00","True","Jv25275","KES       "
"Rct1308             ","6/7/2021 12:00:00 AM","Dr510848            ","MPESA","Paid in KES","17100.00","True","Jv25276","KES       "
"Rct1309             ","6/7/2021 12:00:00 AM","Dr510758            ","CASH","Paid in KES","255000.00","True","Jv25288","KES       "
"Rct1310             ","6/4/2021 12:00:00 AM","Dr140670            ","TRF","Paid in KES","752400.00","True","Jv25335","KES       "
"Rct1311             ","6/14/2021 12:00:00 AM","Dr510804            ","chq000734","Paid in KES","815689.00","True","Jv25353","KES       "
"Rct1312             ","6/17/2021 12:00:00 AM","Dr380               ","chq416476","Paid in KES","213689.00","True","Jv25363","KES       "
"Rct1313             ","3/11/2021 12:00:00 AM","Dr510721            ","cash","Paid in KES","14640.00","","Jv25367","KES       "
"Rct1314             ","5/12/2021 12:00:00 AM","Dr510805            ","Mpesa","Paid in KES","52700.00","","Jv25503","KES       "
"Rct1315             ","5/13/2021 12:00:00 AM","Dr392               ","Mpesa","Paid in KES","16280.00","","Jv25505","KES       "
"Rct1316             ","5/15/2021 12:00:00 AM","Dr510784            ","Mpesa","Paid in KES","70000.00","","Jv25507","KES       "
"Rct1317             ","8/6/2020 12:00:00 AM","Dr510752            ","TRF","Paid in KES","612500.00","","Jv25612","KES       "
"Rct1318             ","6/11/2021 12:00:00 AM","Dr510752            ","TRF","Paid in KES","907000.00","True","Jv25633","KES       "
"Rct1319             ","6/17/2021 12:00:00 AM","Dr510752            ","TRF","Paid in KES","1001000.00","True","Jv25634","KES       "
"Rct1320             ","6/17/2021 12:00:00 AM","Dr510752            ","TRF","Paid in KES","1001000.00","","Jv25635","KES       "
"Rct1321             ","6/17/2021 12:00:00 AM","Dr510752            ","TRF","Paid in KES","1001000.00","True","Jv25636","KES       "
"Rct1323             ","6/18/2021 12:00:00 AM","Dr510752            ","TRF","Paid in KES","1638000.00","True","Jv25637","KES       "
"Rct1324             ","6/25/2021 12:00:00 AM","Dr594               ","Chq000106","Paid in KES","623448.00","True","Jv25785","KES       "
"Rct1325             ","6/25/2021 12:00:00 AM","Dr594               ","chq000109","Paid in KES","623448.00","True","Jv25786","KES       "
"Rct1326             ","6/14/2021 12:00:00 AM","Dr510741            ","TRF","Paid in KES","205320.00","True","Jv25878","KES       "
"Rct1327             ","6/30/2021 12:00:00 AM","Dr369               ","MPESA","Paid in KES","32000.00","True","Jv25923","KES       "
"Rct1328             ","6/21/2021 12:00:00 AM","Dr510815            ","MPESA","Paid in KES","23499.98","True","Jv25924","KES       "
"Rct1329             ","6/21/2021 12:00:00 AM","Dr510815            ","MPESA","Paid in KES","23500.00","True","Jv25985","KES       "
"Rct1330             ","7/7/2021 12:00:00 AM","Dr510850            ","MPESA","Paid in KES","3600.00","True","Jv25988","KES       "
"Rct1331             ","7/7/2021 12:00:00 AM","Dr533               ","chq017234","Paid in KES","50000.00","True","Jv25991","KES       "
"Rct1332             ","6/21/2021 12:00:00 AM","Dr369               ","","Paid in KES","38000.00","True","Jv25999","KES       "
"Rct1333             ","6/21/2021 12:00:00 AM","Dr369               ","MPESA","Paid in KES","38000.00","True","Jv26000","KES       "
"Rct1334             ","6/22/2021 12:00:00 AM","Dr369               ","MPESA","Paid in KES","54000.00","True","Jv26006","KES       "
"Rct1335             ","7/5/2021 12:00:00 AM","Dr384               ","MPESA","Paid in KES","48000.00","True","Jv26007","KES       "
"Rct1339             ","6/24/2021 12:00:00 AM","Dr594               ","TRF","Paid in KES","1246400.00","True","Jv26062","KES       "
"Rct1340             ","5/19/2021 12:00:00 AM","Dr594               ","TRF","Paid in KES","1290000.00","","Jv26068","KES       "
"Rct1342             ","7/10/2021 12:00:00 AM","Dr510793            ","","Paid in KES","6500.00","True","Jv26071","KES       "
"Rct1343             ","6/10/2021 12:00:00 AM","Dr432               ","MPESA","Paid in KES","98500.00","","Jv26076","KES       "
"Rct1344             ","6/24/2021 12:00:00 AM","Dr510716            ","TRF","Paid in KES","2149293.00","True","Jv26093","KES       "
"Rct1345             ","7/13/2021 12:00:00 AM","Dr510716            ","TRF","Paid in KES","2149293.00","True","Jv26094","KES       "
"Rct1346             ","7/13/2021 12:00:00 AM","Dr384               ","","Paid in KES","16000.00","True","Jv26117","KES       "
"Rct1347             ","6/22/2021 12:00:00 AM","Dr510815            ","INV.1678","Paid in KES","9400.00","","Jv26148","KES       "
"Rct1348             ","7/2/2021 12:00:00 AM","Dr369               ","MPESA","Paid in KES","16000.00","True","Jv26159","KES       "
"Rct1349             ","7/15/2021 12:00:00 AM","Dr369               ","","Paid in KES","16000.00","True","Jv26164","KES       "
"Rct1350             ","7/2/2021 12:00:00 AM","Dr510752            ","TRF","Paid in KES","1989000.00","True","Jv26165","KES       "
"Rct1351             ","7/5/2021 12:00:00 AM","Dr510752            ","","Paid in KES","1430000.00","True","Jv26166","KES       "
"Rct1352             ","7/7/2021 12:00:00 AM","Dr510752            ","TRF","Paid in KES","1430000.00","True","Jv26167","KES       "
"Rct1353             ","7/12/2021 12:00:00 AM","Dr510752            ","TRF","Paid in KES","1430000.00","True","Jv26168","KES       "
"Rct1354             ","7/12/2021 12:00:00 AM","Dr510752            ","TRF","Paid in KES","1430000.00","True","Jv26169","KES       "
"Rct1355             ","7/6/2021 12:00:00 AM","Dr510810            ","chq001880","Paid in KES","761637.00","True","Jv26170","KES       "
"Rct1356             ","7/13/2021 12:00:00 AM","Dr434               ","Chq042738","Paid in KES","314482.00","True","Jv26174","KES       "
"Rct1357             ","7/16/2021 12:00:00 AM","Dr594               ","chq002284","Paid in KES","500000.00","True","Jv26199","KES       "
"Rct1358             ","7/17/2021 12:00:00 AM","Dr510784            ","","Paid in KES","84000.00","True","Jv26248","KES       "
"Rct1360             ","7/19/2021 12:00:00 AM","Dr392               ","","Paid in KES","20350.00","True","Jv26317","KES       "
"Rct1361             ","6/28/2021 12:00:00 AM","Dr510815            ","INV.11680","Paid in KES","28199.99","","Jv26415","KES       "
"Rct1362             ","7/2/2021 12:00:00 AM","Dr140670            ","TRF","Paid in KES","762000.00","","Jv26531","KES       "
"Rct1363             ","7/26/2021 12:00:00 AM","Dr510854            ","TRF","Paid in KES","621103.00","True","Jv26535","KES       "
"Rct1364             ","7/26/2021 12:00:00 AM","Dr510855            ","","Paid in KES","195000.00","True","Jv26560","KES       "
"Rct1365             ","6/10/2021 12:00:00 AM","Dr510751            ","TRF","Paid in KES","773372.00","","Jv26579","KES       "
"Rct1366             ","6/25/2021 12:00:00 AM","Dr510751            ","chq","Paid in KES","646744.00","","Jv26580","KES       "
"Rct1367             ","6/25/2021 12:00:00 AM","Dr510751            ","chq","Paid in KES","900000.00","","Jv26581","KES       "
"Rct1368             ","7/27/2021 12:00:00 AM","Dr425               ","chq260130","Paid in KES","340000.00","True","Jv26582","KES       "
"Rct1369             ","7/21/2021 12:00:00 AM","Dr510766            ","chq107312","Paid in KES","144780.00","True","Jv26596","KES       "
"Rct1370             ","7/21/2021 12:00:00 AM","Dr290678            ","chq630021","Paid in KES","239400.00","True","Jv26655","KES       "
"Rct1371             ","5/11/2021 12:00:00 AM","Dr90670             ","CHQ.001345","Paid in KES","200000.00","","Jv26666","KES       "
"Rct1372             ","7/30/2021 12:00:00 AM","Dr510857            ","MPESA","Paid in KES","11999.99","True","Jv26719","KES       "
"Rct1373             ","5/22/2021 12:00:00 AM","Dr510784            ","Mpesa","Paid in KES","51000.00","","Jv26833","KES       "
"Rct1374             ","5/24/2021 12:00:00 AM","Dr510773            ","Mpesa","Paid in KES","71800.00","","Jv26838","KES       "
"Rct1375             ","8/3/2021 12:00:00 AM","Dr510832            ","MPESA","Paid in KES","6000.00","True","Jv26844","KES       "
"Rct1376             ","5/28/2021 12:00:00 AM","Dr510784            ","Mpesa","Paid in KES","38000.00","","Jv26845","KES       "
"Rct1377             ","5/28/2021 12:00:00 AM","Dr510842            ","Mpesa","Paid in KES","93600.00","","Jv26848","KES       "
"Rct1378             ","5/31/2021 12:00:00 AM","Dr510844            ","Mpesa","Paid in KES","15400.00","","Jv26856","KES       "
"Rct1380             ","5/31/2021 12:00:00 AM","Dr510794            ","Mpesa","Paid in KES","10600.00","","Jv26864","KES       "
"Rct1381             ","5/10/2021 12:00:00 AM","Dr510794            ","Mpesa","Paid in KES","4300.00","","Jv26868","KES       "
"Rct1382             ","7/28/2021 12:00:00 AM","Dr510794            ","MPESA","Paid in KES","6300.00","","Jv26870","KES       "
"Rct1383             ","8/4/2021 12:00:00 AM","Dr510751            ","Chq00052","Paid in KES","835404.00","True","Jv26902","KES       "
"Rct1384             ","7/31/2021 12:00:00 AM","Dr369               ","MPESA","Paid in KES","17000.00","True","Jv26905","KES       "
"Rct1385             ","7/2/2021 12:00:00 AM","Dr380               ","chq416525","Paid in KES","753568.00","","Jv26908","KES       "
"Rct1386             ","7/15/2021 12:00:00 AM","Dr510805            ","","Paid in KES","34000.00","True","Jv26909","KES       "
"Rct1387             ","7/12/2021 12:00:00 AM","Dr510805            ","","Paid in KES","44000.00","True","Jv26911","KES       "
"Rct1389             ","7/1/2021 12:00:00 AM","Dr369               ","Mpesa","Paid in KES","32000.00","True","Jv26919","KES       "
"Rct1390             ","7/16/2021 12:00:00 AM","Dr369               ","Mpesa","Paid in KES","33000.00","True","Jv26921","KES       "
"Rct1391             ","7/26/2021 12:00:00 AM","Dr369               ","Mpesa","Paid in KES","17000.00","True","Jv26922","KES       "
"Rct1392             ","7/6/2021 12:00:00 AM","Dr510842            ","Mpesa","Paid in KES","48000.00","True","Jv26923","KES       "
"Rct1393             ","7/1/2021 12:00:00 AM","Dr50654             ","Mpesa","Paid in KES","1840.00","True","Jv26926","KES       "
"Rct1395             ","7/9/2021 12:00:00 AM","Dr510783            ","Mpesa","Paid in KES","31476.00","True","Jv26944","KES       "
"Rct1396             ","7/9/2021 12:00:00 AM","Dr510832            ","Mpesa","Paid in KES","6000.00","True","Jv26945","KES       "
"Rct1397             ","8/5/2021 12:00:00 AM","Dr510863            ","MPESA","Paid in KES","6264.00","True","Jv27033","KES       "
"Rct1398             ","1/13/2021 12:00:00 AM","Dr547               ","TRF","Paid in KES","244244.00","","Jv27042","KES       "
"Rct1399             ","7/7/2021 12:00:00 AM","Dr471               ","RTGS","Paid in KES","789450.00","True","Jv27044","KES       "
"Rct1400             ","8/9/2021 12:00:00 AM","Dr510773            ","","Paid in KES","36000.00","True","Jv27051","KES       "
"Rct1401             ","8/3/2021 12:00:00 AM","Dr510762            ","CHQ.039090","Paid in KES","12776.00","True","Jv27079","KES       "
"Rct1402             ","4/24/2021 12:00:00 AM","Dr510826            ","","Paid in KES","8000.00","","Jv27086","KES       "
"Rct1404             ","4/23/2021 12:00:00 AM","Dr510825            ","cash","Paid in KES","11000.00","","Jv27087","KES       "
"Rct1403             ","7/16/2021 12:00:00 AM","Dr510815            ","INV.1734","Paid in KES","9400.00","","Jv27088","KES       "
"Rct1405             ","4/20/2021 12:00:00 AM","Dr510823            ","Mpesa","Paid in KES","6200.00","","Jv27090","KES       "
"Rct1406             ","8/11/2021 12:00:00 AM","Dr510865            ","","Paid in KES","4176.00","True","Jv27094","KES       "
"Rct1407             ","7/22/2021 12:00:00 AM","Dr510821            ","TRF","Paid in KES","982859.00","","Jv27095","KES       "
"Rct1409             ","8/5/2021 12:00:00 AM","Dr510864            ","DLV 3708","Paid in KES","36000.00","True","Jv27098","KES       "
"Rct1410             ","3/18/2021 12:00:00 AM","Dr510814            ","TRF","Paid in KES","76000.00","","Jv27099","KES       "
"Rct1411             ","3/12/2021 12:00:00 AM","Dr510813            ","Mpesa","Paid in KES","8000.00","","Jv27100","KES       "
"Rct1412             ","3/3/2021 12:00:00 AM","Dr510811            ","Mpesa","Paid in KES","5000.00","","Jv27101","KES       "
"Rct1413             ","2/25/2021 12:00:00 AM","Dr510808            ","TRF","Paid in KES","157241.00","","Jv27103","KES       "
"Rct1414             ","2/22/2021 12:00:00 AM","Dr510806            ","Mpesa","Paid in KES","5000.00","","Jv27106","KES       "
"Rct1415             ","8/3/2021 12:00:00 AM","Dr510805            ","Mpesa","Paid in KES","97000.00","True","Jv27107","KES       "
"Rct1416             ","3/17/2021 12:00:00 AM","Dr510805            ","Mpesa","Paid in KES","22240.00","","Jv27108","KES       "
"Rct1417             ","2/2/2021 12:00:00 AM","Dr510800            ","Mpesa","Paid in KES","629457.00","","Jv27111","KES       "
"Rct1418             ","2/12/2021 12:00:00 AM","Dr510793            ","","Paid in KES","11000.00","","Jv27114","KES       "
"Rct1419             ","6/10/2021 12:00:00 AM","Dr510791            ","Mpesa","Paid in KES","5500.00","","Jv27115","KES       "
"Rct1420             ","2/25/2021 12:00:00 AM","Dr510784            ","Mpesa","Paid in KES","150000.00","","Jv27116","KES       "
"Rct1421             ","4/10/2021 12:00:00 AM","Dr510784            ","Mpesa","Paid in KES","32000.00","","Jv27117","KES       "
"Rct1422             ","6/10/2021 12:00:00 AM","Dr510784            ","Mpesa","Paid in KES","91000.00","","Jv27118","KES       "
"Rct1423             ","11/24/2020 12:00:00 AM","Dr510782            ","Mpesa","Paid in KES","16500.00","","Jv27119","KES       "
"Rct1424             ","11/25/2020 12:00:00 AM","Dr510781            ","Mpesa","Paid in KES","32200.00","","Jv27120","KES       "
"Rct1425             ","7/5/2021 12:00:00 AM","Dr510853            ","TRF","Paid in KES","1200480.00","","Jv27124","KES       "
"Rct1426             ","7/16/2021 12:00:00 AM","Dr510853            ","TRF","Paid in KES","82533.00","","Jv27125","KES       "
"Rct1427             ","5/7/2021 12:00:00 AM","Dr510737            ","cash","Paid in KES","9600.00","","Jv27139","KES       "
"Rct1428             ","5/19/2021 12:00:00 AM","Dr510713            ","cash Deposit","Paid in KES","900000.00","","Jv27141","KES       "
"Rct1430             ","6/16/2021 12:00:00 AM","Dr510713            ","cash Deposit","Paid in KES","900000.00","","Jv27142","KES       "
