"docno","date","itemcode","externalref","narrative","amount","printed","journal","currency"
"Rct2036             ","4/9/2022 12:00:00 AM","Dr369               ","Mpesa","Paid in KES","100000.00","True","Jv35740","KES       "
"Rct2037             ","3/10/2022 12:00:00 AM","Dr510967            ","Mpesa","Paid in KES","12600.00","True","Jv35741","KES       "
"Rct2039             ","4/9/2022 12:00:00 AM","Dr510979            ","","Paid in KES","6500.00","True","Jv35758","KES       "
"Rct2041             ","4/12/2022 12:00:00 AM","Dr510980            ","MPESA","Paid in KES","4400.00","True","Jv35834","KES       "
"Rct2042             ","4/13/2022 12:00:00 AM","Dr510979            ","mpesa","Paid in KES","3600.00","True","Jv35842","KES       "
"Rct2043             ","3/10/2022 12:00:00 AM","Dr369               ","","Paid in KES","18000.00","","Jv35847","KES       "
"Rct2044             ","4/13/2022 12:00:00 AM","Dr510965            ","mpesa","Paid in KES","16240.00","True","Jv35858","KES       "
"Rct2045             ","2/24/2022 12:00:00 AM","Dr510965            ","","Paid in KES","11600.00","","Jv35863","KES       "
"Rct2047             ","9/21/2021 12:00:00 AM","Dr510713            ","","Paid in KES","3330.00","","Jv35864","KES       "
"Rct2048             ","4/13/2022 12:00:00 AM","Dr510832            ","","Paid in KES","6300.00","True","Jv35868","KES       "
"Rct2049             ","4/20/2022 12:00:00 AM","Dr510981            ","","Paid in KES","11600.00","True","Jv35931","KES       "
"Rct2050             ","4/14/2022 12:00:00 AM","Dr510981            ","","Paid in KES","5800.00","True","Jv35932","KES       "
"Rct2051             ","4/11/2022 12:00:00 AM","Dr510805            ","Mpesa","Paid in KES","84200.00","True","Jv35940","KES       "
"Rct2053             ","4/14/2022 12:00:00 AM","Dr369               ","Mpesa","Paid in KES","100000.00","True","Jv35948","KES       "
"Rct2054             ","4/16/2022 12:00:00 AM","Dr510794            ","Mpesa","Paid in KES","5500.00","True","Jv35949","KES       "
"Rct2057             ","2/9/2022 12:00:00 AM","Dr510854            ","RTGS","Pain in :KES","7331379.00","","Jv36069","KES       "
"Rct2058             ","1/19/2022 12:00:00 AM","Dr510961            ","","Pain in :KES","1552500.00","","Jv36071","KES       "
"Rct2059             ","4/21/2022 12:00:00 AM","Dr510976            ","Mpesa","Paid in KES","30400.00","True","Jv36072","KES       "
"Rct2060             ","4/13/2022 12:00:00 AM","Dr518               ","chq026737","Paid in KES","442242.00","True","Jv36073","KES       "
"Rct2061             ","4/25/2022 12:00:00 AM","Dr510804            ","chq001897","Paid in KES","982758.00","True","Jv36170","KES       "
"Rct2062             ","4/25/2022 12:00:00 AM","Dr510766            ","chq107546","Paid in KES","11913.00","True","Jv36179","KES       "
"Rct2063             ","8/2/2021 12:00:00 AM","Dr392               ","mpesa","Paid in KES","20350.00","","Jv36185","KES       "
"Rct2064             ","12/20/2021 12:00:00 AM","Dr392               ","inv2123","Paid in KES","96000.00","","Jv36186","KES       "
"Rct2065             ","10/16/2020 12:00:00 AM","Dr510763            ","INV1291","Paid in KES","242300.00","","Jv36189","KES       "
"Rct2066             ","10/19/2020 12:00:00 AM","Dr510763            ","cash","Paid in KES","180500.00","","Jv36190","KES       "
"Rct2067             ","4/1/2021 12:00:00 AM","Dr510775            ","inv1545","Paid in KES","3200.00","","Jv36191","KES       "
"Rct2068             ","10/21/2020 12:00:00 AM","Dr510763            ","mpesa","Paid in KES","77500.00","","Jv36192","KES       "
"Rct2069             ","10/24/2020 12:00:00 AM","Dr510763            ","mpesa","Paid in KES","103000.00","","Jv36193","KES       "
"Rct2070             ","10/24/2020 12:00:00 AM","Dr510767            ","mpesa","Paid in KES","4000.00","","Jv36194","KES       "
"Rct2071             ","11/2/2020 12:00:00 AM","Dr510763            ","mpesa","Paid in KES","62000.00","","Jv36195","KES       "
"Rct2072             ","11/13/2020 12:00:00 AM","Dr510767            ","Mpesa","Paid in KES","8400.00","","Jv36199","KES       "
"Rct2073             ","2/18/2022 12:00:00 AM","Dr510960            ","","Paid in KES","5000.00","","Jv36202","KES       "
"Rct2075             ","12/4/2020 12:00:00 AM","Dr50654             ","INV1363","Paid in KES","90000.00","","Jv36204","KES       "
"Rct2076             ","4/27/2022 12:00:00 AM","Dr510965            ","MPESA","Paid in KES","16240.00","True","Jv36208","KES       "
"Rct2077             ","2/14/2022 12:00:00 AM","Dr510959            ","cash Deposit","Paid in KES","270000.00","","Jv36213","KES       "
"Rct2078             ","4/20/2022 12:00:00 AM","Dr369               ","Mpesa","Paid in KES","60000.00","True","Jv36218","KES       "
"Rct2079             ","4/27/2022 12:00:00 AM","Dr369               ","Mpesa","Paid in KES","58966.00","True","Jv36228","KES       "
"Rct2080             ","4/11/2022 12:00:00 AM","Dr140670            ","TRF","Paid in KES","347484.00","True","Jv36234","KES       "
"Rct2081             ","4/28/2022 12:00:00 AM","Dr510976            ","Mpesa","Paid in KES","19200.00","True","Jv36236","KES       "
"Rct2082             ","3/15/2022 12:00:00 AM","Dr140670            ","TRF","Paid in KES","266400.00","","Jv36237","KES       "
"Rct2083             ","4/29/2022 12:00:00 AM","Dr510981            ","mpesa","Paid in KES","34800.00","True","Jv36246","KES       "
"Rct2084             ","5/5/2022 12:00:00 AM","Dr510976            ","Mpesa","Paid in KES","8800.00","True","Jv36330","KES       "
"Rct2085             ","5/5/2022 12:00:00 AM","Dr369               ","MPESA","Paid in KES","60000.00","True","Jv36334","KES       "
"Rct2086             ","5/6/2022 12:00:00 AM","Dr510937            ","Chq0247712","Paid in KES","26180.00","True","Jv36354","KES       "
"Rct2087             ","5/6/2022 12:00:00 AM","Dr510751            ","Chq000092","Paid in KES","752000.00","True","Jv36363","KES       "
"Rct2089             ","5/7/2022 12:00:00 AM","Dr510794            ","Mpesa","Paid in KES","11000.00","True","Jv36395","KES       "
"Rct2090             ","5/9/2022 12:00:00 AM","Dr510804            ","Chq001935","Paid in KES","982759.00","True","Jv36396","KES       "
"Rct2091             ","5/9/2022 12:00:00 AM","Dr510794            ","Mpesa/Cash","Paid in KES","5000.00","True","Jv36407","KES       "
"Rct2092             ","4/25/2022 12:00:00 AM","Dr510794            ","Cash","Paid in KES","10000.00","True","Jv36513","KES       "
"Rct2093             ","4/26/2022 12:00:00 AM","Dr510866            ","Mpesa","Paid in KES","4872.00","True","Jv36514","KES       "
"Rct2094             ","4/30/2022 12:00:00 AM","Dr369               ","Mpesa","Paid in KES","60000.00","True","Jv36515","KES       "
"Rct2095             ","4/16/2019 12:00:00 AM","Dr510692            ","Cash","Paid in KES","14000.00","","Jv36516","KES       "
"Rct2096             ","3/15/2022 12:00:00 AM","Dr510798            ","mpesa","Paid in KES","30000.00","","Jv36517","KES       "
"Rct2097             ","5/14/2022 12:00:00 AM","Dr510984            ","M[PESA","Paid in KES","3000.00","True","Jv36554","KES       "
"Rct2098             ","5/6/2022 12:00:00 AM","Dr510784            ","","Paid in KES","63000.00","True","Jv36555","KES       "
"Rct2099             ","4/28/2022 12:00:00 AM","Dr510892            ","TRF","Paid in KES","1391500.00","True","Jv36559","KES       "
"Rct2100             ","4/12/2022 12:00:00 AM","Dr510780            ","trf","Paid in KES","112000.00","True","Jv36560","KES       "
"Rct2101             ","4/1/2022 12:00:00 AM","Dr510780            ","trf","Paid in KES","216000.00","","Jv36561","KES       "
"Rct2102             ","4/1/2022 12:00:00 AM","Dr510772            ","Trf","Paid in KES","334000.00","","Jv36562","KES       "
"Rct2103             ","5/13/2022 12:00:00 AM","Dr510912            ","Chq","Paid in KES","124500.00","True","Jv36563","KES       "
"Rct2104             ","4/27/2022 12:00:00 AM","Dr510751            ","CHQ","Paid in KES","564000.00","True","Jv36565","KES       "
"Rct2105             ","4/27/2022 12:00:00 AM","Dr510751            ","CHQ","Paid in KES","940000.00","True","Jv36566","KES       "
"Rct2106             ","5/16/2022 12:00:00 AM","Dr369               ","mpesa","Paid in KES","39310.00","True","Jv36567","KES       "
"Rct2107             ","10/1/2021 12:00:00 AM","Dr510892            ","","Paid in KES","590000.00","","Jv36575","KES       "
"Rct2108             ","2/3/2022 12:00:00 AM","Dr510772            ","","Paid in KES","140000.00","","Jv36579","KES       "
"Rct2109             ","11/29/2021 12:00:00 AM","Dr510771            ","","Paid in KES","210000.00","","Jv36584","KES       "
"Rct2110             ","10/6/2021 12:00:00 AM","Dr510771            ","","Paid in KES","172000.00","","Jv36585","KES       "
"Rct2111             ","10/6/2021 12:00:00 AM","Dr510771            ","","Paid in KES","100000.00","","Jv36586","KES       "
"Rct2112             ","10/6/2021 12:00:00 AM","Dr510771            ","","Paid in KES","50000.00","","Jv36587","KES       "
"Rct2113             ","10/6/2021 12:00:00 AM","Dr510771            ","","Paid in KES","150000.00","","Jv36588","KES       "
"Rct2114             ","8/5/2021 12:00:00 AM","Dr510771            ","","Paid in KES","150000.00","","Jv36594","KES       "
"Rct2115             ","8/5/2021 12:00:00 AM","Dr510771            ","","Paid in KES","38000.00","","Jv36595","KES       "
"Rct2116             ","5/19/2022 12:00:00 AM","Dr510986            ","Mpesa","Paid in KES","10800.00","","Jv36609","KES       "
"Rct2117             ","5/20/2022 12:00:00 AM","Dr510942            ","chq8138","Paid in KES","28200.00","True","Jv36682","KES       "
"Rct2118             ","5/20/2022 12:00:00 AM","Dr510942            ","Cash","Paid in KES","200.00","True","Jv36683","KES       "
"Rct2119             ","5/19/2022 12:00:00 AM","Dr510976            ","Mpesa","Paid in KES","17400.00","True","Jv36689","KES       "
"Rct2120             ","5/20/2022 12:00:00 AM","Dr510976            ","P0287","Paid in KES","17800.00","True","Jv36730","KES       "
"Rct2121             ","5/23/2022 12:00:00 AM","Dr510815            ","pesa","Paid in KES","75000.00","True","Jv36733","KES       "
"Rct2122             ","5/18/2022 12:00:00 AM","Dr510780            ","RTGS","Paid in KES","184000.00","True","Jv36743","KES       "
"Rct2123             ","10/21/2020 12:00:00 AM","Dr458               ","Mpesa","Paid in KES","19200.00","","Jv36747","KES       "
"Rct2124             ","5/24/2022 12:00:00 AM","Dr510762            ","chq","Paid in KES","12383.00","True","Jv36748","KES       "
"Rct2126             ","5/24/2022 12:00:00 AM","Dr510762            ","chq","Paid in KES","12383.00","True","Jv36749","KES       "
"Rct2127             ","5/24/2022 12:00:00 AM","Dr510721            ","Mpesa","Paid in KES","23790.00","True","Jv36751","KES       "
"Rct2129             ","5/25/2022 12:00:00 AM","Dr510832            ","mpesa","Paid in KES","6300.00","True","Jv36764","KES       "
"Rct2132             ","5/26/2022 12:00:00 AM","Dr369               ","Mpesa","Paid in KES","60000.00","True","Jv36776","KES       "
"Rct2133             ","5/27/2022 12:00:00 AM","Dr510904            ","Mpesa","Paid in KES","13000.00","True","Jv36783","KES       "
"Rct2134             ","5/30/2022 12:00:00 AM","Dr510794            ","mpesa","Paid in KES","14000.00","True","Jv36814","KES       "
"Rct2135             ","5/30/2022 12:00:00 AM","Dr510794            ","cash","Paid in KES","600.00","True","Jv36815","KES       "
"Rct2136             ","1/12/2021 12:00:00 AM","Dr510778            ","","Paid in KES","473259.00","","Jv36914","KES       "
"Rct2137             ","5/26/2022 12:00:00 AM","Dr510795            ","","Paid in KES","585000.00","True","Jv36984","KES       "
"Rct2138             ","6/7/2022 12:00:00 AM","Dr510778            ","Chq004124","Paid in KES","679910.00","True","Jv36997","KES       "
"Rct2139             ","6/9/2022 12:00:00 AM","Dr510993            ","MPESA","Paid in KES","4400.00","True","Jv37070","KES       "
"Rct2141             ","6/9/2022 12:00:00 AM","Dr510976            ","MPESA","Paid in KES","18000.00","True","Jv37071","KES       "
"Rct2142             ","6/2/2022 12:00:00 AM","Dr510688            ","RTGS","Paid in KES","2071036.00","True","Jv37076","KES       "
"Rct2143             ","6/10/2022 12:00:00 AM","Dr510804            ","Chq002062","Paid in KES","900000.00","True","Jv37077","KES       "
"Rct2144             ","6/10/2022 12:00:00 AM","Dr510804            ","Chq002063","Paid in KES","329234.00","True","Jv37078","KES       "
"Rct2145             ","3/28/2022 12:00:00 AM","Dr510688            ","RTGS","Paid in KES","3000000.00","","Jv37079","KES       "
"Rct2146             ","3/28/2022 12:00:00 AM","Dr510771            ","","Paid in KES","196000.00","","Jv37087","KES       "
"Rct2147             ","3/24/2022 12:00:00 AM","Dr510780            ","","Paid in KES","138000.00","","Jv37089","KES       "
"Rct2148             ","3/23/2022 12:00:00 AM","Dr510772            ","","Paid in KES","280000.00","","Jv37090","KES       "
"Rct2149             ","3/4/2022 12:00:00 AM","Dr510772            ","","Paid in KES","140000.00","","Jv37091","KES       "
"Rct2150             ","2/10/2022 12:00:00 AM","Dr510892            ","","Paid in KES","372000.00","","Jv37095","KES       "
"Rct2151             ","11/12/2021 12:00:00 AM","Dr510780            ","","Paid in KES","157000.00","","Jv37112","KES       "
"Rct2154             ","4/28/2022 12:00:00 AM","Dr510892            ","TRF","Paid in KES","1391500.00","True","Jv37213","KES       "
"Rct2155             ","5/18/2022 12:00:00 AM","Dr510892            ","TRF","Paid in KES","563500.00","True","Jv37214","KES       "
"Rct2156             ","6/2/2022 12:00:00 AM","Dr510892            ","TRF","Paid in KES","241500.00","True","Jv37215","KES       "
"Rct2157             ","5/24/2022 12:00:00 AM","Dr510989            ","TRF","Paid in KES","1439400.00","True","Jv37216","KES       "
"Rct2158             ","6/3/2022 12:00:00 AM","Dr510989            ","Deposit","Paid in KES","450000.00","True","Jv37217","KES       "
"Rct2160             ","6/15/2022 12:00:00 AM","Dr510794            ","cash","Paid in KES","3250.00","True","Jv37295","KES       "
"Rct2161             ","6/15/2022 12:00:00 AM","Dr510794            ","Mpesa","Paid in KES","2000.00","True","Jv37296","KES       "
"Rct2162             ","6/15/2022 12:00:00 AM","Dr510688            ","RTGS","Paid in KES","2093276.00","True","Jv37307","KES       "
"Rct2163             ","6/15/2022 12:00:00 AM","Dr510937            ","Chq000165","Paid in KES","46400.00","True","Jv37309","KES       "
"Rct2164             ","6/20/2022 12:00:00 AM","Dr510966            ","chq302290","Paid in KES","29038.00","True","Jv37370","KES       "
"Rct2165             ","6/10/2022 12:00:00 AM","Dr510937            ","chq000150","Paid in KES","46400.00","True","Jv37401","KES       "
"Rct2166             ","6/18/2022 12:00:00 AM","Dr369               ","","Paid in KES","40000.00","True","Jv37414","KES       "
"Rct2167             ","6/17/2022 12:00:00 AM","Dr510762            ","","Paid in KES","7980.00","True","Jv37415","KES       "
