"itemcode","date","invoiceno","journalno","doctype","receiptno","amount","receiptjournal"
"cr515               ","10/1/2022 12:00:00 AM","2094                ","Jv40081             ","23","003337              ","19516.00","Jv40092             "
"cr516               ","9/8/2014 12:00:00 AM","4297648             ","J.10733             ","20","000583              ","22500.00","J.10734             "
"cr517               ","5/10/2014 12:00:00 AM","                    ","J.11979             ","0","                    ","211970.00","J.10826             "
"cr517               ","5/10/2014 12:00:00 AM","                    ","J.11979             ","0","                    ","7162030.00","J.11198             "
"cr517               ","5/23/2014 12:00:00 AM","                    ","J.11980             ","0","                    ","211970.00","J.11198             "
"cr517               ","5/23/2014 12:00:00 AM","                    ","J.11980             ","0","                    ","215600.00","J.10828             "
"cr517               ","5/23/2014 12:00:00 AM","                    ","J.11980             ","0","                    ","440136.99","J.10829             "
"cr517               ","5/23/2014 12:00:00 AM","                    ","J.11980             ","0","156023614           ","9632293.01","J.10770             "
"cr517               ","7/10/2014 12:00:00 AM","                    ","J.10823             ","0","156023614           ","211970.00","J.10770             "
"cr517               ","7/10/2014 12:00:00 AM","                    ","J.11991             ","0","156023614           ","655736.99","J.10770             "
"cr517               ","7/10/2014 12:00:00 AM","                    ","J.11991             ","0","IBOCU15603          ","8979223.01","J.10888             "
"cr517               ","8/23/2014 12:00:00 AM","BOCU156040          ","J.10769             ","20","IBOCU15603          ","655736.99","J.10888             "
"cr517               ","8/23/2014 12:00:00 AM","BOCU156040          ","J.10769             ","20","                    ","336564.00","J.10890             "
"cr517               ","8/23/2014 12:00:00 AM","BOCU156040          ","J.10769             ","20","                    ","219868.00","J.10887             "
"cr517               ","8/23/2014 12:00:00 AM","BOCU156040          ","J.10769             ","20","                    ","185856.00","J.11627             "
"cr517               ","8/23/2014 12:00:00 AM","BOCU156040          ","J.10769             ","20","                    ","8401975.01","J.11668             "
"cr517               ","8/23/2014 12:00:00 AM","                    ","J.10824             ","0","                    ","215600.00","J.11668             "
"cr517               ","8/23/2014 12:00:00 AM","                    ","J.10825             ","0","                    ","440136.99","J.11668             "
"cr517               ","9/24/2014 12:00:00 AM","IBOCU15604          ","J.10889             ","20","                    ","742288.00","J.11668             "
"cr517               ","9/24/2014 12:00:00 AM","IBOCU15604          ","J.10889             ","20","                    ","410795.00","J.11670             "
"cr517               ","9/24/2014 12:00:00 AM","IBOCU15604          ","J.10889             ","20","                    ","8840917.00","J.12033             "
"cr517               ","9/26/2014 12:00:00 AM","                    ","J.10891             ","0","                    ","336564.00","J.12033             "
"cr517               ","10/24/2014 12:00:00 AM","                    ","J.10887             ","0","                    ","219868.00","J.12033             "
"cr517               ","10/24/2014 12:00:00 AM","                    ","J.10887             ","0","                    ","219868.00","J.12033             "
"cr517               ","11/12/2014 12:00:00 AM","                    ","J.11626             ","0","                    ","596651.00","J.12033             "
"cr517               ","11/12/2014 12:00:00 AM","                    ","J.11626             ","0","                    ","7851344.00","J.12680             "
"cr517               ","11/12/2014 12:00:00 AM","                    ","J.11628             ","0","                    ","185856.00","J.12680             "
"cr517               ","11/21/2014 12:00:00 AM","                    ","J.11669             ","0","                    ","410795.00","J.12680             "
"cr517               ","11/28/2014 12:00:00 AM","                    ","J.11915             ","0","                    ","354122.00","J.12743             "
"cr517               ","11/28/2014 12:00:00 AM","                    ","J.11915             ","0","                    ","214830.00","J.12745             "
"cr517               ","11/28/2014 12:00:00 AM","                    ","J.11915             ","0","                    ","382471.00","J.13062             "
"cr517               ","11/28/2014 12:00:00 AM","                    ","J.11915             ","0","                    ","8172884.00","J.13066             "
"cr517               ","12/24/2014 12:00:00 AM","                    ","J.12055             ","0","                    ","951423.00","J.13066             "
"cr517               ","12/24/2014 12:00:00 AM","                    ","J.12055             ","0","                    ","214830.00","J.13068             "
"cr517               ","12/24/2014 12:00:00 AM","                    ","J.12055             ","0","                    ","8064047.00","J.13156             "
"cr517               ","2/13/2015 12:00:00 AM","                    ","J.12742             ","0","                    ","354122.00","J.13156             "
"cr517               ","2/16/2015 12:00:00 AM","                    ","J.12744             ","0","                    ","214830.00","J.13156             "
"cr517               ","2/16/2015 12:00:00 AM","                    ","J.12681             ","0","                    ","597301.00","J.13156             "
"cr517               ","2/16/2015 12:00:00 AM","                    ","J.12681             ","0","                    ","386914.00","J.13158             "
"cr517               ","2/16/2015 12:00:00 AM","                    ","J.12681             ","0","                    ","212872.00","J.13160             "
"cr517               ","2/16/2015 12:00:00 AM","                    ","J.12681             ","0","                    ","8567913.00","J.13521             "
"cr517               ","3/10/2015 12:00:00 AM","                    ","J.13063             ","0","                    ","382471.00","J.13521             "
"cr517               ","3/11/2015 12:00:00 AM","                    ","J.13067             ","0","                    ","814616.00","J.13521             "
"cr517               ","3/11/2015 12:00:00 AM","                    ","J.13067             ","0","                    ","341107.00","J.13528             "
"cr517               ","3/11/2015 12:00:00 AM","                    ","J.13067             ","0","                    ","215050.00","J.13531             "
"cr517               ","3/11/2015 12:00:00 AM","                    ","J.13067             ","0","                    ","8394227.00","J.14087             "
"cr517               ","3/11/2015 12:00:00 AM","                    ","J.13069             ","0","                    ","214830.00","J.14087             "
"cr517               ","3/24/2015 12:00:00 AM","                    ","J.13157             ","0","                    ","386914.00","J.14087             "
"cr517               ","3/26/2015 12:00:00 AM","                    ","J.13159             ","0","                    ","212872.00","J.14087             "
"cr517               ","3/26/2015 12:00:00 AM","                    ","J.13161             ","0","                    ","467147.00","J.14087             "
"cr517               ","3/26/2015 12:00:00 AM","                    ","J.13161             ","0","                    ","9208843.00","J.14089             "
"cr517               ","5/2/2015 12:00:00 AM","                    ","J.13522             ","0","                    ","341107.00","J.14089             "
"cr517               ","5/5/2015 12:00:00 AM","                    ","J.13529             ","0","                    ","215050.00","J.14089             "
"cr517               ","5/5/2015 12:00:00 AM","                    ","J.13529             ","0","                    ","409328.00","J.14090             "
"cr517               ","5/5/2015 12:00:00 AM","                    ","J.13529             ","0","                    ","1118960.00","J.14093             "
"cr517               ","5/5/2015 12:00:00 AM","                    ","J.13529             ","0","                    ","136057.00","J.14097             "
"cr517               ","5/5/2015 12:00:00 AM","                    ","J.13529             ","0","                    ","71500.00","J.14389             "
"cr517               ","5/5/2015 12:00:00 AM","                    ","J.13529             ","0","                    ","7824105.00","J.14390             "
"cr517               ","5/5/2015 12:00:00 AM","                    ","J.13530             ","0","                    ","215050.00","J.14390             "
"cr517               ","6/9/2015 12:00:00 AM","                    ","J.14091             ","0","                    ","409328.00","J.14390             "
"cr517               ","6/11/2015 12:00:00 AM","                    ","J.14092             ","0","                    ","1326517.00","J.14390             "
"cr517               ","6/11/2015 12:00:00 AM","                    ","J.14092             ","0","                    ","341456.00","J.14392             "
"cr517               ","6/11/2015 12:00:00 AM","                    ","J.14092             ","0","                    ","105600.00","J.14395             "
"cr517               ","6/11/2015 12:00:00 AM","                    ","J.14092             ","0","                    ","9949987.00","J.14396             "
"cr517               ","6/11/2015 12:00:00 AM","                    ","J.14094             ","0","                    ","1118960.00","J.14396             "
"cr517               ","6/11/2015 12:00:00 AM","                    ","J.14096             ","0","                    ","1299835.00","J.14396             "
"cr517               ","6/11/2015 12:00:00 AM","                    ","J.14096             ","0","                    ","259237.00","J.14398             "
"cr517               ","6/11/2015 12:00:00 AM","                    ","J.14096             ","0","                    ","142701.00","J.14484             "
"cr517               ","6/11/2015 12:00:00 AM","                    ","J.14096             ","0","                    ","46244.00","J.14489             "
"cr517               ","6/11/2015 12:00:00 AM","                    ","J.14096             ","0","                    ","10620765.00","J.14763             "
"cr517               ","6/11/2015 12:00:00 AM","                    ","J.14098             ","0","                    ","136057.00","J.14763             "
"cr517               ","7/13/2015 12:00:00 AM","                    ","J.14387             ","0","                    ","966738.00","J.14763             "
"cr517               ","7/13/2015 12:00:00 AM","                    ","J.14387             ","0","                    ","420443.00","J.14765             "
"cr517               ","7/13/2015 12:00:00 AM","                    ","J.14387             ","0","                    ","5112819.00","J.14766             "
"cr517               ","7/13/2015 12:00:00 AM","                    ","J.14388             ","0","                    ","71500.00","J.14766             "
"cr517               ","7/20/2015 12:00:00 AM","                    ","J.14391             ","0","                    ","341456.00","J.14766             "
"cr517               ","7/21/2015 12:00:00 AM","                    ","J.14393             ","0","                    ","974225.00","J.14766             "
"cr517               ","7/21/2015 12:00:00 AM","                    ","J.14393             ","0","                    ","136233.00","J.14768             "
"cr517               ","7/21/2015 12:00:00 AM","                    ","J.14393             ","0","                    ","200459.16","J.14771             "
"cr517               ","7/21/2015 12:00:00 AM","                    ","J.14393             ","0","                    ","8289082.84","J.14991             "
"cr517               ","7/21/2015 12:00:00 AM","                    ","J.14394             ","0","                    ","105600.00","J.14991             "
"cr517               ","7/27/2015 12:00:00 AM","                    ","J.14397             ","0","                    ","259237.00","J.14991             "
"cr517               ","7/28/2015 12:00:00 AM","                    ","J.14482             ","0","                    ","4318830.16","J.14991             "
"cr517               ","7/28/2015 12:00:00 AM","                    ","J.14482             ","0","                    ","362527.00","J.14993             "
"cr517               ","7/28/2015 12:00:00 AM","                    ","J.14482             ","0","                    ","142692.00","J.14996             "
"cr517               ","7/28/2015 12:00:00 AM","                    ","J.14482             ","0","                    ","4203690.00","J.15031             "
"cr517               ","7/28/2015 12:00:00 AM","                    ","J.14482             ","0","                    ","146842.00","J.15033             "
"cr517               ","7/28/2015 12:00:00 AM","                    ","J.14482             ","0","                    ","44000.00","J.15036             "
"cr517               ","7/28/2015 12:00:00 AM","                    ","J.14482             ","0","                    ","3754168.84","J.15234             "
"cr517               ","7/28/2015 12:00:00 AM","                    ","J.14483             ","0","                    ","142701.00","J.15234             "
"cr517               ","7/31/2015 12:00:00 AM","                    ","J.14488             ","0","                    ","46244.00","J.15234             "
"cr517               ","7/31/2015 12:00:00 AM","                    ","J.14487             ","0","                    ","4203690.00","J.15234             "
"cr517               ","8/27/2015 12:00:00 AM","                    ","J.14764             ","0","                    ","420443.00","J.15234             "
"cr517               ","8/27/2015 12:00:00 AM","                    ","J.14767             ","0","                    ","136233.00","J.15234             "
"cr517               ","8/29/2015 12:00:00 AM","                    ","J.14769             ","0","                    ","896520.16","J.15234             "
"cr517               ","8/29/2015 12:00:00 AM","                    ","J.14769             ","0","                    ","402411.00","J.15236             "
"cr517               ","8/29/2015 12:00:00 AM","                    ","J.14769             ","0","                    ","104500.00","J.15147             "
"cr517               ","8/29/2015 12:00:00 AM","                    ","J.14769             ","0","                    ","16820128.84","J.15384             "
"cr517               ","8/29/2015 12:00:00 AM","                    ","J.14770             ","0","                    ","200459.16","J.15384             "
"cr517               ","9/26/2015 12:00:00 AM","                    ","J.14992             ","0","                    ","362527.00","J.15384             "
"cr517               ","9/29/2015 12:00:00 AM","                    ","J.14994             ","0","                    ","840445.00","J.15384             "
"cr517               ","9/29/2015 12:00:00 AM","                    ","J.14994             ","0","                    ","763892.00","J.15386             "
"cr517               ","9/29/2015 12:00:00 AM","                    ","J.14994             ","0","                    ","201804.00","J.15451             "
"cr517               ","9/29/2015 12:00:00 AM","                    ","J.14994             ","0","                    ","11165859.00","J.15462             "
"cr517               ","9/29/2015 12:00:00 AM","                    ","J.14995             ","0","                    ","142692.00","J.15462             "
"cr517               ","10/14/2015 12:00:00 AM","                    ","J.15032             ","0","                    ","146842.00","J.15462             "
"cr517               ","10/16/2015 12:00:00 AM","                    ","J.15034             ","0","                    ","1516607.00","J.15462             "
"cr517               ","10/16/2015 12:00:00 AM","                    ","J.15034             ","0","                    ","543758.00","J.15464             "
"cr517               ","10/16/2015 12:00:00 AM","                    ","J.15034             ","0","                    ","142733.00","J.15467             "
"cr517               ","10/16/2015 12:00:00 AM","                    ","J.15034             ","0","                    ","167672.00","J.15830             "
"cr517               ","10/16/2015 12:00:00 AM","                    ","J.15034             ","0","                    ","1629230.00","J.15828             "
"cr517               ","10/16/2015 12:00:00 AM","                    ","J.15035             ","0","                    ","44000.00","J.15828             "
"cr517               ","10/19/2015 12:00:00 AM","                    ","J.15235             ","0","                    ","402411.00","J.15828             "
"cr517               ","10/21/2015 12:00:00 AM","                    ","J.15146             ","0","                    ","104500.00","J.15828             "
"cr517               ","10/21/2015 12:00:00 AM","                    ","J.15145             ","0","                    ","1819859.00","J.15828             "
"cr517               ","10/21/2015 12:00:00 AM","                    ","J.15145             ","0","                    ","143528.00","J.15824             "
"cr517               ","10/21/2015 12:00:00 AM","                    ","J.15145             ","0","                    ","7536613.00","J.15825             "
"cr517               ","11/30/2015 12:00:00 AM","                    ","J.15385             ","0","                    ","763892.00","J.15825             "
"cr517               ","12/2/2015 12:00:00 AM","                    ","J.15449             ","0","                    ","1199495.00","J.15825             "
"cr517               ","12/2/2015 12:00:00 AM","                    ","J.15449             ","0","                    ","398220.00","J.15827             "
"cr517               ","12/2/2015 12:00:00 AM","                    ","J.15449             ","0","                    ","16748081.00","J.16586             "
"cr517               ","12/2/2015 12:00:00 AM","                    ","J.15450             ","0","                    ","201804.00","J.16586             "
"cr517               ","12/29/2015 12:00:00 AM","                    ","J.15463             ","0","                    ","543758.00","J.16586             "
"cr517               ","12/30/2015 12:00:00 AM","                    ","J.15465             ","0","                    ","852153.00","J.16586             "
"cr517               ","12/30/2015 12:00:00 AM","                    ","J.15465             ","0","                    ","769016.00","J.16588             "
"cr517               ","12/30/2015 12:00:00 AM","                    ","J.15465             ","0","                    ","201267.00","J.16591             "
"cr517               ","12/30/2015 12:00:00 AM","                    ","J.15465             ","0","                    ","11153264.00","J.16609             "
"cr517               ","12/30/2015 12:00:00 AM","                    ","J.15466             ","0","                    ","142733.00","J.16609             "
"cr517               ","1/14/2016 12:00:00 AM","                    ","J.15829             ","0","                    ","167672.00","J.16609             "
"cr517               ","1/19/2016 12:00:00 AM","                    ","J.15823             ","0","                    ","143528.00","J.16609             "
"cr517               ","1/19/2016 12:00:00 AM","                    ","J.15822             ","0","                    ","1368503.00","J.16609             "
"cr517               ","1/19/2016 12:00:00 AM","                    ","J.15822             ","0","                    ","543913.00","J.16612             "
"cr517               ","1/19/2016 12:00:00 AM","                    ","J.15822             ","0","                    ","132076.00","J.16623             "
"cr517               ","1/19/2016 12:00:00 AM","                    ","J.15822             ","0","                    ","11003508.00","J.16992             "
"cr517               ","1/19/2016 12:00:00 AM","                    ","J.15826             ","0","                    ","398220.00","J.16992             "
"cr517               ","3/1/2016 12:00:00 AM","                    ","J.16587             ","0","                    ","769016.00","J.16992             "
"cr517               ","3/2/2016 12:00:00 AM","                    ","J.16589             ","0","                    ","877256.00","J.16992             "
"cr517               ","3/2/2016 12:00:00 AM","                    ","J.16589             ","0","                    ","565176.00","J.16994             "
"cr517               ","3/2/2016 12:00:00 AM","                    ","J.16589             ","0","                    ","160038.00","J.16999             "
"cr517               ","3/2/2016 12:00:00 AM","                    ","J.16589             ","0","                    ","16694510.00","J.17161             "
"cr517               ","3/2/2016 12:00:00 AM","                    ","J.16590             ","0","                    ","201267.00","J.17161             "
"cr517               ","3/29/2016 12:00:00 AM","                    ","J.16611             ","0","                    ","543913.00","J.17161             "
"cr517               ","3/31/2016 12:00:00 AM","                    ","J.16622             ","0","                    ","132076.00","J.17161             "
"cr517               ","3/31/2016 12:00:00 AM","                    ","J.16610             ","0","                    ","725214.00","J.17161             "
"cr517               ","3/31/2016 12:00:00 AM","                    ","J.16610             ","0","                    ","766970.00","J.17163             "
"cr517               ","3/31/2016 12:00:00 AM","                    ","J.16610             ","0","                    ","201267.00","J.17554             "
"cr517               ","3/31/2016 12:00:00 AM","                    ","J.16610             ","0","                    ","10313449.00","J.17581             "
"cr517               ","4/21/2016 12:00:00 AM","                    ","J.16993             ","0","                    ","565176.00","J.17581             "
"cr517               ","4/25/2016 12:00:00 AM","                    ","J.16998             ","0","                    ","160038.00","J.17581             "
"cr517               ","4/25/2016 12:00:00 AM","                    ","J.16997             ","0","                    ","968237.00","J.17581             "
"cr517               ","4/25/2016 12:00:00 AM","                    ","J.16997             ","0","                    ","503303.00","J.17583             "
"cr517               ","4/25/2016 12:00:00 AM","                    ","J.16997             ","0","                    ","13077360.00","J.18138             "
"cr517               ","5/31/2016 12:00:00 AM","                    ","J.17162             ","0","                    ","766970.00","J.18138             "
"cr517               ","6/24/2016 12:00:00 AM","                    ","J.17552             ","0","                    ","704570.00","J.18138             "
"cr517               ","6/24/2016 12:00:00 AM","                    ","J.17552             ","0","                    ","616635.00","J.18141             "
"cr517               ","6/24/2016 12:00:00 AM","                    ","J.17552             ","0","                    ","16975775.00","J.18584             "
"cr517               ","6/24/2016 12:00:00 AM","                    ","J.17553             ","0","                    ","201267.00","J.18584             "
"cr517               ","6/29/2016 12:00:00 AM","                    ","J.17582             ","0","                    ","503303.00","J.18584             "
"cr517               ","7/25/2016 12:00:00 AM","                    ","J.18139             ","0","                    ","616635.00","J.18584             "
"cr517               ","8/20/2016 12:00:00 AM","                    ","J.18585             ","0","                    ","628615.00","J.18586             "
"cr390               ","9/23/2014 12:00:00 AM","NO. 20664           ","J.10783             ","20","000588              ","203600.00","J.10784             "
"cr518               ","9/23/2014 12:00:00 AM","NO. 20664           ","J.10783             ","20","000588              ","203600.00","J.10784             "
"cr390               ","10/22/2014 12:00:00 AM","P.O1031             ","J.11059             ","20","RTGS                ","2928000.00","J.11060             "
"cr520               ","10/22/2014 12:00:00 AM","P.O1031             ","J.11059             ","20","RTGS                ","2928000.00","J.11060             "
"cr521               ","10/17/2014 12:00:00 AM","P.O1027             ","J.11056             ","20","000641              ","750000.00","J.11475             "
"cr521               ","10/24/2014 12:00:00 AM","P.O1037             ","J.11200             ","20","000684              ","754000.00","J.11692             "
"cr521               ","10/27/2014 12:00:00 AM","P.O1036             ","J.11201             ","20","000683              ","754000.00","J.11920             "
"cr521               ","2/25/2015 12:00:00 AM","P.O1185             ","J.12772             ","20","000810              ","480000.00","J.13153             "
"cr521               ","10/7/2016 12:00:00 AM","220                 ","Jv2061              ","0","                    ","32105.00","J.18954             "
"cr522               ","10/16/2014 12:00:00 AM","120569              ","J.11155             ","20","000609              ","7000.00","J.11158             "
"cr522               ","10/16/2014 12:00:00 AM","120569              ","J.11155             ","20","000643              ","12600.00","J.11157             "
"cr522               ","10/25/2014 12:00:00 AM","PV0082              ","J.11156             ","20","000643              ","7000.00","J.11157             "
"cr390               ","11/5/2014 12:00:00 AM","V/20140191          ","J.11638             ","20","000685              ","52500.00","J.12065             "
"cr523               ","11/5/2014 12:00:00 AM","V/20140191          ","J.11638             ","20","000685              ","52500.00","J.12065             "
"cr524               ","11/15/2014 12:00:00 AM","P.O1050             ","J.11658             ","20","000678              ","118800.00","J.11879             "
"cr390               ","8/12/2016 12:00:00 AM","P.O1629             ","J.18083             ","20","                    ","5000.00","J.18389             "
"cr524               ","8/12/2016 12:00:00 AM","P.O1629             ","J.18083             ","20","                    ","5000.00","J.18389             "
"cr524               ","11/7/2017 12:00:00 AM","5609                ","Jv31948             ","23","145                 ","116928.00","Jv7286              "
"cr526               ","1/12/2015 12:00:00 AM","P.O1183             ","J.12769             ","20","000799              ","105000.00","J.12901             "
"cr526               ","1/16/2015 12:00:00 AM","P.O1184             ","J.12771             ","20","000818              ","105000.00","J.13204             "
"cr526               ","3/14/2015 12:00:00 AM","P.O1216             ","J.13329             ","20","000874              ","105000.00","J.13999             "
"cr526               ","3/14/2015 12:00:00 AM","P.O1215             ","J.13330             ","20","000874              ","105000.00","J.13999             "
"cr390               ","12/13/2014 12:00:00 AM","INV01070            ","J.11905             ","20","000693              ","40020.00","J.11906             "
"cr527               ","12/13/2014 12:00:00 AM","INV01070            ","J.11905             ","20","000693              ","40020.00","J.11906             "
"cr390               ","1/14/2015 12:00:00 AM","P.O1133             ","J.12486             ","20","000978              ","500000.00","J.12487             "
"cr528               ","1/14/2015 12:00:00 AM","P.O1133             ","J.12486             ","20","000978              ","500000.00","J.12487             "
"cr390               ","1/14/2015 12:00:00 AM","P.O1133             ","J.12486             ","20","000979              ","718000.00","J.12488             "
"cr528               ","1/14/2015 12:00:00 AM","P.O1133             ","J.12486             ","20","000979              ","718000.00","J.12488             "
"cr390               ","3/19/2015 12:00:00 AM","P.O1207             ","J.13064             ","20","pettycash           ","6000.00","J.13338             "
"cr528               ","3/19/2015 12:00:00 AM","P.O1207             ","J.13064             ","20","pettycash           ","6000.00","J.13338             "
"cr390               ","5/16/2015 12:00:00 AM","P.O1260             ","J.13794             ","20","000935              ","500000.00","J.13796             "
"cr528               ","5/16/2015 12:00:00 AM","P.O1260             ","J.13794             ","20","000935              ","500000.00","J.13796             "
"cr390               ","5/16/2015 12:00:00 AM","P.O1260             ","J.13794             ","20","000934              ","718000.00","J.13797             "
"cr528               ","5/16/2015 12:00:00 AM","P.O1260             ","J.13794             ","20","000934              ","718000.00","J.13797             "
"cr390               ","11/16/2015 12:00:00 AM","P.O1371             ","J.15222             ","20","1029                ","240000.00","J.15223             "
"cr528               ","11/16/2015 12:00:00 AM","P.O1371             ","J.15222             ","20","1029                ","240000.00","J.15223             "
"cr390               ","2/15/2016 12:00:00 AM","P.O1417             ","J.15930             ","20","1290                ","240000.00","J.15946             "
"cr528               ","2/15/2016 12:00:00 AM","P.O1417             ","J.15930             ","20","1290                ","240000.00","J.15946             "
"cr390               ","4/4/2016 12:00:00 AM","P.O1493             ","J.16848             ","20","1352                ","60000.00","J.16686             "
"cr528               ","4/4/2016 12:00:00 AM","P.O1493             ","J.16848             ","20","1352                ","60000.00","J.16686             "
"cr390               ","5/18/2016 12:00:00 AM","P.O1494             ","J.17011             ","20","1525                ","60000.00","J.17012             "
"cr528               ","5/18/2016 12:00:00 AM","P.O1494             ","J.17011             ","20","1525                ","60000.00","J.17012             "
"cr390               ","5/18/2016 12:00:00 AM","P.O1494             ","J.17011             ","20","RTGS                ","2.00","J.17307             "
"cr528               ","5/18/2016 12:00:00 AM","P.O1494             ","J.17011             ","20","RTGS                ","2.00","J.17307             "
"cr390               ","6/16/2016 12:00:00 AM","P.O1518             ","J.17291             ","20","RTGS                ","179800.00","J.17307             "
"cr528               ","6/16/2016 12:00:00 AM","P.O1518             ","J.17291             ","20","RTGS                ","179800.00","J.17307             "
"cr528               ","3/21/2020 12:00:00 AM","LPO693              ","Jv16885             ","20","RTGS                ","198.00","J.17307             "
"cr528               ","3/21/2020 12:00:00 AM","LPO693              ","Jv16885             ","20","P0267               ","10802.00","Jv16858             "
"cr528               ","9/30/2021 12:00:00 AM","LPO1431             ","Jv29189             ","20","P0267               ","198.00","Jv16858             "
"cr528               ","9/30/2021 12:00:00 AM","LPO1431             ","Jv29189             ","20","P0284               ","115802.00","Jv29229             "
"cr528               ","9/30/2021 12:00:00 AM","Mpesa               ","Jv29230             ","23","P0284               ","198.00","Jv29229             "
"cr528               ","9/30/2021 12:00:00 AM","Mpesa               ","Jv29230             ","23","3467                ","115802.00","Jv29850             "
"cr528               ","9/30/2021 12:00:00 AM","3464                ","Jv29849             ","0","3467                ","198.00","Jv29850             "
"cr528               ","9/30/2021 12:00:00 AM","3464                ","Jv29849             ","0","3470                ","115802.00","Jv29851             "
"cr528               ","12/6/2021 12:00:00 AM","LPO1544             ","Jv32133             ","20","3470                ","198.00","Jv29851             "
"cr528               ","12/6/2021 12:00:00 AM","LPO1544             ","Jv32133             ","20","P0286               ","11402.00","Jv31615             "
"cr528               ","12/16/2021 12:00:00 AM","LPO1524             ","Jv31740             ","20","P0286               ","198.00","Jv31615             "
"cr528               ","12/16/2021 12:00:00 AM","LPO1524             ","Jv31740             ","20","PR15                ","2000.00","Jv32135             "
"cr528               ","12/16/2021 12:00:00 AM","LPO1524             ","Jv31740             ","20","P0286               ","55802.00","Jv31837             "
"cr528               ","1/12/2022 12:00:00 AM","LPO1550             ","Jv32368             ","20","P0286               ","2198.00","Jv31837             "
"cr528               ","1/12/2022 12:00:00 AM","LPO1550             ","Jv32368             ","20","P0286               ","107300.00","Jv32636             "
"cr528               ","1/12/2022 12:00:00 AM","LPO1550             ","Jv32368             ","20","P0286               ","702.00","Jv33769             "
"cr528               ","2/8/2022 12:00:00 AM","LPO1574             ","Jv33407             ","20","P0286               ","83398.00","Jv33769             "
"cr528               ","2/8/2022 12:00:00 AM","LPO1574             ","Jv33407             ","20","P0287               ","702.00","Jv35678             "
"cr528               ","3/28/2022 12:00:00 AM","LPO1669             ","Jv35237             ","20","P0287               ","11600.00","Jv35678             "
"cr528               ","4/11/2022 12:00:00 AM","LPO1693             ","Jv35820             ","20","P0287               ","2198.00","Jv35678             "
"cr528               ","4/11/2022 12:00:00 AM","LPO1693             ","Jv35820             ","20","P0287               ","87702.00","Jv35960             "
"cr390               ","1/6/2015 12:00:00 AM","8338                ","J.12644             ","20","000752              ","108000.00","J.12645             "
"cr529               ","1/6/2015 12:00:00 AM","8338                ","J.12644             ","20","000752              ","108000.00","J.12645             "
"cr390               ","2/23/2015 12:00:00 AM","P.O1180             ","J.12862             ","20","000834              ","812000.00","J.13339             "
"cr530               ","2/23/2015 12:00:00 AM","P.O1180             ","J.12862             ","20","000834              ","812000.00","J.13339             "
"cr531               ","3/2/2015 12:00:00 AM","TBA/KBX 65          ","J.12960             ","20","000802              ","28367.00","J.12961             "
"cr531               ","4/9/2015 12:00:00 AM","GPA/081/15          ","J.13558             ","20","000782              ","260705.00","J.13559             "
"cr531               ","4/26/2016 12:00:00 AM","RND0030236          ","J.17051             ","20","1406                ","292293.00","J.17069             "
"cr531               ","4/26/2016 12:00:00 AM","2016/2017           ","J.17052             ","20","1406                ","7688.00","J.17069             "
"cr531               ","4/26/2016 12:00:00 AM","2016/2017           ","J.17052             ","20","1331                ","168469.00","J.17070             "
"cr531               ","4/26/2016 12:00:00 AM","pv00552             ","Jv721               ","23","1331                ","7688.00","J.17070             "
"cr531               ","5/18/2016 12:00:00 AM","1406                ","J.17158             ","0","1331                ","68598.00","J.17068             "
"cr531               ","5/18/2016 12:00:00 AM","1406                ","J.17158             ","0","3583                ","146146.50","Jv31047             "
"cr531               ","5/18/2016 12:00:00 AM","1406                ","J.17158             ","0","RTGS                ","85236.50","Jv735               "
"cr531               ","5/26/2016 12:00:00 AM","NBD0032609          ","J.17057             ","20","RTGS                ","68598.00","Jv735               "
"cr531               ","10/26/2016 12:00:00 AM","pv00551             ","Jv720               ","23","RTGS                ","650.00","Jv735               "
"cr531               ","11/23/2016 12:00:00 AM","KBC 997V            ","Jv1286              ","23","RTGS                ","84102.00","Jv735               "
"cr531               ","1/27/2017 12:00:00 AM","KCB                 ","Jv2009              ","23","RTGS                ","7800.00","Jv735               "
"cr531               ","2/14/2017 12:00:00 AM","PV00606             ","Jv2314              ","23","RTGS                ","54244.50","Jv735               "
"cr531               ","2/14/2017 12:00:00 AM","PV00606             ","Jv2314              ","23","42                  ","30053.50","Jv2027              "
"cr531               ","2/18/2017 12:00:00 AM","Pv00620             ","Jv2960              ","23","42                  ","11997.50","Jv2027              "
"cr531               ","2/18/2017 12:00:00 AM","Pv00620             ","Jv2960              ","23","chq1422             ","22051.00","Jv2008              "
"cr531               ","2/18/2017 12:00:00 AM","Pv00620             ","Jv2960              ","23","chq 1423            ","7800.00","Jv2011              "
"cr531               ","2/18/2017 12:00:00 AM","Pv00620             ","Jv2960              ","23","1415                ","84298.00","Jv2316              "
"cr531               ","2/18/2017 12:00:00 AM","Pv00620             ","Jv2960              ","23","1426                ","32084.00","Jv2313              "
"cr531               ","2/18/2017 12:00:00 AM","Pv00620             ","Jv2960              ","23","chq 001444          ","9865.50","Jv3678              "
"cr531               ","2/20/2017 12:00:00 AM","PV00605             ","Jv2311              ","23","chq 001444          ","32084.00","Jv3678              "
"cr531               ","3/30/2017 12:00:00 AM","PV00619             ","Jv2961              ","23","chq 001444          ","102752.00","Jv3678              "
"cr531               ","3/30/2017 12:00:00 AM","PV00618             ","Jv2962              ","23","chq 001444          ","23394.50","Jv3678              "
