"entryno","documenttype","docdate","documentno","locationcode","stocktype","code","description","unitofmeasure","Quantity","Quantity_toinvoice","Qunatity_delivered","UnitPrice","vatamount","invoiceamount","completed","printed","containerprice","containersunits","totalchargedcontainers","containercode","vatrate","inclusive","UOM","shipping","discount","PartPerUnit","QuantityToReceive","PriceToReceive","unitofreceivedIn","packzizegrn"
"60122","18","2/22/2017 12:00:00 AM","LPO123","","","S.113               ","Diesel                                            ","Drums     ","400.00","","400.00","89","0.00","35600.00","True","","","","","","0.00","True","fulqty","","","1","400","89","Drums     ","1"
"60123","20","2/22/2017 12:00:00 AM","PINV57","          ","","S.13                ","Kerosene                                          ","litres    ","5000.00","","","64","0.00","320000.00","","","","","","","0.00","True","fulqty","","","1","5000","64","litres    ","1"
"60124","20","2/22/2017 12:00:00 AM","PINV57","          ","","S.113               ","Diesel                                            ","Drums     ","400.00","","","89","0.00","35600.00","","","","","","","0.00","True","fulqty","","","1","400","89","Drums     ","1"
"60125","18","2/10/2017 12:00:00 AM","LPO124","","","S.15                ","Drum Empties                                      ","Units     ","250.00","","250.00","1050","0.00","262500.00","True","","","","","","0.00","True","fulqty","","","1","250","1050","Units     ","1"
"60126","20","2/10/2017 12:00:00 AM","PINV58","          ","","S.15                ","Drum Empties                                      ","Units     ","250.00","","","1050","0.00","262500.00","","","","","","","0.00","True","fulqty","","","1","250","1050","Units     ","1"
"60127","20","1/4/2017 12:00:00 AM","PINV59","          ","","S.113               ","Diesel                                            ","Drums     ","200.00","","","87","0.00","17400.00","","","","","","","16.00","True","fulqty","","","1","200","87","Drums     ","1"
"60128","20","1/3/2017 12:00:00 AM","PINV60","          ","","S.113               ","Diesel                                            ","Drums     ","200.00","","","87","0.00","17400.00","","","","","","","16.00","True","fulqty","","","1","200","87","Drums     ","1"
"60130","18","2/24/2017 12:00:00 AM","LPO125","","","S.13                ","Kerosene                                          ","litres    ","8000.00","","8000.00","64","0.00","512000.00","True","","","","","","0.00","True","fulqty","","","1","8000","64","litres    ","1"
"60131","18","2/24/2017 12:00:00 AM","LPO125","","","S.113               ","Diesel                                            ","Drums     ","600.00","","600.00","89","0.00","53400.00","True","","","","","","0.00","True","fulqty","","","1","600","89","Drums     ","1"
"60132","18","2/20/2017 12:00:00 AM","LPO126","","","S.15                ","Drum Empties                                      ","Units     ","105.00","","105.00","1050","0.00","110250.00","True","","","","","","0.00","False","fulqty","","","1","105","1050","Units     ","1"
"60133","18","2/22/2017 12:00:00 AM","LPO127","","","S.15                ","Drum Empties                                      ","Units     ","57.00","","57.00","1050","0.00","59850.00","True","","","","","","0.00","False","fulqty","","","1","57","1050","Units     ","1"
"60109","18","2/26/2017 12:00:00 AM","LPO114","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","27450.00","","27450.00","50","219600.00","1592100.00","True","","","","","","16.00","False","loosqty","","","1","27450","50","Drums     ","1"
"60129","20","1/6/2017 12:00:00 AM","PINV61","          ","","S.113               ","Diesel                                            ","Drums     ","121.00","","","87.6","0.00","10600.02","","","","","","","16.00","True","fulqty","","","1","121","87.6","Drums     ","1"
"60134","18","2/24/2017 12:00:00 AM","LPO128","","","S.13                ","Kerosene                                          ","litres    ","5000.00","","5000.00","64","0.00","320000.00","True","","","","","","0.00","True","fulqty","","","1","5000","64","litres    ","1"
"60135","20","2/22/2017 12:00:00 AM","PINV62","          ","","S.15                ","Drum Empties                                      ","Units     ","57.00","","","1050","0.00","59850.00","","","","","","","0.00","False","fulqty","","","1","57","1050","Units     ","1"
"60136","20","2/20/2017 12:00:00 AM","PINV63","          ","","S.15                ","Drum Empties                                      ","Units     ","105.00","","","1050","0.00","110250.00","","","","","","","0.00","False","fulqty","","","1","105","1050","Units     ","1"
"60137","20","2/24/2017 12:00:00 AM","PINV64","          ","","S.13                ","Kerosene                                          ","litres    ","5000.00","","","64","0.00","320000.00","","","","","","","0.00","True","fulqty","","","1","5000","64","litres    ","1"
"60138","18","2/27/2017 12:00:00 AM","LPO129","","","S.113               ","Diesel                                            ","Drums     ","600.00","","","89","0.00","53400.00","True","","","","","","0.00","True","loosqty","","","1","600","89","Drums     ","1"
"60139","18","2/27/2017 12:00:00 AM","LPO129","","","S.13                ","Kerosene                                          ","litres    ","1000.00","","","64","0.00","64000.00","True","","","","","","0.00","True","fulqty","","","1","1000","64","litres    ","1"
"60140","18","2/27/2017 12:00:00 AM","LPO130","","","S.13                ","Kerosene                                          ","litres    ","10000.00","","10000.00","64","0.00","640000.00","True","","","","","","0.00","True","fulqty","","","1","10000","64","litres    ","1"
"60141","18","2/27/2017 12:00:00 AM","LPO130","","","S.113               ","Diesel                                            ","Drums     ","600.00","","600.00","89","0.00","53400.00","True","","","","","","0.00","True","fulqty","","","1","600","89","Drums     ","1"
"70138","20","2/27/2017 12:00:00 AM","PINV65","          ","","S.13                ","Kerosene                                          ","litres    ","10000.00","","","64","0.00","640000.00","","","","","","","0.00","True","fulqty","","","1","10000","64","litres    ","1"
"70139","20","2/27/2017 12:00:00 AM","PINV65","          ","","S.113               ","Diesel                                            ","Drums     ","600.00","","","89","0.00","53400.00","","","","","","","0.00","True","fulqty","","","1","600","89","Drums     ","1"
"70140","18","2/11/2017 12:00:00 AM","LPO131","","","S.13                ","Kerosene                                          ","litres    ","3000.00","","3000.00","59.87","0.00","179610.00","True","","","","","","0.00","True","fulqty","","","1","3000","59.87","litres    ","1"
"70141","18","2/11/2017 12:00:00 AM","LPO131","","","S.113               ","Diesel                                            ","Drums     ","400.00","","400.00","80.2","0.00","32080.00","True","","","","","","0.00","True","loosqty","","","1","400","80.2","Drums     ","1"
"70142","20","2/11/2017 12:00:00 AM","PINV66","          ","","S.13                ","Kerosene                                          ","litres    ","3000.00","","","59.87","0.00","179610.00","","","","","","","0.00","True","fulqty","","","1","3000","59.87","litres    ","1"
"70143","20","2/11/2017 12:00:00 AM","PINV66","          ","","S.113               ","Diesel                                            ","Drums     ","400.00","","","80.2","0.00","32080.00","","","","","","","0.00","True","loosqty","","","1","400","80.2","Drums     ","1"
"70144","20","2/24/2017 12:00:00 AM","PINV67","          ","","S.13                ","Kerosene                                          ","litres    ","8000.00","","","64","0.00","512000.00","","","","","","","0.00","True","fulqty","","","1","8000","64","litres    ","1"
"70145","20","2/24/2017 12:00:00 AM","PINV67","          ","","S.113               ","Diesel                                            ","Drums     ","600.00","","","89","0.00","53400.00","","","","","","","0.00","True","fulqty","","","1","600","89","Drums     ","1"
"70146","20","1/5/2017 12:00:00 AM","PINV68","          ","","S.113               ","Diesel                                            ","Drums     ","200.00","","","87.2","0.00","17440.00","","","","","","","16.00","True","loosqty","","","1","200","87.2","Drums     ","1"
"70147","20","1/5/2017 12:00:00 AM","PINV68","          ","","S.13                ","Kerosene                                          ","litres    ","500.00","","","63.5","0.00","31750.00","","","","","","","0.00","True","fulqty","","","1","500","63.5","litres    ","1"
"70148","20","1/6/2017 12:00:00 AM","PINV69","          ","","S.113               ","Diesel                                            ","Drums     ","200.00","","","87","0.00","17400.00","","","","","","","16.00","True","loosqty","","","1","200","87","Drums     ","1"
"70149","20","1/9/2017 12:00:00 AM","PINV70","          ","","S.113               ","Diesel                                            ","Drums     ","103.00","","","87.38","0.00","9000.14","","","","","","","16.00","True","loosqty","","","1","103","87.38","Drums     ","1"
"70150","20","1/13/2017 12:00:00 AM","PINV71","          ","","S.13                ","Kerosene                                          ","litres    ","1400.00","","","59.57","0.00","83398.00","","","","","","","0.00","True","fulqty","","","1","1400","59.57","litres    ","1"
"60110","20","2/26/2017 12:00:00 AM","PINV53","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","27450.00","","","50","219600.00","1592100.00","","","","","","","16.00","False","loosqty","","","1","27450","50","Drums     ","1"
"70151","20","1/13/2017 12:00:00 AM","PINV72","          ","","S.13                ","Kerosene                                          ","litres    ","400.00","","","59.58","0.00","23832.00","","","","","","","0.00","True","fulqty","","","1","400","59.58","litres    ","1"
"70152","20","1/13/2017 12:00:00 AM","PINV73","          ","","S.113               ","Diesel                                            ","Drums     ","200.00","","","87","0.00","17400.00","","","","","","","16.00","True","fulqty","","","1","200","87","Drums     ","1"
