"entryno","documenttype","docdate","documentno","locationcode","stocktype","code","description","unitofmeasure","Quantity","Quantity_toinvoice","Qunatity_delivered","UnitPrice","vatamount","invoiceamount","completed","printed","containerprice","containersunits","totalchargedcontainers","containercode","vatrate","inclusive","UOM","shipping","discount","PartPerUnit","QuantityToReceive","PriceToReceive","unitofreceivedIn","packzizegrn"
"1010685","30","9/11/2019 12:00:00 AM","GRN416","","","S.15                ","Drum Empties                                      ","Units     ","50.00","","","1000","0.00","50000.00","","","","","","","16.00","True","fulqty","","","1","50","1000","Units     ","1"
"1010686","20","9/11/2019 12:00:00 AM","PINV379","          ","","S.15                ","Drum Empties                                      ","Units     ","50.00","","","1000","0.00","50000.00","","","","","","","16.00","True","fulqty","","","1","50","1000","Units     ","1"
"1010687","18","9/14/2019 12:00:00 AM","LPO575","","","S.15                ","Drum Empties                                      ","Units     ","50.00","","50.00","1000","0.00","50000.00","True","","","","","","16.00","True","fulqty","","0","1","50","1000","Units     ","1"
"1010688","30","9/14/2019 12:00:00 AM","GRN417","","","S.15                ","Drum Empties                                      ","Units     ","50.00","","","1000","0.00","50000.00","","","","","","","16.00","True","fulqty","","","1","50","1000","Units     ","1"
"1010689","20","9/14/2019 12:00:00 AM","PINV380","          ","","S.15                ","Drum Empties                                      ","Units     ","50.00","","","1000","0.00","50000.00","","","","","","","16.00","True","fulqty","","","1","50","1000","Units     ","1"
"1010690","18","9/17/2019 12:00:00 AM","LPO576","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","55.00","","55.00","11986.5","90932.07","659257.50","True","","","","","","16.00","True","fulqty","","0","183","55","11986.5","Drums     ","183"
"1010691","30","9/17/2019 12:00:00 AM","GRN418","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","55.00","","","11986.5","90932.07","659257.50","","","","","","","16.00","True","fulqty","","","183","55","11986.5","Drums     ","183"
"1010692","20","9/17/2019 12:00:00 AM","PINV381","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","55.00","","","11986.5","90932.07","659257.50","","","","","","","16.00","True","fulqty","","","183","55","11986.5","Drums     ","183"
"1010693","18","9/20/2019 12:00:00 AM","LPO577","","","S.15                ","Drum Empties                                      ","Units     ","100.00","","100.00","1000","0.00","100000.00","True","","","","","","16.00","True","fulqty","","0","1","100","1000","Units     ","1"
"1010694","30","9/20/2019 12:00:00 AM","GRN419","","","S.15                ","Drum Empties                                      ","Units     ","100.00","","","1000","0.00","100000.00","","","","","","","16.00","True","fulqty","","","1","100","1000","Units     ","1"
"1010695","20","9/20/2019 12:00:00 AM","PINV382","          ","","S.15                ","Drum Empties                                      ","Units     ","100.00","","","1000","0.00","100000.00","","","","","","","16.00","True","fulqty","","","1","100","1000","Units     ","1"
"1010696","18","9/19/2019 12:00:00 AM","LPO578","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","140.00","","140.00","12169.5","234997.24","1703730.00","True","","","","","","16.00","True","fulqty","","0","183","140","12169.5","Drums     ","183"
"1010697","30","9/19/2019 12:00:00 AM","GRN420","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","140.00","","","12169.5","234997.24","1703730.00","","","","","","","16.00","True","fulqty","","","183","140","12169.5","Drums     ","183"
"1010698","20","9/19/2019 12:00:00 AM","PINV383","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","140.00","","","12169.5","234997.24","1703730.00","","","","","","","16.00","True","fulqty","","","183","140","12169.5","Drums     ","183"
"1010699","18","9/20/2019 12:00:00 AM","LPO579","","","S.15                ","Drum Empties                                      ","Units     ","100.00","","100.00","1000","0.00","100000.00","True","","","","","","16.00","True","fulqty","","0","1","100","1000","Units     ","1"
"1010700","30","9/20/2019 12:00:00 AM","GRN421","","","S.15                ","Drum Empties                                      ","Units     ","100.00","","","1000","0.00","100000.00","","","","","","","16.00","True","fulqty","","","1","100","1000","Units     ","1"
"1010701","20","9/20/2019 12:00:00 AM","PINV384","          ","","S.15                ","Drum Empties                                      ","Units     ","100.00","","","1000","0.00","100000.00","","","","","","","16.00","True","fulqty","","","1","100","1000","Units     ","1"
"1010702","18","9/26/2019 12:00:00 AM","LPO580","","","S.143               ","Fibre Glass Membrane                              ","Units     ","5.00","","5.00","9000","6206.90","45000.00","True","","","","","","16.00","True","fulqty","","0","1","5","9000","Units     ","1"
"1010703","30","9/26/2019 12:00:00 AM","GRN422","","","S.143               ","Fibre Glass Membrane                              ","Units     ","5.00","","","9000","6206.90","45000.00","","","","","","","16.00","True","fulqty","","","1","5","9000","Units     ","1"
"1010704","20","9/26/2019 12:00:00 AM","PINV385","          ","","S.143               ","Fibre Glass Membrane                              ","Units     ","5.00","","","9000","6206.90","45000.00","","","","","","","16.00","True","fulqty","","","1","5","9000","Units     ","1"
"1010705","18","9/26/2019 12:00:00 AM","LPO581","","","S.112               ","BITUSHIELD NO.7                                   ","bucket    ","1200.00","","1200.00","202.5","33517.24","243000.00","True","","","","","","16.00","True","loosqty","","0","1","1200","202.5","bucket    ","1"
"1010706","30","9/26/2019 12:00:00 AM","GRN423","","","S.112               ","BITUSHIELD NO.7                                   ","bucket    ","1200.00","","","202.5","33517.24","243000.00","","","","","","","16.00","True","loosqty","","","1","1200","202.5","bucket    ","1"
"1010707","20","9/26/2019 12:00:00 AM","PINV386","          ","","S.112               ","BITUSHIELD NO.7                                   ","bucket    ","1200.00","","","202.5","33517.24","243000.00","","","","","","","16.00","True","loosqty","","","1","1200","202.5","bucket    ","1"
"1010708","18","9/26/2019 12:00:00 AM","LPO582","","","S.15                ","Drum Empties                                      ","Units     ","5.00","","5.00","850","0.00","4250.00","True","","","","","","16.00","False","fulqty","","0","1","5","850","Units     ","1"
"1010709","30","9/26/2019 12:00:00 AM","GRN424","","","S.15                ","Drum Empties                                      ","Units     ","5.00","","","850","0.00","4250.00","","","","","","","16.00","False","fulqty","","","1","5","850","Units     ","1"
"1010710","20","9/26/2019 12:00:00 AM","PINV387","          ","","S.15                ","Drum Empties                                      ","Units     ","5.00","","","850","0.00","4250.00","","","","","","","16.00","False","fulqty","","","1","5","850","Units     ","1"
"1010711","18","9/29/2019 12:00:00 AM","LPO583","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","108.00","","108.00","11986.5","178557.52","1294542.00","True","","","","","","16.00","True","fulqty","","0","183","108","11986.5","Drums     ","183"
"1010712","30","9/29/2019 12:00:00 AM","GRN425","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","108.00","","","11986.5","178557.52","1294542.00","","","","","","","16.00","True","fulqty","","","183","108","11986.5","Drums     ","183"
"1010713","20","9/29/2019 12:00:00 AM","PINV388","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","108.00","","","11986.5","178557.52","1294542.00","","","","","","","16.00","True","fulqty","","","183","108","11986.5","Drums     ","183"
"1010714","18","9/30/2019 12:00:00 AM","LPO584","","","S.160               ","Redicote EM 44                                    ","Drums     ","180.00","","180.00","841","20880.00","151380.00","True","","","","","","16.00","True","loosqty","","0","1","180","841","Drums     ","1"
"1010715","30","9/30/2019 12:00:00 AM","GRN426","","","S.160               ","Redicote EM 44                                    ","Drums     ","180.00","","","841","20880.00","151380.00","","","","","","","16.00","True","loosqty","","","1","180","841","Drums     ","1"
"1010716","20","9/30/2019 12:00:00 AM","PINV389","          ","","S.160               ","Redicote EM 44                                    ","Drums     ","180.00","","","841","20880.00","151380.00","","","","","","","16.00","True","loosqty","","","1","180","841","Drums     ","1"
"1010717","18","10/2/2019 12:00:00 AM","LPO585","","","S.60165             ","REDICOTTE EM700                                   ","litres    ","204.00","","204.00","754.44","21228.48","153906.48","True","","","","","","16.00","True","fulqty","","0","204","204","754.44","litres    ","204"
"1010718","30","10/2/2019 12:00:00 AM","GRN427","","","S.60165             ","REDICOTTE EM700                                   ","litres    ","204.00","","","754.44","21228.48","153906.48","","","","","","","16.00","True","fulqty","","","204","204","754.44","litres    ","204"
"1010719","20","10/2/2019 12:00:00 AM","PINV390","          ","","S.60165             ","REDICOTTE EM700                                   ","litres    ","204.00","","","754.44","21228.48","153906.48","","","","","","","16.00","True","fulqty","","","204","204","754.44","litres    ","204"
"1010720","18","10/2/2019 12:00:00 AM","LPO586","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","86.00","","86.00","12078","143270.07","1038708.00","True","","","","","","16.00","True","fulqty","","0","183","86","12078","Drums     ","183"
"1010721","30","10/2/2019 12:00:00 AM","GRN428","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","86.00","","","12078","143270.07","1038708.00","","","","","","","16.00","True","fulqty","","","183","86","12078","Drums     ","183"
"1010722","20","10/2/2019 12:00:00 AM","PINV391","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","86.00","","","12078","143270.07","1038708.00","","","","","","","16.00","True","fulqty","","","183","86","12078","Drums     ","183"
"1010723","18","10/3/2019 12:00:00 AM","LPO587","","","S.15                ","Drum Empties                                      ","Units     ","50.00","","50.00","1000","0.00","50000.00","True","","","","","","16.00","True","fulqty","","0","1","50","1000","Units     ","1"
"1010724","30","10/3/2019 12:00:00 AM","GRN429","","","S.15                ","Drum Empties                                      ","Units     ","50.00","","","1000","0.00","50000.00","","","","","","","16.00","True","fulqty","","","1","50","1000","Units     ","1"
"1010725","20","10/3/2019 12:00:00 AM","PINV392","          ","","S.15                ","Drum Empties                                      ","Units     ","50.00","","","1000","0.00","50000.00","","","","","","","16.00","True","fulqty","","","1","50","1000","Units     ","1"
"1010726","18","10/11/2019 12:00:00 AM","LPO588","","","S.144               ","WHITE SPIRIT (LAWS)                               ","litres    ","200.00","","200.00","210","5793.10","42000.00","True","","","","","","16.00","True","fulqty","","0","1","200","210","litres    ","1"
"1010727","30","10/11/2019 12:00:00 AM","GRN430","","","S.144               ","WHITE SPIRIT (LAWS)                               ","litres    ","200.00","","","210","5793.10","42000.00","","","","","","","16.00","True","fulqty","","","1","200","210","litres    ","1"
"1010728","20","10/11/2019 12:00:00 AM","PINV393","          ","","S.144               ","WHITE SPIRIT (LAWS)                               ","litres    ","200.00","","","210","5793.10","42000.00","","","","","","","16.00","True","fulqty","","","1","200","210","litres    ","1"
"1010729","18","10/11/2019 12:00:00 AM","LPO589","","","S.103               ","BITUSHIELD NO 5                                   ","bucket    ","20.00","","20.00","4500","12413.79","90000.00","True","","","","","","16.00","True","fulqty","","0","20","20","4500","bucket    ","20"
"1010730","30","10/11/2019 12:00:00 AM","GRN431","","","S.103               ","BITUSHIELD NO 5                                   ","bucket    ","20.00","","","4500","12413.79","90000.00","","","","","","","16.00","True","fulqty","","","20","20","4500","bucket    ","20"
"1010731","20","10/11/2019 12:00:00 AM","PINV394","          ","","S.103               ","BITUSHIELD NO 5                                   ","bucket    ","20.00","","","4500","12413.79","90000.00","","","","","","","16.00","True","fulqty","","","20","20","4500","bucket    ","20"
"1010732","18","10/15/2019 12:00:00 AM","LPO590","","","S.15                ","Drum Empties                                      ","Units     ","50.00","","50.00","1000","0.00","50000.00","True","","","","","","16.00","True","fulqty","","0","1","50","1000","Units     ","1"
"1010733","30","10/15/2019 12:00:00 AM","GRN432","","","S.15                ","Drum Empties                                      ","Units     ","50.00","","","1000","0.00","50000.00","","","","","","","16.00","True","fulqty","","","1","50","1000","Units     ","1"
"1010734","20","10/15/2019 12:00:00 AM","PINV395","          ","","S.15                ","Drum Empties                                      ","Units     ","50.00","","","1000","0.00","50000.00","","","","","","","16.00","True","fulqty","","","1","50","1000","Units     ","1"
"1010735","18","10/12/2019 12:00:00 AM","LPO591","","","S.15                ","Drum Empties                                      ","Units     ","160.00","","160.00","1000","0.00","160000.00","True","","","","","","16.00","True","fulqty","","0","1","160","1000","Units     ","1"
"1010736","30","10/12/2019 12:00:00 AM","GRN433","","","S.15                ","Drum Empties                                      ","Units     ","160.00","","","1000","0.00","160000.00","","","","","","","16.00","True","fulqty","","","1","160","1000","Units     ","1"
"1010737","20","10/12/2019 12:00:00 AM","PINV396","          ","","S.15                ","Drum Empties                                      ","Units     ","160.00","","","1000","0.00","160000.00","","","","","","","16.00","True","fulqty","","","1","160","1000","Units     ","1"
"1010738","18","10/16/2019 12:00:00 AM","LPO594","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","366.00","","","64.5","0.00","23607.00","True","","","","","","16.00","False","fulqty","","0","183","366","64.5","Drums     ","183"
"1010739","18","10/16/2019 12:00:00 AM","LPO595","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","366.00","","","64.5","0.00","23607.00","True","","","","","","16.00","False","loosqty","","0","1","366","64.5","Drums     ","1"
"1010740","18","10/17/2019 12:00:00 AM","LPO597","","","S.15                ","Drum Empties                                      ","Units     ","2.00","","2.00","850","0.00","1700.00","True","","","","","","16.00","False","fulqty","","0","1","2","850","Units     ","1"
"1010741","30","10/17/2019 12:00:00 AM","GRN434","","","S.15                ","Drum Empties                                      ","Units     ","2.00","","","850","0.00","1700.00","","","","","","","16.00","False","fulqty","","","1","2","850","Units     ","1"
"1010742","20","10/17/2019 12:00:00 AM","PINV397","          ","","S.15                ","Drum Empties                                      ","Units     ","2.00","","","850","0.00","1700.00","","","","","","","16.00","False","fulqty","","","1","2","850","Units     ","1"
"1010743","18","10/16/2019 12:00:00 AM","LPO598","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","2.00","","2.00","11803.5","0.00","23607.00","True","","","","","","16.00","False","fulqty","","0","183","2","11803.5","Drums     ","183"
"1010744","30","10/16/2019 12:00:00 AM","GRN435","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","2.00","","","11803.5","0.00","23607.00","","","","","","","16.00","False","fulqty","","","183","2","11803.5","Drums     ","183"
"1010745","20","10/16/2019 12:00:00 AM","PINV398","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","2.00","","","11803.5","0.00","23607.00","","","","","","","16.00","False","fulqty","","","183","2","11803.5","Drums     ","183"
"1010746","18","10/18/2019 12:00:00 AM","LPO599","","","S.17                ","HCL                                               ","kgs       ","240.00","","240.00","50","1655.04","11999.04","True","","","","","","16.00","True","fulqty","","0","1000","240","50","kgs       ","1000"
"1010747","30","10/18/2019 12:00:00 AM","GRN436","","","S.17                ","HCL                                               ","kgs       ","240.00","","","50","1655.04","11999.04","","","","","","","16.00","True","fulqty","","","1000","240","50","kgs       ","1000"
"1010748","20","10/18/2019 12:00:00 AM","PINV399","          ","","S.17                ","HCL                                               ","kgs       ","240.00","","","50","1655.17","12000.00","","","","","","","16.00","True","fulqty","","","1000","240","50","kgs       ","1000"
"1010749","18","10/18/2019 12:00:00 AM","LPO600","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","73.00","","73.00","12078","121612.97","881694.00","True","","","","","","16.00","True","fulqty","","0","183","73","12078","Drums     ","183"
"1010750","30","10/18/2019 12:00:00 AM","GRN437","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","73.00","","","12078","121612.97","881694.00","","","","","","","16.00","True","fulqty","","","183","73","12078","Drums     ","183"
"1010751","20","10/18/2019 12:00:00 AM","PINV400","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","73.00","","","12078","121612.97","881694.00","","","","","","","16.00","True","fulqty","","","183","73","12078","Drums     ","183"
"1010752","18","10/18/2019 12:00:00 AM","LPO601","","","S.15                ","Drum Empties                                      ","Units     ","100.00","","100.00","1000","0.00","100000.00","True","","","","","","16.00","True","fulqty","","0","1","100","1000","Units     ","1"
"1010753","30","10/18/2019 12:00:00 AM","GRN438","","","S.15                ","Drum Empties                                      ","Units     ","100.00","","","1000","0.00","100000.00","","","","","","","16.00","True","fulqty","","","1","100","1000","Units     ","1"
"1010754","20","10/18/2019 12:00:00 AM","PINV401","          ","","S.15                ","Drum Empties                                      ","Units     ","100.00","","","1000","0.00","100000.00","","","","","","","16.00","True","fulqty","","","1","100","1000","Units     ","1"
"1010755","18","10/19/2019 12:00:00 AM","LPO602","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","22.00","","22.00","12078","36650.48","265716.00","True","","","","","","16.00","True","fulqty","","0","183","22","12078","Drums     ","183"
"1010756","30","10/19/2019 12:00:00 AM","GRN439","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","22.00","","","12078","36650.48","265716.00","","","","","","","16.00","True","fulqty","","","183","22","12078","Drums     ","183"
"1010757","18","10/22/2019 12:00:00 AM","LPO603","","","S.160               ","Redicote EM 44                                    ","Drums     ","180.00","","","841","20880.00","151380.00","True","","","","","","16.00","True","loosqty","","0","1","180","841","Drums     ","1"
"1010758","18","10/22/2019 12:00:00 AM","LPO604","","","S.160               ","Redicote EM 44                                    ","Drums     ","1.00","","1.00","151380","20880.00","151380.00","True","","","","","","16.00","True","fulqty","","0","200","1","151380","Drums     ","200"
"1010759","30","10/22/2019 12:00:00 AM","GRN440","","","S.160               ","Redicote EM 44                                    ","Drums     ","1.00","","","151380","20880.00","151380.00","","","","","","","16.00","True","fulqty","","","200","1","151380","Drums     ","200"
"1010760","20","10/22/2019 12:00:00 AM","PINV402","          ","","S.160               ","Redicote EM 44                                    ","Drums     ","1.00","","","151380","20880.00","151380.00","","","","","","","16.00","True","fulqty","","","200","1","151380","Drums     ","200"
"1010761","18","10/22/2019 12:00:00 AM","LPO605","","","S.13                ","Kerosene                                          ","litres    ","5000.00","","5000.00","97","0.00","485000.00","True","","","","","","16.00","False","fulqty","","0","1","5000","97","litres    ","1"
"1010762","30","10/22/2019 12:00:00 AM","GRN441","","","S.13                ","Kerosene                                          ","litres    ","5000.00","","","97","0.00","485000.00","","","","","","","16.00","False","fulqty","","","1","5000","97","litres    ","1"
"1010763","20","10/22/2019 12:00:00 AM","PINV403","          ","","S.13                ","Kerosene                                          ","litres    ","5000.00","","","97","0.00","485000.00","","","","","","","16.00","False","fulqty","","","1","5000","97","litres    ","1"
"1010764","18","10/22/2019 12:00:00 AM","LPO606","","","S.103               ","BITUSHIELD NO 5                                   ","bucket    ","5.00","","5.00","4500","3103.45","22500.00","True","","","","","","16.00","True","fulqty","","0","20","5","4500","bucket    ","20"
"1010765","30","10/22/2019 12:00:00 AM","GRN442","","","S.103               ","BITUSHIELD NO 5                                   ","bucket    ","5.00","","","4500","3103.45","22500.00","","","","","","","16.00","True","fulqty","","","20","5","4500","bucket    ","20"
"1010766","20","10/22/2019 12:00:00 AM","PINV404","          ","","S.103               ","BITUSHIELD NO 5                                   ","bucket    ","5.00","","","4500","3103.45","22500.00","","","","","","","16.00","True","fulqty","","","20","5","4500","bucket    ","20"
"1010767","18","10/22/2019 12:00:00 AM","LPO607","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","47.00","","47.00","12078","78298.76","567666.00","True","","","","","","16.00","True","fulqty","","0","183","47","12078","Drums     ","183"
"1010768","30","10/22/2019 12:00:00 AM","GRN443","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","47.00","","","12078","78298.76","567666.00","","","","","","","16.00","True","fulqty","","","183","47","12078","Drums     ","183"
"1010769","20","10/22/2019 12:00:00 AM","PINV405","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","47.00","","","12078","78298.76","567666.00","","","","","","","16.00","True","fulqty","","","183","47","12078","Drums     ","183"
"1010770","18","10/23/2019 12:00:00 AM","LPO608","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","145.00","","145.00","12078","241560.00","1751310.00","True","","","","","","16.00","True","fulqty","","0","183","145","12078","Drums     ","183"
"1010771","30","10/23/2019 12:00:00 AM","GRN444","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","145.00","","","12078","241560.00","1751310.00","","","","","","","16.00","True","fulqty","","","183","145","12078","Drums     ","183"
"1010772","20","10/23/2019 12:00:00 AM","PINV406","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","145.00","","","12078","241560.00","1751310.00","","","","","","","16.00","True","fulqty","","","183","145","12078","Drums     ","183"
"1010773","20","10/19/2019 12:00:00 AM","PINV407","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","22.00","","","12078","36650.48","265716.00","","","","","","","16.00","True","fulqty","","","183","22","12078","Drums     ","183"
"1010774","18","10/23/2019 12:00:00 AM","LPO609","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","45.00","","45.00","12078","74966.90","543510.00","True","","","","","","16.00","True","fulqty","","0","183","45","12078","Drums     ","183"
"1010775","30","10/23/2019 12:00:00 AM","GRN445","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","45.00","","","12078","74966.90","543510.00","","","","","","","16.00","True","fulqty","","","183","45","12078","Drums     ","183"
"1010776","20","10/23/2019 12:00:00 AM","PINV408","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","45.00","","","12078","74966.90","543510.00","","","","","","","16.00","True","fulqty","","","183","45","12078","Drums     ","183"
"1010777","18","10/23/2019 12:00:00 AM","LPO610","","","S.15                ","Drum Empties                                      ","Units     ","50.00","","50.00","1000","0.00","50000.00","True","","","","","","16.00","True","fulqty","","0","1","50","1000","Units     ","1"
"1010778","30","10/23/2019 12:00:00 AM","GRN446","","","S.15                ","Drum Empties                                      ","Units     ","50.00","","","1000","0.00","50000.00","","","","","","","16.00","True","fulqty","","","1","50","1000","Units     ","1"
"1010779","20","10/23/2019 12:00:00 AM","PINV409","          ","","S.15                ","Drum Empties                                      ","Units     ","50.00","","","1000","0.00","50000.00","","","","","","","16.00","True","fulqty","","","1","50","1000","Units     ","1"
"1010780","18","10/24/2019 12:00:00 AM","LPO611","","","S.15                ","Drum Empties                                      ","Units     ","50.00","","50.00","1000","0.00","50000.00","True","","","","","","16.00","True","fulqty","","0","1","50","1000","Units     ","1"
"1010781","30","10/24/2019 12:00:00 AM","GRN447","","","S.15                ","Drum Empties                                      ","Units     ","50.00","","","1000","0.00","50000.00","","","","","","","16.00","True","fulqty","","","1","50","1000","Units     ","1"
"1010782","20","10/24/2019 12:00:00 AM","PINV410","          ","","S.15                ","Drum Empties                                      ","Units     ","50.00","","","1000","0.00","50000.00","","","","","","","16.00","True","fulqty","","","1","50","1000","Units     ","1"
"1010783","18","10/28/2019 12:00:00 AM","LPO612","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","72.00","","72.00","12078","119947.03","869616.00","True","","","","","","16.00","True","fulqty","","0","183","72","12078","Drums     ","183"
"1010784","30","10/28/2019 12:00:00 AM","GRN448","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","72.00","","","12078","119947.03","869616.00","","","","","","","16.00","True","fulqty","","","183","72","12078","Drums     ","183"
"1010785","20","10/28/2019 12:00:00 AM","PINV411","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","72.00","","","12078","119947.03","869616.00","","","","","","","16.00","True","fulqty","","","183","72","12078","Drums     ","183"
"1010786","18","10/25/2019 12:00:00 AM","LPO613","","","S.15                ","Drum Empties                                      ","Units     ","60.00","","60.00","1000","0.00","60000.00","True","","","","","","16.00","True","fulqty","","0","1","60","1000","Units     ","1"
"1010787","30","10/25/2019 12:00:00 AM","GRN449","","","S.15                ","Drum Empties                                      ","Units     ","60.00","","","1000","0.00","60000.00","","","","","","","16.00","True","fulqty","","","1","60","1000","Units     ","1"
"1010788","20","10/25/2019 12:00:00 AM","PINV412","          ","","S.15                ","Drum Empties                                      ","Units     ","60.00","","","1000","0.00","60000.00","","","","","","","16.00","True","fulqty","","","1","60","1000","Units     ","1"
"1010789","18","10/25/2019 12:00:00 AM","LPO614","","","S.15                ","Drum Empties                                      ","Units     ","100.00","","100.00","1000","0.00","100000.00","True","","","","","","16.00","True","fulqty","","0","1","100","1000","Units     ","1"
"1010790","30","10/25/2019 12:00:00 AM","GRN450","","","S.15                ","Drum Empties                                      ","Units     ","100.00","","","1000","0.00","100000.00","","","","","","","16.00","True","fulqty","","","1","100","1000","Units     ","1"
"1010791","20","10/25/2019 12:00:00 AM","PINV413","          ","","S.15                ","Drum Empties                                      ","Units     ","100.00","","","1000","0.00","100000.00","","","","","","","16.00","True","fulqty","","","1","100","1000","Units     ","1"
"1010792","18","10/31/2019 12:00:00 AM","LPO615","","","S.113               ","Diesel                                            ","litres    ","2000.00","","2000.00","95","0.00","190000.00","True","","","","","","16.00","False","fulqty","","0","1","2000","95","litres    ","1"
"1010793","30","10/31/2019 12:00:00 AM","GRN451","","","S.113               ","Diesel                                            ","litres    ","2000.00","","","95","0.00","190000.00","","","","","","","16.00","False","fulqty","","","1","2000","95","litres    ","1"
"1010794","20","10/31/2019 12:00:00 AM","PINV414","          ","","S.113               ","Diesel                                            ","litres    ","2000.00","","","95","0.00","190000.00","","","","","","","16.00","False","fulqty","","","1","2000","95","litres    ","1"
"1010795","18","11/1/2019 12:00:00 AM","LPO616","","","S.15                ","Drum Empties                                      ","Units     ","100.00","","100.00","1000","0.00","100000.00","True","","","","","","16.00","True","fulqty","","0","1","100","1000","Units     ","1"
"1010796","30","11/1/2019 12:00:00 AM","GRN452","","","S.15                ","Drum Empties                                      ","Units     ","100.00","","","1000","0.00","100000.00","","","","","","","16.00","True","fulqty","","","1","100","1000","Units     ","1"
"1010797","20","11/1/2019 12:00:00 AM","PINV415","          ","","S.15                ","Drum Empties                                      ","Units     ","100.00","","","1000","0.00","100000.00","","","","","","","16.00","True","fulqty","","","1","100","1000","Units     ","1"
"1010798","18","11/1/2019 12:00:00 AM","LPO617","","","S.160               ","Redicote EM 44                                    ","Drums     ","180.00","","180.00","841","20880.00","151380.00","True","","","","","","16.00","True","loosqty","","0","1","180","841","Drums     ","1"
"1010799","30","11/1/2019 12:00:00 AM","GRN453","","","S.160               ","Redicote EM 44                                    ","Drums     ","180.00","","","841","20880.00","151380.00","","","","","","","16.00","True","loosqty","","","1","180","841","Drums     ","1"
"1010800","20","11/1/2019 12:00:00 AM","PINV416","          ","","S.160               ","Redicote EM 44                                    ","Drums     ","180.00","","","841","20880.00","151380.00","","","","","","","16.00","True","loosqty","","","1","180","841","Drums     ","1"
"1010801","18","11/1/2019 12:00:00 AM","LPO619","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","145.00","","145.00","12078","241560.00","1751310.00","True","","","","","","16.00","True","fulqty","","0","183","145","12078","Drums     ","183"
"1010802","30","11/1/2019 12:00:00 AM","GRN454","","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","145.00","","","12078","241560.00","1751310.00","","","","","","","16.00","True","fulqty","","","183","145","12078","Drums     ","183"
"1010803","20","11/1/2019 12:00:00 AM","PINV417","          ","","S.16","183 kgs Bitumen 80/100                            ","Drums     ","145.00","","","12078","241560.00","1751310.00","","","","","","","16.00","True","fulqty","","","183","145","12078","Drums     ","183"
"1010804","18","11/4/2019 12:00:00 AM","LPO620","","","S.15                ","Drum Empties                                      ","Units     ","100.00","","100.00","1000","0.00","100000.00","True","","","","","","16.00","True","fulqty","","0","1","100","1000","Units     ","1"
"1010805","30","11/4/2019 12:00:00 AM","GRN455","","","S.15                ","Drum Empties                                      ","Units     ","100.00","","","1000","0.00","100000.00","","","","","","","16.00","True","fulqty","","","1","100","1000","Units     ","1"
"1010806","20","11/4/2019 12:00:00 AM","PINV418","          ","","S.15                ","Drum Empties                                      ","Units     ","100.00","","","1000","0.00","100000.00","","","","","","","16.00","True","fulqty","","","1","100","1000","Units     ","1"
"1010807","18","11/23/2019 12:00:00 AM","LPO621","","","S.15                ","Drum Empties                                      ","Units     ","50.00","","50.00","1000","0.00","50000.00","True","","","","","","16.00","True","fulqty","","0","1","50","1000","Units     ","1"
"1010808","30","11/23/2019 12:00:00 AM","GRN456","","","S.15                ","Drum Empties                                      ","Units     ","50.00","","","1000","0.00","50000.00","","","","","","","16.00","True","fulqty","","","1","50","1000","Units     ","1"
