"DocumentNo","SampleID","SampleTypeID","ParameterID","Method","Limits_min","Limits_max","Results","lastuserid","lastdatetime"
"B/No1246","S.60166","S.60166","78","ASTM D244","Neutral ","Negative","Neutral","Elias","6/21/2022 3:37:47 PM"
"B/No1246","S.60166","S.60166","79","ASTM D6999","-","-","-","Elias","6/21/2022 3:37:47 PM"
"B/No1246","S.60166","S.60166","80","ASTM D70","0.9","1.1","1.06","Elias","6/21/2022 3:37:47 PM"
"B/No1244","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","6/21/2022 3:38:05 PM"
"B/No1244","S.103","S.103","82","ASTM D6934","56","","58","Elias","6/21/2022 3:38:05 PM"
"B/No1244","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","6/21/2022 3:38:05 PM"
"B/No1244","S.103","S.103","84","ASTM D6999","","","-","Elias","6/21/2022 3:38:05 PM"
"B/No1244","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","6/21/2022 3:38:05 PM"
"B/No1251","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","6/21/2022 3:47:07 PM"
"B/No1251","S.103","S.103","82","ASTM D6934","56","","58","Elias","6/21/2022 3:47:07 PM"
"B/No1251","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","6/21/2022 3:47:07 PM"
"B/No1251","S.103","S.103","84","ASTM D6999","","","-","Elias","6/21/2022 3:47:07 PM"
"B/No1251","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","6/21/2022 3:47:07 PM"
"B/No1250","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","6/21/2022 3:49:38 PM"
"B/No1250","S.103","S.103","82","ASTM D6934","56","","58","Elias","6/21/2022 3:49:38 PM"
"B/No1250","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","6/21/2022 3:49:38 PM"
"B/No1250","S.103","S.103","84","ASTM D6999","","","-","Elias","6/21/2022 3:49:38 PM"
"B/No1250","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","6/21/2022 3:49:38 PM"
"B/No1256","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","6/21/2022 3:52:39 PM"
"B/No1256","S.103","S.103","82","ASTM D6934","56","","58","Elias","6/21/2022 3:52:39 PM"
"B/No1256","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","6/21/2022 3:52:39 PM"
"B/No1256","S.103","S.103","84","ASTM D6999","","","-","Elias","6/21/2022 3:52:39 PM"
"B/No1256","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","6/21/2022 3:52:39 PM"
"B/No1272","S.60166","S.60166","76","ASTM D6933","8","","Too Thick","Elias","6/21/2022 3:53:03 PM"
"B/No1272","S.60166","S.60166","77","ASTM D6934","60","","60","Elias","6/21/2022 3:53:03 PM"
"B/No1272","S.60166","S.60166","78","ASTM D244","Neutral ","Negative","Neutral","Elias","6/21/2022 3:53:03 PM"
"B/No1272","S.60166","S.60166","79","ASTM D6999","-","-","-","Elias","6/21/2022 3:53:03 PM"
"B/No1272","S.60166","S.60166","80","ASTM D70","0.9","1.1","1.06","Elias","6/21/2022 3:53:03 PM"
"B/No1293","S.35","S.35","95","KS 02-1239","30","60","31","Elias","7/7/2022 11:29:31 AM"
"B/No1293","S.35","S.35","96","ASTM 3741","Black","Black","Black","Elias","7/7/2022 11:29:31 AM"
"B/No1293","S.35","S.35","97","ASTM D1298","0.9","1.1","1.07","Elias","7/7/2022 11:29:31 AM"
"B/No1293","S.35","S.35","98","ASTM D2172","55","","64","Elias","7/7/2022 11:29:31 AM"
"B/No1293","S.35","S.35","99","ASTM D92","38","","52","Elias","7/7/2022 11:29:31 AM"
"B/No1278","S.7","S.7","8","","","0.05","0.01","Elias","7/7/2022 11:31:50 AM"
"B/No1278","S.7","S.7","9","","","","-","Elias","7/7/2022 11:31:50 AM"
"B/No1278","S.7","S.7","10","","","","-","Elias","7/7/2022 11:31:50 AM"
"B/No1278","S.7","S.7","11","","68","70","68","Elias","7/7/2022 11:31:50 AM"
"B/No1278","S.7","S.7","12","","25","35","28","Elias","7/7/2022 11:31:50 AM"
"B/No1278","S.7","S.7","13","","Nil","","-","Elias","7/7/2022 11:31:50 AM"
"B/No1278","S.7","S.7","14","","Positive","","Positive","Elias","7/7/2022 11:31:50 AM"
"B/No1286","S.99","S.99","69","","","0.05","0.05","Elias","7/7/2022 11:34:56 AM"
"B/No1286","S.99","S.99","70","","","","-","Elias","7/7/2022 11:34:56 AM"
"B/No1286","S.99","S.99","71","","","","-","Elias","7/7/2022 11:34:56 AM"
"B/No1286","S.99","S.99","72","","56","","59","Elias","7/7/2022 11:34:56 AM"
"B/No1286","S.99","S.99","73","","","8","6","Elias","7/7/2022 11:34:56 AM"
"B/No1286","S.99","S.99","74","","Nil","60","-","Elias","7/7/2022 11:34:56 AM"
"B/No1286","S.99","S.99","75","","Negative","","Negatiive","Elias","7/7/2022 11:34:56 AM"
"B/No1285","S.9","S.9","15","","30","60","55","Elias","7/7/2022 11:35:48 AM"
"B/No1285","S.9","S.9","16","","38","","42","Elias","7/7/2022 11:35:48 AM"
"B/No1285","S.9","S.9","17","","","","-","Elias","7/7/2022 11:35:48 AM"
"B/No1285","S.9","S.9","18","","0","25","-","Elias","7/7/2022 11:35:48 AM"
"B/No1285","S.9","S.9","19","","40","70","-","Elias","7/7/2022 11:35:48 AM"
"B/No1285","S.9","S.9","20","","40","70","-","Elias","7/7/2022 11:35:48 AM"
"B/No1285","S.9","S.9","21","","75","93","-","Elias","7/7/2022 11:35:48 AM"
"B/No1285","S.9","S.9","22","","50","","-","Elias","7/7/2022 11:35:48 AM"
"B/No1285","S.9","S.9","23","","120","300","-","Elias","7/7/2022 11:35:48 AM"
"B/No1285","S.9","S.9","24","","","0.2","-","Elias","7/7/2022 11:35:48 AM"
"B/No1285","S.9","S.9","25","","","",">100","Elias","7/7/2022 11:35:48 AM"
"B/No1285","S.9","S.9","26","","99","","99.6","Elias","7/7/2022 11:35:48 AM"
"B/No1279","S.7","S.7","8","","","0.05","0.01","Elias","7/7/2022 11:36:39 AM"
"B/No1279","S.7","S.7","9","","","","-","Elias","7/7/2022 11:36:39 AM"
"B/No1279","S.7","S.7","10","","","","-","Elias","7/7/2022 11:36:39 AM"
"B/No1279","S.7","S.7","11","","68","70","68.8","Elias","7/7/2022 11:36:39 AM"
"B/No1279","S.7","S.7","12","","25","35","28","Elias","7/7/2022 11:36:39 AM"
"B/No1279","S.7","S.7","13","","Nil","","-","Elias","7/7/2022 11:36:39 AM"
"B/No1279","S.7","S.7","14","","Positive","","Positive","Elias","7/7/2022 11:36:39 AM"
"B/No1280","S.6","S.6","2","","","0.05","0.03","Elias","7/7/2022 11:43:38 AM"
"B/No1280","S.6","S.6","3","","","","-","Elias","7/7/2022 11:43:38 AM"
"B/No1280","S.6","S.6","4","","57","60","58","Elias","7/7/2022 11:43:38 AM"
"B/No1280","S.6","S.6","5","","6","9","7","Elias","7/7/2022 11:43:38 AM"
"B/No1280","S.6","S.6","6","","Nil","","Nil","Elias","7/7/2022 11:43:38 AM"
"B/No1280","S.6","S.6","7","","Positive","","Positive","Elias","7/7/2022 11:43:38 AM"
"B/No1283","S.6","S.6","2","","","0.05","0.03","Elias","7/7/2022 11:45:23 AM"
"B/No1283","S.6","S.6","3","","","","-","Elias","7/7/2022 11:45:23 AM"
"B/No1283","S.6","S.6","4","","57","60","57","Elias","7/7/2022 11:45:23 AM"
"B/No1283","S.6","S.6","5","","6","9","7","Elias","7/7/2022 11:45:23 AM"
"B/No1283","S.6","S.6","6","","Nil","","Nil","Elias","7/7/2022 11:45:23 AM"
"B/No1283","S.6","S.6","7","","Positive","","Positive","Elias","7/7/2022 11:45:23 AM"
"B/No1281","S.6","S.6","2","","","0.05","0.03","Elias","7/7/2022 11:47:47 AM"
"B/No1281","S.6","S.6","3","","","","-","Elias","7/7/2022 11:47:47 AM"
"B/No1281","S.6","S.6","4","","57","60","59","Elias","7/7/2022 11:47:47 AM"
"B/No1281","S.6","S.6","5","","6","9","7","Elias","7/7/2022 11:47:47 AM"
"B/No1281","S.6","S.6","6","","Nil","","Nil","Elias","7/7/2022 11:47:47 AM"
"B/No1281","S.6","S.6","7","","Positive","","Positive","Elias","7/7/2022 11:47:47 AM"
"B/No1289","S.9","S.9","15","","30","60","37","Elias","7/7/2022 11:48:43 AM"
"B/No1289","S.9","S.9","16","","38","","42","Elias","7/7/2022 11:48:43 AM"
"B/No1289","S.9","S.9","17","","","","-","Elias","7/7/2022 11:48:43 AM"
"B/No1289","S.9","S.9","18","","0","25","-","Elias","7/7/2022 11:48:43 AM"
"B/No1289","S.9","S.9","19","","40","70","-","Elias","7/7/2022 11:48:43 AM"
"B/No1289","S.9","S.9","20","","40","70","-","Elias","7/7/2022 11:48:43 AM"
"B/No1289","S.9","S.9","21","","75","93","-","Elias","7/7/2022 11:48:43 AM"
"B/No1289","S.9","S.9","22","","50","","-","Elias","7/7/2022 11:48:43 AM"
"B/No1289","S.9","S.9","23","","120","300","-","Elias","7/7/2022 11:48:43 AM"
"B/No1289","S.9","S.9","24","","","0.2","-","Elias","7/7/2022 11:48:43 AM"
"B/No1289","S.9","S.9","25","","","",">100","Elias","7/7/2022 11:48:43 AM"
"B/No1289","S.9","S.9","26","","99","","99.6","Elias","7/7/2022 11:48:43 AM"
"B/No1288","S.60166","S.60166","76","ASTM D6933","8","","Too Thick","Elias","7/7/2022 11:50:24 AM"
"B/No1288","S.60166","S.60166","77","ASTM D6934","60","","60","Elias","7/7/2022 11:50:24 AM"
"B/No1288","S.60166","S.60166","78","ASTM D244","Neutral ","Negative","Neutral","Elias","7/7/2022 11:50:24 AM"
"B/No1288","S.60166","S.60166","79","ASTM D6999","-","-","-","Elias","7/7/2022 11:50:24 AM"
"B/No1288","S.60166","S.60166","80","ASTM D70","0.9","1.1","1.06","Elias","7/7/2022 11:50:24 AM"
"B/No1291","S.35","S.35","95","KS 02-1239","30","60","37","Elias","7/7/2022 11:51:06 AM"
"B/No1291","S.35","S.35","96","ASTM 3741","Black","Black","Black","Elias","7/7/2022 11:51:06 AM"
"B/No1291","S.35","S.35","97","ASTM D1298","0.9","1.1","1.07","Elias","7/7/2022 11:51:06 AM"
"B/No1291","S.35","S.35","98","ASTM D2172","55","","64","Elias","7/7/2022 11:51:06 AM"
"B/No1291","S.35","S.35","99","ASTM D92","38","","52","Elias","7/7/2022 11:51:06 AM"
"B/No1292","S.35","S.35","95","KS 02-1239","30","60","39","Elias","7/7/2022 11:52:20 AM"
"B/No1292","S.35","S.35","96","ASTM 3741","Black","Black","Black","Elias","7/7/2022 11:52:20 AM"
"B/No1292","S.35","S.35","97","ASTM D1298","0.9","1.1","1.07","Elias","7/7/2022 11:52:20 AM"
"B/No1292","S.35","S.35","98","ASTM D2172","55","","64","Elias","7/7/2022 11:52:20 AM"
"B/No1292","S.35","S.35","99","ASTM D92","38","","52","Elias","7/7/2022 11:52:20 AM"
"B/No1016","S.9","S.9","23","","120","300","-","Elias","11/9/2021 2:34:26 PM"
"B/No1016","S.9","S.9","24","","","0.2","-","Elias","11/9/2021 2:34:26 PM"
"B/No1016","S.9","S.9","25","","","",">100","Elias","11/9/2021 2:34:26 PM"
"B/No1016","S.9","S.9","26","","99","","99.6","Elias","11/9/2021 2:34:26 PM"
"B/No1017","S.6","S.6","2","","","0.05","0.03","Elias","11/9/2021 2:44:23 PM"
"B/No1017","S.6","S.6","3","","","","-","Elias","11/9/2021 2:44:23 PM"
"B/No1017","S.6","S.6","4","","57","60","58.5","Elias","11/9/2021 2:44:23 PM"
"B/No1017","S.6","S.6","5","","6","9","7","Elias","11/9/2021 2:44:23 PM"
"B/No1017","S.6","S.6","6","","Nil","","Nil","Elias","11/9/2021 2:44:23 PM"
"B/No1017","S.6","S.6","7","","Positive","","Positive","Elias","11/9/2021 2:44:23 PM"
"B/No1018","S.7","S.7","8","","","0.05","0.01","Elias","11/9/2021 3:01:26 PM"
"B/No1018","S.7","S.7","9","","","","-","Elias","11/9/2021 3:01:26 PM"
"B/No1018","S.7","S.7","10","","","","-","Elias","11/9/2021 3:01:26 PM"
"B/No1018","S.7","S.7","11","","68","70","69.3","Elias","11/9/2021 3:01:26 PM"
"B/No1018","S.7","S.7","12","","25","35","28","Elias","11/9/2021 3:01:26 PM"
"B/No1018","S.7","S.7","13","","Nil","","-","Elias","11/9/2021 3:01:26 PM"
"B/No1018","S.7","S.7","14","","Positive","","Positive","Elias","11/9/2021 3:01:26 PM"
"B/No1019","S.6","S.6","2","","","0.05","0.03","Elias","11/11/2021 5:56:27 PM"
"B/No1019","S.6","S.6","3","","","","-","Elias","11/11/2021 5:56:27 PM"
"B/No1019","S.6","S.6","4","","57","60","60","Elias","11/11/2021 5:56:27 PM"
"B/No1019","S.6","S.6","5","","6","9","7","Elias","11/11/2021 5:56:27 PM"
"B/No1019","S.6","S.6","6","","Nil","","Nil","Elias","11/11/2021 5:56:27 PM"
"B/No1019","S.6","S.6","7","","Positive","","Positive","Elias","11/11/2021 5:56:27 PM"
"B/No1020","S.7","S.7","8","","","0.05","0.01","Elias","11/18/2021 7:12:00 PM"
"B/No1020","S.7","S.7","9","","","","-","Elias","11/18/2021 7:12:00 PM"
"B/No1020","S.7","S.7","10","","","","-","Elias","11/18/2021 7:12:00 PM"
"B/No1020","S.7","S.7","11","","68","70","69.25","Elias","11/18/2021 7:12:00 PM"
"B/No1020","S.7","S.7","12","","25","35","28","Elias","11/18/2021 7:12:00 PM"
"B/No1020","S.7","S.7","13","","Nil","","-","Elias","11/18/2021 7:12:00 PM"
"B/No1020","S.7","S.7","14","","Positive","","Positive","Elias","11/18/2021 7:12:00 PM"
"B/No1021","S.7","S.7","8","","","0.05","0.01","Elias","11/19/2021 3:03:36 PM"
"B/No1021","S.7","S.7","9","","","","-","Elias","11/19/2021 3:03:36 PM"
"B/No1021","S.7","S.7","10","","","","-","Elias","11/19/2021 3:03:36 PM"
"B/No1021","S.7","S.7","11","","68","70","69","Elias","11/19/2021 3:03:36 PM"
"B/No1021","S.7","S.7","12","","25","35","28","Elias","11/19/2021 3:03:36 PM"
"B/No1021","S.7","S.7","13","","Nil","","-","Elias","11/19/2021 3:03:36 PM"
"B/No1021","S.7","S.7","14","","Positive","","Positive","Elias","11/19/2021 3:03:36 PM"
"B/No1022","S.7","S.7","8","","","0.05","0.01","Elias","11/19/2021 3:09:50 PM"
"B/No1022","S.7","S.7","9","","","","-","Elias","11/19/2021 3:09:50 PM"
"B/No1022","S.7","S.7","10","","","","-","Elias","11/19/2021 3:09:50 PM"
"B/No1022","S.7","S.7","11","","68","70","68","Elias","11/19/2021 3:09:50 PM"
"B/No1022","S.7","S.7","12","","25","35","28","Elias","11/19/2021 3:09:50 PM"
"B/No1022","S.7","S.7","13","","Nil","","-","Elias","11/19/2021 3:09:50 PM"
"B/No1022","S.7","S.7","14","","Positive","","Positive","Elias","11/19/2021 3:09:50 PM"
"B/No1024","S.7","S.7","8","","","0.05","0.01","admin","11/19/2021 4:38:59 PM"
"B/No1024","S.7","S.7","9","","","","-","admin","11/19/2021 4:38:59 PM"
"B/No1024","S.7","S.7","10","","","","-","admin","11/19/2021 4:38:59 PM"
"B/No1024","S.7","S.7","11","","68","70","69","admin","11/19/2021 4:38:59 PM"
"B/No1024","S.7","S.7","12","","25","35","28","admin","11/19/2021 4:38:59 PM"
"B/No1024","S.7","S.7","13","","Nil","","-","admin","11/19/2021 4:38:59 PM"
"B/No1024","S.7","S.7","14","","Positive","","Positive","admin","11/19/2021 4:38:59 PM"
"B/No1028","S.6","S.6","2","","","0.05","0.03","Elias","11/23/2021 9:32:10 AM"
"B/No1028","S.6","S.6","3","","","","-","Elias","11/23/2021 9:32:10 AM"
"B/No1028","S.6","S.6","4","","57","60","58","Elias","11/23/2021 9:32:10 AM"
"B/No1028","S.6","S.6","5","","6","9","7","Elias","11/23/2021 9:32:10 AM"
"B/No1028","S.6","S.6","6","","Nil","","Nil","Elias","11/23/2021 9:32:10 AM"
"B/No1028","S.6","S.6","7","","Positive","","Positive","Elias","11/23/2021 9:32:10 AM"
"B/No1029","S.6","S.6","2","","","0.05","0.03","Elias","11/23/2021 10:14:14 AM"
"B/No1029","S.6","S.6","3","","","","-","Elias","11/23/2021 10:14:14 AM"
"B/No1029","S.6","S.6","4","","57","60","58","Elias","11/23/2021 10:14:14 AM"
"B/No1029","S.6","S.6","5","","6","9","7","Elias","11/23/2021 10:14:14 AM"
"B/No1029","S.6","S.6","6","","Nil","","Nil","Elias","11/23/2021 10:14:14 AM"
"B/No1029","S.6","S.6","7","","Positive","","Positive","Elias","11/23/2021 10:14:14 AM"
"B/No1030","S.35","S.35","95","KS 02-1239","30","60","56","Elias","11/26/2021 3:25:52 PM"
"B/No1030","S.35","S.35","96","ASTM 3741","Black","Black","Black","Elias","11/26/2021 3:25:52 PM"
"B/No1030","S.35","S.35","97","ASTM D1298","0.9","1.1","1.07","Elias","11/26/2021 3:25:52 PM"
"B/No1030","S.35","S.35","98","ASTM D2172","55","","64","Elias","11/26/2021 3:25:52 PM"
"B/No1030","S.35","S.35","99","ASTM D92","38","","52","Elias","11/26/2021 3:25:52 PM"
"B/No1031","S.7","S.7","8","","","0.05","0.01","Elias","11/26/2021 4:10:57 PM"
"B/No1031","S.7","S.7","9","","","","-","Elias","11/26/2021 4:10:57 PM"
"B/No1031","S.7","S.7","10","","","","-","Elias","11/26/2021 4:10:57 PM"
"B/No1031","S.7","S.7","11","","68","70","68","Elias","11/26/2021 4:10:57 PM"
"B/No1031","S.7","S.7","12","","25","35","28","Elias","11/26/2021 4:10:57 PM"
"B/No1031","S.7","S.7","13","","Nil","","-","Elias","11/26/2021 4:10:57 PM"
"B/No1031","S.7","S.7","14","","Positive","","Positive","Elias","11/26/2021 4:10:57 PM"
"B/No1032","S.6","S.6","2","","","0.05","0.03","Elias","11/26/2021 4:23:55 PM"
"B/No1032","S.6","S.6","3","","","","-","Elias","11/26/2021 4:23:55 PM"
"B/No1032","S.6","S.6","4","","57","60","58","Elias","11/26/2021 4:23:55 PM"
"B/No1032","S.6","S.6","5","","6","9","7","Elias","11/26/2021 4:23:55 PM"
"B/No1032","S.6","S.6","6","","Nil","","Nil","Elias","11/26/2021 4:23:55 PM"
"B/No1032","S.6","S.6","7","","Positive","","Positive","Elias","11/26/2021 4:23:55 PM"
"B/No1033","S.7","S.7","8","","","0.05","0.01","Elias","12/1/2021 1:58:57 PM"
"B/No1033","S.7","S.7","9","","","","-","Elias","12/1/2021 1:58:57 PM"
"B/No1033","S.7","S.7","10","","","","-","Elias","12/1/2021 1:58:57 PM"
"B/No1033","S.7","S.7","11","","68","70","68","Elias","12/1/2021 1:58:57 PM"
"B/No1033","S.7","S.7","12","","25","35","28","Elias","12/1/2021 1:58:57 PM"
"B/No1033","S.7","S.7","13","","Nil","","-","Elias","12/1/2021 1:58:57 PM"
"B/No1033","S.7","S.7","14","","Positive","","Positive","Elias","12/1/2021 1:58:57 PM"
"B/No1047","S.60166","S.60166","76","ASTM D6933","8","","Too Thick","Elias","12/9/2021 6:00:17 PM"
"B/No1047","S.60166","S.60166","77","ASTM D6934","60","","60","Elias","12/9/2021 6:00:17 PM"
"B/No1047","S.60166","S.60166","78","ASTM D244","Neutral ","Negative","Neutral","Elias","12/9/2021 6:00:17 PM"
"B/No1047","S.60166","S.60166","79","ASTM D6999","-","-","-","Elias","12/9/2021 6:00:17 PM"
"B/No1047","S.60166","S.60166","80","ASTM D70","0.9","1.1","1.06","Elias","12/9/2021 6:00:17 PM"
"B/No1048","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","12/9/2021 6:00:42 PM"
"B/No1048","S.103","S.103","82","ASTM D6934","56","","58","Elias","12/9/2021 6:00:42 PM"
"B/No1048","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","12/9/2021 6:00:42 PM"
"B/No1048","S.103","S.103","84","ASTM D6999","","","-","Elias","12/9/2021 6:00:42 PM"
"B/No1048","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","12/9/2021 6:00:42 PM"
"B/No1050","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","12/9/2021 6:00:58 PM"
"B/No1050","S.103","S.103","82","ASTM D6934","56","","58","Elias","12/9/2021 6:00:58 PM"
"B/No1050","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","12/9/2021 6:00:58 PM"
"B/No1050","S.103","S.103","84","ASTM D6999","","","-","Elias","12/9/2021 6:00:58 PM"
"B/No1050","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","12/9/2021 6:00:58 PM"
"B/No1046","S.9","S.9","15","","30","60","39","Elias","12/10/2021 9:00:24 AM"
"B/No1046","S.9","S.9","16","","38","","42","Elias","12/10/2021 9:00:24 AM"
"B/No1046","S.9","S.9","17","","","","-","Elias","12/10/2021 9:00:24 AM"
"B/No1046","S.9","S.9","18","","0","25","-","Elias","12/10/2021 9:00:24 AM"
"B/No1046","S.9","S.9","19","","40","70","-","Elias","12/10/2021 9:00:24 AM"
"B/No1046","S.9","S.9","20","","40","70","-","Elias","12/10/2021 9:00:24 AM"
"B/No1046","S.9","S.9","21","","75","93","-","Elias","12/10/2021 9:00:24 AM"
"B/No1046","S.9","S.9","22","","50","","-","Elias","12/10/2021 9:00:24 AM"
"B/No1046","S.9","S.9","23","","120","300","-","Elias","12/10/2021 9:00:24 AM"
"B/No1046","S.9","S.9","24","","","0.2","-","Elias","12/10/2021 9:00:24 AM"
"B/No1046","S.9","S.9","25","","","",">100","Elias","12/10/2021 9:00:24 AM"
"B/No1046","S.9","S.9","26","","99","","99.6","Elias","12/10/2021 9:00:24 AM"
"B/No1041","S.6","S.6","2","","","0.05","0.03","Elias","12/10/2021 9:02:56 AM"
"B/No1041","S.6","S.6","3","","","","-","Elias","12/10/2021 9:02:56 AM"
"B/No1041","S.6","S.6","4","","57","60","60","Elias","12/10/2021 9:02:56 AM"
"B/No1041","S.6","S.6","5","","6","9","7","Elias","12/10/2021 9:02:56 AM"
"B/No1041","S.6","S.6","6","","Nil","","Nil","Elias","12/10/2021 9:02:56 AM"
"B/No1041","S.6","S.6","7","","Positive","","Positive","Elias","12/10/2021 9:02:56 AM"
"B/No1040","S.9","S.9","15","","30","60","39","Elias","12/10/2021 9:05:44 AM"
"B/No1040","S.9","S.9","16","","38","","42","Elias","12/10/2021 9:05:44 AM"
"B/No1040","S.9","S.9","17","","","","-","Elias","12/10/2021 9:05:44 AM"
"B/No1040","S.9","S.9","18","","0","25","-","Elias","12/10/2021 9:05:44 AM"
"B/No1040","S.9","S.9","19","","40","70","-","Elias","12/10/2021 9:05:44 AM"
"B/No1040","S.9","S.9","20","","40","70","-","Elias","12/10/2021 9:05:44 AM"
"B/No1040","S.9","S.9","21","","75","93","-","Elias","12/10/2021 9:05:44 AM"
"B/No1040","S.9","S.9","22","","50","","-","Elias","12/10/2021 9:05:44 AM"
"B/No1040","S.9","S.9","23","","120","300","-","Elias","12/10/2021 9:05:44 AM"
"B/No1040","S.9","S.9","24","","","0.2","-","Elias","12/10/2021 9:05:44 AM"
"B/No1040","S.9","S.9","25","","","",">100","Elias","12/10/2021 9:05:44 AM"
"B/No1040","S.9","S.9","26","","99","","99.6","Elias","12/10/2021 9:05:44 AM"
"B/No803","S.6","S.6","2","","","0.05","0.03","Elias","12/10/2021 9:07:46 AM"
"B/No803","S.6","S.6","3","","","","-","Elias","12/10/2021 9:07:46 AM"
"B/No803","S.6","S.6","4","","57","60","60","Elias","12/10/2021 9:07:46 AM"
"B/No803","S.6","S.6","5","","6","9","7","Elias","12/10/2021 9:07:46 AM"
"B/No803","S.6","S.6","6","","Nil","","Nil","Elias","12/10/2021 9:07:46 AM"
"B/No803","S.6","S.6","7","","Positive","","Positive","Elias","12/10/2021 9:07:46 AM"
"B/No811","S.6","S.6","2","","","0.05","0.03","Elias","12/10/2021 9:10:13 AM"
"B/No811","S.6","S.6","3","","","","-","Elias","12/10/2021 9:10:13 AM"
"B/No811","S.6","S.6","4","","57","60","59","Elias","12/10/2021 9:10:13 AM"
"B/No811","S.6","S.6","5","","6","9","7","Elias","12/10/2021 9:10:13 AM"
"B/No811","S.6","S.6","6","","Nil","","Nil","Elias","12/10/2021 9:10:13 AM"
"B/No811","S.6","S.6","7","","Positive","","Positive","Elias","12/10/2021 9:10:13 AM"
"B/No812","S.6","S.6","2","","","0.05","0.03","Elias","12/10/2021 9:12:07 AM"
"B/No812","S.6","S.6","3","","","","-","Elias","12/10/2021 9:12:07 AM"
"B/No812","S.6","S.6","4","","57","60","58.5","Elias","12/10/2021 9:12:07 AM"
"B/No812","S.6","S.6","5","","6","9","7","Elias","12/10/2021 9:12:07 AM"
"B/No812","S.6","S.6","6","","Nil","","Nil","Elias","12/10/2021 9:12:07 AM"
"B/No812","S.6","S.6","7","","Positive","","Positive","Elias","12/10/2021 9:12:07 AM"
"B/No838","S.6","S.6","2","","","0.05","0.03","Elias","12/10/2021 9:13:11 AM"
"B/No838","S.6","S.6","3","","","","-","Elias","12/10/2021 9:13:11 AM"
"B/No838","S.6","S.6","4","","57","60","60","Elias","12/10/2021 9:13:11 AM"
"B/No838","S.6","S.6","5","","6","9","7","Elias","12/10/2021 9:13:11 AM"
"B/No838","S.6","S.6","6","","Nil","","Nil","Elias","12/10/2021 9:13:11 AM"
"B/No838","S.6","S.6","7","","Positive","","Positive","Elias","12/10/2021 9:13:11 AM"
"B/No791","S.6","S.6","2","","","0.05","0.03","Elias","12/10/2021 9:14:50 AM"
"B/No791","S.6","S.6","3","","","","-","Elias","12/10/2021 9:14:50 AM"
"B/No791","S.6","S.6","4","","57","60","60","Elias","12/10/2021 9:14:50 AM"
"B/No791","S.6","S.6","5","","6","9","7","Elias","12/10/2021 9:14:50 AM"
"B/No791","S.6","S.6","6","","Nil","","Nil","Elias","12/10/2021 9:14:50 AM"
"B/No791","S.6","S.6","7","","Positive","","Positive","Elias","12/10/2021 9:14:50 AM"
"B/No894","S.6","S.6","2","","","0.05","0.03","Elias","12/10/2021 9:15:39 AM"
"B/No894","S.6","S.6","3","","","","-","Elias","12/10/2021 9:15:39 AM"
"B/No894","S.6","S.6","4","","57","60","60","Elias","12/10/2021 9:15:39 AM"
"B/No894","S.6","S.6","5","","6","9","7","Elias","12/10/2021 9:15:39 AM"
"B/No894","S.6","S.6","6","","Nil","","Nil","Elias","12/10/2021 9:15:39 AM"
"B/No894","S.6","S.6","7","","Positive","","Positive","Elias","12/10/2021 9:15:39 AM"
"B/No973","S.9","S.9","15","","30","60","44","Elias","12/10/2021 9:18:51 AM"
"B/No973","S.9","S.9","16","","38","","42","Elias","12/10/2021 9:18:51 AM"
"B/No973","S.9","S.9","17","","","","-","Elias","12/10/2021 9:18:51 AM"
"B/No973","S.9","S.9","18","","0","25","-","Elias","12/10/2021 9:18:51 AM"
"B/No973","S.9","S.9","19","","40","70","-","Elias","12/10/2021 9:18:51 AM"
"B/No973","S.9","S.9","20","","40","70","-","Elias","12/10/2021 9:18:51 AM"
"B/No973","S.9","S.9","21","","75","93","-","Elias","12/10/2021 9:18:51 AM"
"B/No973","S.9","S.9","22","","50","","-","Elias","12/10/2021 9:18:51 AM"
"B/No973","S.9","S.9","23","","120","300","-","Elias","12/10/2021 9:18:51 AM"
"B/No973","S.9","S.9","24","","","0.2","-","Elias","12/10/2021 9:18:51 AM"
"B/No973","S.9","S.9","25","","","",">100","Elias","12/10/2021 9:18:51 AM"
"B/No973","S.9","S.9","26","","99","","99.6","Elias","12/10/2021 9:18:51 AM"
"B/No977","S.6","S.6","2","","","0.05","0.03","Elias","12/10/2021 9:20:11 AM"
