"DocumentNo","SampleID","SampleTypeID","ParameterID","Method","Limits_min","Limits_max","Results","lastuserid","lastdatetime"
"B/No1219","S.6","S.6","4","","57","60","60","Elias","5/13/2022 3:33:24 PM"
"B/No1219","S.6","S.6","5","","6","9","6","Elias","5/13/2022 3:33:24 PM"
"B/No1219","S.6","S.6","6","","Nil","","Nil","Elias","5/13/2022 3:33:24 PM"
"B/No1219","S.6","S.6","7","","Positive","","Positive","Elias","5/13/2022 3:33:24 PM"
"B/No1229","S.6","S.6","2","","","0.05","0.03","Elias","5/13/2022 3:35:50 PM"
"B/No1229","S.6","S.6","3","","","","-","Elias","5/13/2022 3:35:50 PM"
"B/No1229","S.6","S.6","4","","57","60","60","Elias","5/13/2022 3:35:50 PM"
"B/No1229","S.6","S.6","5","","6","9","6","Elias","5/13/2022 3:35:50 PM"
"B/No1229","S.6","S.6","6","","Nil","","Nil","Elias","5/13/2022 3:35:50 PM"
"B/No1229","S.6","S.6","7","","Positive","","Positive","Elias","5/13/2022 3:35:50 PM"
"B/No1227","S.6","S.6","2","","","0.05","0.03","Elias","5/13/2022 3:37:01 PM"
"B/No1227","S.6","S.6","3","","","","-","Elias","5/13/2022 3:37:01 PM"
"B/No1227","S.6","S.6","4","","57","60","58.2","Elias","5/13/2022 3:37:01 PM"
"B/No1227","S.6","S.6","5","","6","9","6","Elias","5/13/2022 3:37:01 PM"
"B/No1227","S.6","S.6","6","","Nil","","Nil","Elias","5/13/2022 3:37:01 PM"
"B/No1227","S.6","S.6","7","","Positive","","Positive","Elias","5/13/2022 3:37:01 PM"
"B/No1226","S.60166","S.60166","76","ASTM D6933","8","","Too Thick","Elias","5/13/2022 3:37:40 PM"
"B/No1226","S.60166","S.60166","77","ASTM D6934","60","","60","Elias","5/13/2022 3:37:40 PM"
"B/No1226","S.60166","S.60166","78","ASTM D244","Neutral ","Negative","Neutral","Elias","5/13/2022 3:37:40 PM"
"B/No1226","S.60166","S.60166","79","ASTM D6999","-","-","-","Elias","5/13/2022 3:37:40 PM"
"B/No1226","S.60166","S.60166","80","ASTM D70","0.9","1.1","1.06","Elias","5/13/2022 3:37:40 PM"
"B/No1232","S.6","S.6","2","","","0.05","0.03","Elias","5/13/2022 3:38:44 PM"
"B/No1232","S.6","S.6","3","","","","-","Elias","5/13/2022 3:38:44 PM"
"B/No1232","S.6","S.6","4","","57","60","59","Elias","5/13/2022 3:38:44 PM"
"B/No1232","S.6","S.6","5","","6","9","6","Elias","5/13/2022 3:38:44 PM"
"B/No1232","S.6","S.6","6","","Nil","","Nil","Elias","5/13/2022 3:38:44 PM"
"B/No1232","S.6","S.6","7","","Positive","","Positive","Elias","5/13/2022 3:38:44 PM"
"B/No1187","S.6","S.6","2","","","0.05","0.03","Elias","5/13/2022 3:41:11 PM"
"B/No1187","S.6","S.6","3","","","","-","Elias","5/13/2022 3:41:11 PM"
"B/No1187","S.6","S.6","4","","57","60","60","Elias","5/13/2022 3:41:11 PM"
"B/No1187","S.6","S.6","5","","6","9","6","Elias","5/13/2022 3:41:11 PM"
"B/No1187","S.6","S.6","6","","Nil","","Nil","Elias","5/13/2022 3:41:11 PM"
"B/No1187","S.6","S.6","7","","Positive","","Positive","Elias","5/13/2022 3:41:11 PM"
"B/No1169","S.7","S.7","8","","","0.05","0.01","Elias","5/13/2022 3:42:07 PM"
"B/No1169","S.7","S.7","9","","","","-","Elias","5/13/2022 3:42:07 PM"
"B/No1169","S.7","S.7","10","","","","-","Elias","5/13/2022 3:42:07 PM"
"B/No1169","S.7","S.7","11","","68","70","69","Elias","5/13/2022 3:42:07 PM"
"B/No1169","S.7","S.7","12","","25","35","28","Elias","5/13/2022 3:42:07 PM"
"B/No1169","S.7","S.7","13","","Nil","","-","Elias","5/13/2022 3:42:07 PM"
"B/No1169","S.7","S.7","14","","Positive","","Positive","Elias","5/13/2022 3:42:07 PM"
"B/No1205","S.9","S.9","15","","30","60","44","Elias","5/13/2022 3:44:08 PM"
"B/No1205","S.9","S.9","16","","38","","42","Elias","5/13/2022 3:44:08 PM"
"B/No1205","S.9","S.9","17","","","","-","Elias","5/13/2022 3:44:08 PM"
"B/No1205","S.9","S.9","18","","0","25","-","Elias","5/13/2022 3:44:08 PM"
"B/No1205","S.9","S.9","19","","40","70","-","Elias","5/13/2022 3:44:08 PM"
"B/No1205","S.9","S.9","20","","40","70","-","Elias","5/13/2022 3:44:08 PM"
"B/No1205","S.9","S.9","21","","75","93","-","Elias","5/13/2022 3:44:08 PM"
"B/No1205","S.9","S.9","22","","50","","-","Elias","5/13/2022 3:44:08 PM"
"B/No1205","S.9","S.9","23","","120","300","-","Elias","5/13/2022 3:44:08 PM"
"B/No1205","S.9","S.9","24","","","0.2","-","Elias","5/13/2022 3:44:08 PM"
"B/No1205","S.9","S.9","25","","","",">100","Elias","5/13/2022 3:44:08 PM"
"B/No1205","S.9","S.9","26","","99","","99.6","Elias","5/13/2022 3:44:08 PM"
"B/No1204","S.9","S.9","15","","30","60","44","Elias","5/13/2022 3:44:30 PM"
"B/No1204","S.9","S.9","16","","38","","42","Elias","5/13/2022 3:44:30 PM"
"B/No1204","S.9","S.9","17","","","","-","Elias","5/13/2022 3:44:30 PM"
"B/No1204","S.9","S.9","18","","0","25","-","Elias","5/13/2022 3:44:30 PM"
"B/No1204","S.9","S.9","19","","40","70","-","Elias","5/13/2022 3:44:30 PM"
"B/No1204","S.9","S.9","20","","40","70","-","Elias","5/13/2022 3:44:30 PM"
"B/No1204","S.9","S.9","21","","75","93","-","Elias","5/13/2022 3:44:30 PM"
"B/No1204","S.9","S.9","22","","50","","-","Elias","5/13/2022 3:44:30 PM"
"B/No1204","S.9","S.9","23","","120","300","-","Elias","5/13/2022 3:44:30 PM"
"B/No1204","S.9","S.9","24","","","0.2","-","Elias","5/13/2022 3:44:30 PM"
"B/No1204","S.9","S.9","25","","","",">100","Elias","5/13/2022 3:44:30 PM"
"B/No1204","S.9","S.9","26","","99","","99.6","Elias","5/13/2022 3:44:30 PM"
"B/No1203","S.9","S.9","15","","30","60","44","Elias","5/13/2022 3:44:55 PM"
"B/No1203","S.9","S.9","16","","38","","42","Elias","5/13/2022 3:44:55 PM"
"B/No1203","S.9","S.9","17","","","","-","Elias","5/13/2022 3:44:55 PM"
"B/No1203","S.9","S.9","18","","0","25","-","Elias","5/13/2022 3:44:55 PM"
"B/No1203","S.9","S.9","19","","40","70","-","Elias","5/13/2022 3:44:55 PM"
"B/No1203","S.9","S.9","20","","40","70","-","Elias","5/13/2022 3:44:55 PM"
"B/No1203","S.9","S.9","21","","75","93","-","Elias","5/13/2022 3:44:55 PM"
"B/No1203","S.9","S.9","22","","50","","-","Elias","5/13/2022 3:44:55 PM"
"B/No1203","S.9","S.9","23","","120","300","-","Elias","5/13/2022 3:44:55 PM"
"B/No1203","S.9","S.9","24","","","0.2","-","Elias","5/13/2022 3:44:55 PM"
"B/No1203","S.9","S.9","25","","","",">100","Elias","5/13/2022 3:44:55 PM"
"B/No1203","S.9","S.9","26","","99","","99.6","Elias","5/13/2022 3:44:55 PM"
"B/No1202","S.9","S.9","15","","30","60","44","Elias","5/13/2022 3:45:15 PM"
"B/No1202","S.9","S.9","16","","38","","42","Elias","5/13/2022 3:45:15 PM"
"B/No1202","S.9","S.9","17","","","","-","Elias","5/13/2022 3:45:15 PM"
"B/No1202","S.9","S.9","18","","0","25","-","Elias","5/13/2022 3:45:15 PM"
"B/No1202","S.9","S.9","19","","40","70","-","Elias","5/13/2022 3:45:15 PM"
"B/No1202","S.9","S.9","20","","40","70","-","Elias","5/13/2022 3:45:15 PM"
"B/No1202","S.9","S.9","21","","75","93","-","Elias","5/13/2022 3:45:15 PM"
"B/No1202","S.9","S.9","22","","50","","-","Elias","5/13/2022 3:45:15 PM"
"B/No1202","S.9","S.9","23","","120","300","-","Elias","5/13/2022 3:45:15 PM"
"B/No1202","S.9","S.9","24","","","0.2","-","Elias","5/13/2022 3:45:15 PM"
"B/No1202","S.9","S.9","25","","","",">100","Elias","5/13/2022 3:45:15 PM"
"B/No1202","S.9","S.9","26","","99","","99.6","Elias","5/13/2022 3:45:15 PM"
"B/No1201","S.9","S.9","15","","30","60","44","Elias","5/13/2022 3:45:35 PM"
"B/No1201","S.9","S.9","16","","38","","42","Elias","5/13/2022 3:45:35 PM"
"B/No1201","S.9","S.9","17","","","","-","Elias","5/13/2022 3:45:35 PM"
"B/No1201","S.9","S.9","18","","0","25","-","Elias","5/13/2022 3:45:35 PM"
"B/No1201","S.9","S.9","19","","40","70","-","Elias","5/13/2022 3:45:35 PM"
"B/No1201","S.9","S.9","20","","40","70","-","Elias","5/13/2022 3:45:35 PM"
"B/No1201","S.9","S.9","21","","75","93","-","Elias","5/13/2022 3:45:35 PM"
"B/No1201","S.9","S.9","22","","50","","-","Elias","5/13/2022 3:45:35 PM"
"B/No1201","S.9","S.9","23","","120","300","-","Elias","5/13/2022 3:45:35 PM"
"B/No1201","S.9","S.9","24","","","0.2","-","Elias","5/13/2022 3:45:35 PM"
"B/No1201","S.9","S.9","25","","","",">100","Elias","5/13/2022 3:45:35 PM"
"B/No1201","S.9","S.9","26","","99","","99.6","Elias","5/13/2022 3:45:35 PM"
"B/No1224","S.7","S.7","8","","","0.05","0.01","Elias","5/13/2022 3:46:09 PM"
"B/No1224","S.7","S.7","9","","","","-","Elias","5/13/2022 3:46:09 PM"
"B/No1224","S.7","S.7","10","","","","-","Elias","5/13/2022 3:46:09 PM"
"B/No1224","S.7","S.7","11","","68","70","69","Elias","5/13/2022 3:46:09 PM"
"B/No1224","S.7","S.7","12","","25","35","28","Elias","5/13/2022 3:46:09 PM"
"B/No1224","S.7","S.7","13","","Nil","","-","Elias","5/13/2022 3:46:09 PM"
"B/No1224","S.7","S.7","14","","Positive","","Positive","Elias","5/13/2022 3:46:09 PM"
"B/No1225","S.7","S.7","8","","","0.05","0.01","Elias","5/13/2022 3:46:30 PM"
"B/No1225","S.7","S.7","9","","","","-","Elias","5/13/2022 3:46:30 PM"
"B/No1225","S.7","S.7","10","","","","-","Elias","5/13/2022 3:46:30 PM"
"B/No1225","S.7","S.7","11","","68","70","69","Elias","5/13/2022 3:46:30 PM"
"B/No1225","S.7","S.7","12","","25","35","28","Elias","5/13/2022 3:46:30 PM"
"B/No1225","S.7","S.7","13","","Nil","","-","Elias","5/13/2022 3:46:30 PM"
"B/No1225","S.7","S.7","14","","Positive","","Positive","Elias","5/13/2022 3:46:30 PM"
"B/No1233","S.6","S.6","2","","","0.05","0.03","Elias","5/25/2022 9:06:23 AM"
"B/No1233","S.6","S.6","3","","","","-","Elias","5/25/2022 9:06:23 AM"
"B/No1233","S.6","S.6","4","","57","60","60","Elias","5/25/2022 9:06:23 AM"
"B/No1233","S.6","S.6","5","","6","9","6","Elias","5/25/2022 9:06:23 AM"
"B/No1233","S.6","S.6","6","","Nil","","Nil","Elias","5/25/2022 9:06:23 AM"
"B/No1233","S.6","S.6","7","","Positive","","Positive","Elias","5/25/2022 9:06:23 AM"
"B/No1234","S.35","S.35","95","KS 02-1239","30","60","28.44","Elias","5/25/2022 9:10:33 AM"
"B/No1234","S.35","S.35","96","ASTM 3741","Black","Black","Black","Elias","5/25/2022 9:10:33 AM"
"B/No1234","S.35","S.35","97","ASTM D1298","0.9","1.1","1.07","Elias","5/25/2022 9:10:33 AM"
"B/No1234","S.35","S.35","98","ASTM D2172","55","","64","Elias","5/25/2022 9:10:33 AM"
"B/No1234","S.35","S.35","99","ASTM D92","38","","52","Elias","5/25/2022 9:10:33 AM"
"B/No1236","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","5/25/2022 12:19:37 PM"
"B/No1236","S.103","S.103","82","ASTM D6934","56","","58","Elias","5/25/2022 12:19:37 PM"
"B/No1236","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","5/25/2022 12:19:37 PM"
"B/No1236","S.103","S.103","84","ASTM D6999","","","-","Elias","5/25/2022 12:19:37 PM"
"B/No1236","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","5/25/2022 12:19:37 PM"
"B/No1237","S.35","S.35","95","KS 02-1239","30","60","30.12","Elias","5/26/2022 12:39:52 PM"
"B/No1237","S.35","S.35","96","ASTM 3741","Black","Black","Black","Elias","5/26/2022 12:39:52 PM"
"B/No1237","S.35","S.35","97","ASTM D1298","0.9","1.1","1.07","Elias","5/26/2022 12:39:52 PM"
"B/No1237","S.35","S.35","98","ASTM D2172","55","","64","Elias","5/26/2022 12:39:52 PM"
"B/No1237","S.35","S.35","99","ASTM D92","38","","52","Elias","5/26/2022 12:39:52 PM"
"B/No1238","S.103","S.103","81","ASTM D6933","8","","Too Thick","Elias","5/26/2022 4:00:53 PM"
"B/No1238","S.103","S.103","82","ASTM D6934","56","","57","Elias","5/26/2022 4:00:53 PM"
"B/No1238","S.103","S.103","83","ASTM D244","Neutral ","","Neutral","Elias","5/26/2022 4:00:53 PM"
"B/No1238","S.103","S.103","84","ASTM D6999","","","-","Elias","5/26/2022 4:00:53 PM"
"B/No1238","S.103","S.103","85","ASTM D70","0.9","1.1","1.03","Elias","5/26/2022 4:00:53 PM"
"B/No1271","S.10","S.10","34","","70","140","110","Elias","6/21/2022 3:22:48 PM"
"B/No1271","S.10","S.10","35","","38","","45","Elias","6/21/2022 3:22:48 PM"
"B/No1079","S.6","S.6","4","","57","60","60","Elias","1/28/2022 3:58:08 PM"
"B/No1079","S.6","S.6","5","","6","9","7","Elias","1/28/2022 3:58:08 PM"
"B/No1079","S.6","S.6","6","","Nil","","Nil","Elias","1/28/2022 3:58:08 PM"
"B/No1079","S.6","S.6","7","","Positive","","Positive","Elias","1/28/2022 3:58:08 PM"
"B/No1080","S.6","S.6","2","","","0.05","0.03","Elias","1/20/2022 2:51:57 PM"
"B/No1080","S.6","S.6","3","","","","-","Elias","1/20/2022 2:51:57 PM"
"B/No1080","S.6","S.6","4","","57","60","60","Elias","1/20/2022 2:51:57 PM"
"B/No1080","S.6","S.6","5","","6","9","7","Elias","1/20/2022 2:51:57 PM"
"B/No1080","S.6","S.6","6","","Nil","","Nil","Elias","1/20/2022 2:51:57 PM"
"B/No1080","S.6","S.6","7","","Positive","","Positive","Elias","1/20/2022 2:51:57 PM"
"B/No1083","S.6","S.6","2","","","0.05","0.03","Elias","1/21/2022 3:44:25 PM"
"B/No1083","S.6","S.6","3","","","","-","Elias","1/21/2022 3:44:25 PM"
"B/No1083","S.6","S.6","4","","57","60","58","Elias","1/21/2022 3:44:25 PM"
"B/No1083","S.6","S.6","5","","6","9","7","Elias","1/21/2022 3:44:25 PM"
"B/No1083","S.6","S.6","6","","Nil","","Nil","Elias","1/21/2022 3:44:25 PM"
"B/No1083","S.6","S.6","7","","Positive","","Positive","Elias","1/21/2022 3:44:25 PM"
"B/No1086","S.6","S.6","2","","","0.05","0.03","Elias","1/28/2022 3:49:08 PM"
"B/No1086","S.6","S.6","3","","","","-","Elias","1/28/2022 3:49:08 PM"
"B/No1086","S.6","S.6","4","","57","60","60","Elias","1/28/2022 3:49:08 PM"
"B/No1086","S.6","S.6","5","","6","9","6","Elias","1/28/2022 3:49:08 PM"
"B/No1086","S.6","S.6","6","","Nil","","Nil","Elias","1/28/2022 3:49:08 PM"
"B/No1086","S.6","S.6","7","","Positive","","Positive","Elias","1/28/2022 3:49:08 PM"
"B/No1087","S.6","S.6","2","","","0.05","0.03","Elias","1/31/2022 12:07:30 PM"
"B/No1087","S.6","S.6","3","","","","-","Elias","1/31/2022 12:07:30 PM"
"B/No1087","S.6","S.6","4","","57","60","60","Elias","1/31/2022 12:07:30 PM"
"B/No1087","S.6","S.6","5","","6","9","7","Elias","1/31/2022 12:07:30 PM"
"B/No1087","S.6","S.6","6","","Nil","","Nil","Elias","1/31/2022 12:07:30 PM"
"B/No1087","S.6","S.6","7","","Positive","","Positive","Elias","1/31/2022 12:07:30 PM"
"B/No1088","S.35","S.35","95","KS 02-1239","30","60","56","Elias","1/31/2022 12:14:56 PM"
"B/No1088","S.35","S.35","96","ASTM 3741","Black","Black","Black","Elias","1/31/2022 12:14:56 PM"
"B/No1088","S.35","S.35","97","ASTM D1298","0.9","1.1","1.07","Elias","1/31/2022 12:14:56 PM"
"B/No1088","S.35","S.35","98","ASTM D2172","55","","64","Elias","1/31/2022 12:14:56 PM"
"B/No1088","S.35","S.35","99","ASTM D92","38","","39.5","Elias","1/31/2022 12:14:56 PM"
"B/No1097","S.6","S.6","2","","","0.05","0.03","Elias","2/15/2022 12:30:07 PM"
"B/No1097","S.6","S.6","3","","","","-","Elias","2/15/2022 12:30:07 PM"
"B/No1097","S.6","S.6","4","","57","60","60","Elias","2/15/2022 12:30:07 PM"
"B/No1097","S.6","S.6","5","","6","9","7","Elias","2/15/2022 12:30:07 PM"
"B/No1097","S.6","S.6","6","","Nil","","Nil","Elias","2/15/2022 12:30:07 PM"
"B/No1097","S.6","S.6","7","","Positive","","Positive","Elias","2/15/2022 12:30:07 PM"
"B/No1128","S.9","S.9","15","","30","60","34","Elias","2/24/2022 2:22:27 PM"
"B/No1128","S.9","S.9","16","","38","","40","Elias","2/24/2022 2:22:27 PM"
"B/No1128","S.9","S.9","17","","","","-","Elias","2/24/2022 2:22:27 PM"
"B/No1128","S.9","S.9","18","","0","25","-","Elias","2/24/2022 2:22:27 PM"
"B/No1128","S.9","S.9","19","","40","70","-","Elias","2/24/2022 2:22:27 PM"
"B/No1128","S.9","S.9","20","","40","70","-","Elias","2/24/2022 2:22:27 PM"
"B/No1128","S.9","S.9","21","","75","93","-","Elias","2/24/2022 2:22:27 PM"
"B/No1128","S.9","S.9","22","","50","","-","Elias","2/24/2022 2:22:27 PM"
"B/No1128","S.9","S.9","23","","120","300","-","Elias","2/24/2022 2:22:27 PM"
"B/No1128","S.9","S.9","24","","","0.2","-","Elias","2/24/2022 2:22:27 PM"
"B/No1128","S.9","S.9","25","","","",">100","Elias","2/24/2022 2:22:27 PM"
"B/No1128","S.9","S.9","26","","99","","99.6","Elias","2/24/2022 2:22:27 PM"
"B/No1058","S.9","S.9","15","","30","60","39","Elias","4/8/2022 9:24:06 AM"
"B/No1058","S.9","S.9","16","","38","","42","Elias","4/8/2022 9:24:06 AM"
"B/No1058","S.9","S.9","17","","","","-","Elias","4/8/2022 9:24:06 AM"
"B/No1058","S.9","S.9","18","","0","25","-","Elias","4/8/2022 9:24:06 AM"
"B/No1058","S.9","S.9","19","","40","70","-","Elias","4/8/2022 9:24:06 AM"
"B/No1058","S.9","S.9","20","","40","70","-","Elias","4/8/2022 9:24:06 AM"
"B/No1058","S.9","S.9","21","","75","93","-","Elias","4/8/2022 9:24:06 AM"
"B/No1058","S.9","S.9","22","","50","","-","Elias","4/8/2022 9:24:06 AM"
"B/No1058","S.9","S.9","23","","120","300","-","Elias","4/8/2022 9:24:06 AM"
"B/No1058","S.9","S.9","24","","","0.2","-","Elias","4/8/2022 9:24:06 AM"
"B/No1058","S.9","S.9","25","","","",">100","Elias","4/8/2022 9:24:06 AM"
"B/No1058","S.9","S.9","26","","99","","99.6","Elias","4/8/2022 9:24:06 AM"
"B/No1093","S.7","S.7","8","","","0.05","0.01","Elias","4/8/2022 9:41:23 AM"
"B/No1093","S.7","S.7","9","","","","-","Elias","4/8/2022 9:41:23 AM"
"B/No1093","S.7","S.7","10","","","","-","Elias","4/8/2022 9:41:23 AM"
"B/No1093","S.7","S.7","11","","68","70","67.8","Elias","4/8/2022 9:41:23 AM"
"B/No1093","S.7","S.7","12","","25","35","28","Elias","4/8/2022 9:41:23 AM"
"B/No1093","S.7","S.7","13","","Nil","","-","Elias","4/8/2022 9:41:23 AM"
"B/No1093","S.7","S.7","14","","Positive","","Positive","Elias","4/8/2022 9:41:23 AM"
"B/No1096","S.6","S.6","2","","","0.05","0.03","Elias","4/8/2022 9:46:42 AM"
"B/No1096","S.6","S.6","3","","","","-","Elias","4/8/2022 9:46:42 AM"
"B/No1096","S.6","S.6","4","","57","60","60","Elias","4/8/2022 9:46:42 AM"
"B/No1096","S.6","S.6","5","","6","9","6.56","Elias","4/8/2022 9:46:42 AM"
"B/No1096","S.6","S.6","6","","Nil","","Nil","Elias","4/8/2022 9:46:42 AM"
"B/No1096","S.6","S.6","7","","Positive","","Positive","Elias","4/8/2022 9:46:42 AM"
"B/No1100","S.6","S.6","2","","","0.05","0.03","Elias","4/8/2022 10:42:18 AM"
"B/No1100","S.6","S.6","3","","","","-","Elias","4/8/2022 10:42:18 AM"
"B/No1100","S.6","S.6","4","","57","60","58.5","Elias","4/8/2022 10:42:18 AM"
"B/No1100","S.6","S.6","5","","6","9","6.47","Elias","4/8/2022 10:42:18 AM"
"B/No1100","S.6","S.6","6","","Nil","","Nil","Elias","4/8/2022 10:42:18 AM"
"B/No1100","S.6","S.6","7","","Positive","","Positive","Elias","4/8/2022 10:42:18 AM"
"B/No1168","S.6","S.6","2","","","0.05","0.03","Elias","4/8/2022 10:46:14 AM"
"B/No1168","S.6","S.6","3","","","","-","Elias","4/8/2022 10:46:14 AM"
"B/No1168","S.6","S.6","4","","57","60","58","Elias","4/8/2022 10:46:14 AM"
"B/No1168","S.6","S.6","5","","6","9","4.14","Elias","4/8/2022 10:46:14 AM"
"B/No1168","S.6","S.6","6","","Nil","","Nil","Elias","4/8/2022 10:46:14 AM"
"B/No1168","S.6","S.6","7","","Positive","","Positive","Elias","4/8/2022 10:46:14 AM"
"B/No1101","S.35","S.35","95","KS 02-1239","30","60","62.38","Elias","4/8/2022 10:51:32 AM"
"B/No1101","S.35","S.35","96","ASTM 3741","Black","Black","Black","Elias","4/8/2022 10:51:32 AM"
"B/No1101","S.35","S.35","97","ASTM D1298","0.9","1.1","1.07","Elias","4/8/2022 10:51:32 AM"
"B/No1101","S.35","S.35","98","ASTM D2172","55","","64","Elias","4/8/2022 10:51:32 AM"
"B/No1101","S.35","S.35","99","ASTM D92","38","","52","Elias","4/8/2022 10:51:32 AM"
"B/No1108","S.35","S.35","95","KS 02-1239","30","60","36.84","Elias","4/8/2022 10:54:46 AM"
"B/No1108","S.35","S.35","96","ASTM 3741","Black","Black","Black","Elias","4/8/2022 10:54:46 AM"
"B/No1108","S.35","S.35","97","ASTM D1298","0.9","1.1","1.07","Elias","4/8/2022 10:54:46 AM"
"B/No1108","S.35","S.35","98","ASTM D2172","55","","64","Elias","4/8/2022 10:54:46 AM"
"B/No1108","S.35","S.35","99","ASTM D92","38","","52","Elias","4/8/2022 10:54:46 AM"
"B/No1113","S.7","S.7","8","","","0.05","0.01","Elias","4/8/2022 11:02:37 AM"
"B/No1113","S.7","S.7","9","","","","-","Elias","4/8/2022 11:02:37 AM"
"B/No1113","S.7","S.7","10","","","","-","Elias","4/8/2022 11:02:37 AM"
"B/No1113","S.7","S.7","11","","68","70","66","Elias","4/8/2022 11:02:37 AM"
"B/No1113","S.7","S.7","12","","25","35","28","Elias","4/8/2022 11:02:37 AM"
"B/No1113","S.7","S.7","13","","Nil","","-","Elias","4/8/2022 11:02:37 AM"
"B/No1113","S.7","S.7","14","","Positive","","Positive","Elias","4/8/2022 11:02:37 AM"
"B/No1106","S.99","S.99","69","","","0.05","0.05","Elias","4/8/2022 11:04:44 AM"
"B/No1106","S.99","S.99","70","","","","-","Elias","4/8/2022 11:04:44 AM"
"B/No1106","S.99","S.99","71","","","","-","Elias","4/8/2022 11:04:44 AM"
"B/No1106","S.99","S.99","72","","56","","58.8","Elias","4/8/2022 11:04:44 AM"
"B/No1106","S.99","S.99","73","","","8","7","Elias","4/8/2022 11:04:44 AM"
"B/No1106","S.99","S.99","74","","Nil","60","-","Elias","4/8/2022 11:04:44 AM"
"B/No1106","S.99","S.99","75","","Negative","","Negatiive","Elias","4/8/2022 11:04:44 AM"
"B/No1161","S.9","S.9","15","","30","60","39.5","Elias","4/8/2022 11:07:10 AM"
"B/No1161","S.9","S.9","16","","38","","42","Elias","4/8/2022 11:07:10 AM"
"B/No1161","S.9","S.9","17","","","","-","Elias","4/8/2022 11:07:10 AM"
"B/No1161","S.9","S.9","18","","0","25","-","Elias","4/8/2022 11:07:10 AM"
